,id,Age
779,74830,9
780,74831,8
781,74832,8
782,74833,13
783,74834,12
784,74835,11
785,74836,13
786,74837,12
787,74838,9
788,74839,7
789,74840,9
790,74841,9
791,74842,11
792,74843,9
793,74844,9
794,74845,10
795,74846,13
796,74847,9
797,74848,10
798,74849,10
799,74850,6
800,74851,8
801,74852,11
802,74853,5
803,74854,15
804,74855,14
805,74856,11
806,74857,16
807,74858,10
808,74859,10
809,74860,10
810,74861,11
811,74862,11
812,74863,8
813,74864,11
814,74865,11
815,74866,11
816,74867,14
817,74868,10
818,74869,9
819,74870,11
820,74871,9
821,74872,11
822,74873,11
823,74874,12
824,74875,11
825,74876,9
826,74877,10
827,74878,7
828,74879,8
829,74880,10
830,74881,10
831,74882,9
832,74883,10
833,74884,7
834,74885,12
835,74886,13
836,74887,6
837,74888,9
838,74889,8
839,74890,8
840,74891,11
841,74892,10
842,74893,9
843,74894,12
844,74895,8
845,74896,10
846,74897,10
847,74898,10
848,74899,12
849,74900,12
850,74901,7
851,74902,6
852,74903,11
853,74904,10
854,74905,10
855,74906,10
856,74907,5
857,74908,10
858,74909,9
859,74910,10
860,74911,8
861,74912,9
862,74913,12
863,74914,10
864,74915,6
865,74916,13
866,74917,7
867,74918,14
868,74919,12
869,74920,10
870,74921,4
871,74922,10
872,74923,9
873,74924,11
874,74925,9
875,74926,11
876,74927,7
877,74928,7
878,74929,9
879,74930,9
880,74931,9
881,74932,8
882,74933,15
883,74934,9
884,74935,11
885,74936,8
886,74937,8
887,74938,10
888,74939,11
889,74940,7
890,74941,11
891,74942,8
892,74943,10
893,74944,10
894,74945,8
895,74946,10
896,74947,11
897,74948,7
898,74949,10
899,74950,5
900,74951,11
901,74952,12
902,74953,12
903,74954,10
904,74955,10
905,74956,7
906,74957,10
907,74958,8
908,74959,8
909,74960,10
910,74961,12
911,74962,12
912,74963,11
913,74964,9
914,74965,9
915,74966,8
916,74967,11
917,74968,8
918,74969,13
919,74970,11
920,74971,9
921,74972,7
922,74973,9
923,74974,17
924,74975,11
925,74976,11
926,74977,6
927,74978,6
928,74979,7
929,74980,10
930,74981,6
931,74982,10
932,74983,6
933,74984,7
934,74985,12
935,74986,4
936,74987,8
937,74988,5
938,74989,9
939,74990,10
940,74991,9
941,74992,10
942,74993,13
943,74994,7
944,74995,10
945,74996,11
946,74997,7
947,74998,14
948,74999,11
949,75000,10
950,75001,13
951,75002,9
952,75003,10
953,75004,8
954,75005,10
955,75006,13
956,75007,11
957,75008,10
958,75009,9
959,75010,11
960,75011,10
961,75012,11
962,75013,5
963,75014,7
964,75015,9
965,75016,8
966,75017,14
967,75018,16
968,75019,4
969,75020,13
970,75021,7
971,75022,11
972,75023,11
973,75024,4
974,75025,11
975,75026,10
976,75027,10
977,75028,11
978,75029,9
979,75030,10
980,75031,12
981,75032,11
982,75033,11
983,75034,6
984,75035,10
985,75036,10
986,75037,10
987,75038,10
988,75039,10
989,75040,10
990,75041,8
991,75042,11
992,75043,8
993,75044,11
994,75045,12
995,75046,9
996,75047,11
997,75048,10
998,75049,9
999,75050,10
1000,75051,6
1001,75052,14
1002,75053,10
1003,75054,9
1004,75055,6
1005,75056,9
1006,75057,10
1007,75058,11
1008,75059,8
1009,75060,8
1010,75061,12
1011,75062,10
1012,75063,6
1013,75064,9
1014,75065,4
1015,75066,8
1016,75067,10
1017,75068,8
1018,75069,12
1019,75070,17
1020,75071,9
1021,75072,9
1022,75073,6
1023,75074,8
1024,75075,7
1025,75076,11
1026,75077,8
1027,75078,10
1028,75079,8
1029,75080,7
1030,75081,7
1031,75082,11
1032,75083,9
1033,75084,15
1034,75085,9
1035,75086,9
1036,75087,11
1037,75088,6
1038,75089,10
1039,75090,10
1040,75091,7
1041,75092,14
1042,75093,11
1043,75094,6
1044,75095,8
1045,75096,8
1046,75097,7
1047,75098,10
1048,75099,13
1049,75100,11
1050,75101,11
1051,75102,10
1052,75103,10
1053,75104,6
1054,75105,8
1055,75106,9
1056,75107,13
1057,75108,8
1058,75109,9
1059,75110,12
1060,75111,12
1061,75112,8
1062,75113,8
1063,75114,14
1064,75115,11
1065,75116,6
1066,75117,9
1067,75118,11
1068,75119,9
1069,75120,11
1070,75121,12
1071,75122,7
1072,75123,10
1073,75124,6
1074,75125,11
1075,75126,12
1076,75127,10
1077,75128,9
1078,75129,8
1079,75130,6
1080,75131,10
1081,75132,12
1082,75133,11
1083,75134,9
1084,75135,10
1085,75136,13
1086,75137,10
1087,75138,8
1088,75139,7
1089,75140,9
1090,75141,9
1091,75142,6
1092,75143,10
1093,75144,10
1094,75145,13
1095,75146,8
1096,75147,9
1097,75148,9
1098,75149,9
1099,75150,6
1100,75151,5
1101,75152,6
1102,75153,13
1103,75154,8
1104,75155,9
1105,75156,10
1106,75157,11
1107,75158,13
1108,75159,7
1109,75160,9
1110,75161,7
1111,75162,10
1112,75163,8
1113,75164,12
1114,75165,11
1115,75166,11
1116,75167,5
1117,75168,7
1118,75169,15
1119,75170,8
1120,75171,10
1121,75172,10
1122,75173,10
1123,75174,18
1124,75175,9
1125,75176,11
1126,75177,10
1127,75178,4
1128,75179,10
1129,75180,10
1130,75181,9
1131,75182,10
1132,75183,12
1133,75184,11
1134,75185,10
1135,75186,11
1136,75187,11
1137,75188,8
1138,75189,11
1139,75190,8
1140,75191,12
1141,75192,11
1142,75193,15
1143,75194,10
1144,75195,9
1145,75196,7
1146,75197,7
1147,75198,10
1148,75199,7
1149,75200,11
1150,75201,9
1151,75202,7
1152,75203,10
1153,75204,11
1154,75205,8
1155,75206,9
1156,75207,10
1157,75208,10
1158,75209,11
1159,75210,12
1160,75211,9
1161,75212,10
1162,75213,13
1163,75214,9
1164,75215,9
1165,75216,10
1166,75217,10
1167,75218,10
1168,75219,15
1169,75220,7
1170,75221,11
1171,75222,9
1172,75223,9
1173,75224,7
1174,75225,9
1175,75226,12
1176,75227,6
1177,75228,11
1178,75229,10
1179,75230,8
1180,75231,10
1181,75232,10
1182,75233,14
1183,75234,9
1184,75235,8
1185,75236,12
1186,75237,7
1187,75238,7
1188,75239,11
1189,75240,7
1190,75241,8
1191,75242,9
1192,75243,11
1193,75244,7
1194,75245,13
1195,75246,11
1196,75247,10
1197,75248,7
1198,75249,10
1199,75250,11
1200,75251,10
1201,75252,9
1202,75253,10
1203,75254,13
1204,75255,13
1205,75256,9
1206,75257,18
1207,75258,10
1208,75259,12
1209,75260,6
1210,75261,11
1211,75262,14
1212,75263,7
1213,75264,10
1214,75265,10
1215,75266,11
1216,75267,11
1217,75268,11
1218,75269,10
1219,75270,5
1220,75271,8
1221,75272,9
1222,75273,5
1223,75274,12
1224,75275,10
1225,75276,13
1226,75277,6
1227,75278,12
1228,75279,7
1229,75280,5
1230,75281,8
1231,75282,11
1232,75283,7
1233,75284,11
1234,75285,11
1235,75286,10
1236,75287,6
1237,75288,10
1238,75289,11
1239,75290,16
1240,75291,10
1241,75292,10
1242,75293,11
1243,75294,12
1244,75295,9
1245,75296,6
1246,75297,9
1247,75298,10
1248,75299,8
1249,75300,10
1250,75301,10
1251,75302,9
1252,75303,6
1253,75304,11
1254,75305,11
1255,75306,7
1256,75307,9
1257,75308,11
1258,75309,7
1259,75310,10
1260,75311,9
1261,75312,12
1262,75313,9
1263,75314,9
1264,75315,10
1265,75316,6
1266,75317,9
1267,75318,10
1268,75319,16
1269,75320,9
1270,75321,10
1271,75322,10
1272,75323,7
1273,75324,9
1274,75325,10
1275,75326,8
1276,75327,7
1277,75328,11
1278,75329,6
1279,75330,8
1280,75331,11
1281,75332,11
1282,75333,9
1283,75334,11
1284,75335,6
1285,75336,12
1286,75337,10
1287,75338,10
1288,75339,11
1289,75340,11
1290,75341,9
1291,75342,5
1292,75343,9
1293,75344,10
1294,75345,9
1295,75346,14
1296,75347,10
1297,75348,4
1298,75349,12
1299,75350,8
1300,75351,6
1301,75352,5
1302,75353,9
1303,75354,6
1304,75355,7
1305,75356,9
1306,75357,11
1307,75358,11
1308,75359,8
1309,75360,7
1310,75361,7
1311,75362,11
1312,75363,11
1313,75364,9
1314,75365,7
1315,75366,7
1316,75367,11
1317,75368,14
1318,75369,10
1319,75370,11
1320,75371,7
1321,75372,8
1322,75373,10
1323,75374,7
1324,75375,13
1325,75376,16
1326,75377,13
1327,75378,11
1328,75379,10
1329,75380,7
1330,75381,12
1331,75382,8
1332,75383,7
1333,75384,16
1334,75385,8
1335,75386,11
1336,75387,10
1337,75388,11
1338,75389,13
1339,75390,15
1340,75391,11
1341,75392,7
1342,75393,17
1343,75394,13
1344,75395,8
1345,75396,11
1346,75397,11
1347,75398,7
1348,75399,12
1349,75400,6
1350,75401,9
1351,75402,9
1352,75403,12
1353,75404,9
1354,75405,11
1355,75406,7
1356,75407,6
1357,75408,9
1358,75409,10
1359,75410,12
1360,75411,14
1361,75412,6
1362,75413,8
1363,75414,10
1364,75415,9
1365,75416,6
1366,75417,10
1367,75418,10
1368,75419,8
1369,75420,11
1370,75421,12
1371,75422,10
1372,75423,10
1373,75424,8
1374,75425,10
1375,75426,10
1376,75427,7
1377,75428,11
1378,75429,11
1379,75430,10
1380,75431,5
1381,75432,9
1382,75433,9
1383,75434,11
1384,75435,8
1385,75436,9
1386,75437,12
1387,75438,11
1388,75439,11
1389,75440,11
1390,75441,7
1391,75442,10
1392,75443,10
1393,75444,9
1394,75445,7
1395,75446,7
1396,75447,11
1397,75448,9
1398,75449,10
1399,75450,6
1400,75451,11
1401,75452,10
1402,75453,10
1403,75454,10
1404,75455,12
1405,75456,11
1406,75457,11
1407,75458,6
1408,75459,10
1409,75460,16
1410,75461,11
1411,75462,9
1412,75463,13
1413,75464,12
1414,75465,11
1415,75466,11
1416,75467,10
1417,75468,6
1418,75469,11
1419,75470,11
1420,75471,11
1421,75472,7
1422,75473,8
1423,75474,11
1424,75475,9
1425,75476,10
1426,75477,13
1427,75478,7
1428,75479,11
1429,75480,9
1430,75481,12
1431,75482,16
1432,75483,9
1433,75484,11
1434,75485,9
1435,75486,9
1436,75487,8
1437,75488,8
1438,75489,6
1439,75490,8
1440,75491,14
1441,75492,12
1442,75493,10
1443,75494,9
1444,75495,8
1445,75496,8
1446,75497,11
1447,75498,7
1448,75499,7
1449,75500,9
1450,75501,10
1451,75502,10
1452,75503,13
1453,75504,8
1454,75505,10
1455,75506,11
1456,75507,5
1457,75508,10
1458,75509,8
1459,75510,8
1460,75511,10
1461,75512,13
1462,75513,12
1463,75514,7
1464,75515,6
1465,75516,5
1466,75517,10
1467,75518,10
1468,75519,11
1469,75520,10
1470,75521,10
1471,75522,6
1472,75523,10
1473,75524,10
1474,75525,7
1475,75526,8
1476,75527,6
1477,75528,6
1478,75529,7
1479,75530,6
1480,75531,12
1481,75532,11
1482,75533,11
1483,75534,7
1484,75535,10
1485,75536,11
1486,75537,18
1487,75538,14
1488,75539,8
1489,75540,11
1490,75541,9
1491,75542,10
1492,75543,10
1493,75544,10
1494,75545,7
1495,75546,13
1496,75547,8
1497,75548,7
1498,75549,9
1499,75550,5
1500,75551,10
1501,75552,4
1502,75553,6
1503,75554,10
1504,75555,13
1505,75556,4
1506,75557,9
1507,75558,10
1508,75559,11
1509,75560,10
1510,75561,9
1511,75562,15
1512,75563,10
1513,75564,12
1514,75565,13
1515,75566,9
1516,75567,7
1517,75568,10
1518,75569,14
1519,75570,10
1520,75571,7
1521,75572,13
1522,75573,9
1523,75574,10
1524,75575,8
1525,75576,7
1526,75577,6
1527,75578,12
1528,75579,6
1529,75580,8
1530,75581,11
1531,75582,8
1532,75583,12
1533,75584,12
1534,75585,10
1535,75586,6
1536,75587,10
1537,75588,12
1538,75589,6
1539,75590,12
1540,75591,11
1541,75592,13
1542,75593,10
1543,75594,5
1544,75595,9
1545,75596,8
1546,75597,11
1547,75598,10
1548,75599,6
1549,75600,6
1550,75601,11
1551,75602,6
1552,75603,8
1553,75604,13
1554,75605,12
1555,75606,6
1556,75607,11
1557,75608,11
1558,75609,9
1559,75610,10
1560,75611,11
1561,75612,10
1562,75613,10
1563,75614,11
1564,75615,9
1565,75616,7
1566,75617,9
1567,75618,10
1568,75619,9
1569,75620,10
1570,75621,7
1571,75622,17
1572,75623,15
1573,75624,13
1574,75625,11
1575,75626,10
1576,75627,12
1577,75628,10
1578,75629,10
1579,75630,7
1580,75631,12
1581,75632,13
1582,75633,9
1583,75634,10
1584,75635,10
1585,75636,9
1586,75637,8
1587,75638,12
1588,75639,10
1589,75640,8
1590,75641,9
1591,75642,7
1592,75643,6
1593,75644,9
1594,75645,10
1595,75646,10
1596,75647,5
1597,75648,12
1598,75649,11
1599,75650,9
1600,75651,10
1601,75652,11
1602,75653,11
1603,75654,9
1604,75655,10
1605,75656,6
1606,75657,10
1607,75658,10
1608,75659,10
1609,75660,6
1610,75661,12
1611,75662,8
1612,75663,9
1613,75664,9
1614,75665,8
1615,75666,9
1616,75667,10
1617,75668,8
1618,75669,10
1619,75670,9
1620,75671,7
1621,75672,10
1622,75673,10
1623,75674,15
1624,75675,9
1625,75676,10
1626,75677,15
1627,75678,7
1628,75679,9
1629,75680,10
1630,75681,10
1631,75682,10
1632,75683,11
1633,75684,10
1634,75685,9
1635,75686,9
1636,75687,10
1637,75688,11
1638,75689,7
1639,75690,11
1640,75691,8
1641,75692,12
1642,75693,11
1643,75694,10
1644,75695,10
1645,75696,8
1646,75697,13
1647,75698,12
1648,75699,10
1649,75700,11
1650,75701,10
1651,75702,15
1652,75703,12
1653,75704,14
1654,75705,10
1655,75706,5
1656,75707,8
1657,75708,9
1658,75709,10
1659,75710,10
1660,75711,11
1661,75712,10
1662,75713,8
1663,75714,6
1664,75715,9
1665,75716,9
1666,75717,10
1667,75718,9
1668,75719,10
1669,75720,6
1670,75721,8
1671,75722,11
1672,75723,12
1673,75724,14
1674,75725,6
1675,75726,16
1676,75727,9
1677,75728,11
1678,75729,16
1679,75730,9
1680,75731,4
1681,75732,8
1682,75733,11
1683,75734,6
1684,75735,8
1685,75736,12
1686,75737,10
1687,75738,6
1688,75739,6
1689,75740,10
1690,75741,8
1691,75742,13
1692,75743,7
1693,75744,10
1694,75745,8
1695,75746,13
1696,75747,11
1697,75748,10
1698,75749,10
1699,75750,7
1700,75751,18
1701,75752,4
1702,75753,11
1703,75754,7
1704,75755,12
1705,75756,10
1706,75757,11
1707,75758,10
1708,75759,5
1709,75760,13
1710,75761,13
1711,75762,6
1712,75763,12
1713,75764,8
1714,75765,9
1715,75766,6
1716,75767,10
1717,75768,6
1718,75769,10
1719,75770,7
1720,75771,13
1721,75772,11
1722,75773,16
1723,75774,15
1724,75775,11
1725,75776,10
1726,75777,10
1727,75778,9
1728,75779,8
1729,75780,12
1730,75781,9
1731,75782,9
1732,75783,11
1733,75784,12
1734,75785,10
1735,75786,11
1736,75787,6
1737,75788,10
1738,75789,7
1739,75790,10
1740,75791,9
1741,75792,10
1742,75793,10
1743,75794,6
1744,75795,10
1745,75796,10
1746,75797,10
1747,75798,6
1748,75799,9
1749,75800,8
1750,75801,9
1751,75802,10
1752,75803,10
1753,75804,8
1754,75805,12
1755,75806,13
1756,75807,9
1757,75808,14
1758,75809,12
1759,75810,7
1760,75811,15
1761,75812,9
1762,75813,8
1763,75814,10
1764,75815,14
1765,75816,13
1766,75817,9
1767,75818,11
1768,75819,11
1769,75820,11
1770,75821,10
1771,75822,10
1772,75823,8
1773,75824,17
1774,75825,10
1775,75826,10
1776,75827,12
1777,75828,10
1778,75829,7
1779,75830,10
1780,75831,5
1781,75832,6
1782,75833,8
1783,75834,12
1784,75835,8
1785,75836,11
1786,75837,14
1787,75838,10
1788,75839,8
1789,75840,7
1790,75841,9
1791,75842,11
1792,75843,8
1793,75844,9
1794,75845,11
1795,75846,10
1796,75847,10
1797,75848,10
1798,75849,9
1799,75850,6
1800,75851,12
1801,75852,7
1802,75853,12
1803,75854,9
1804,75855,6
1805,75856,7
1806,75857,10
1807,75858,10
1808,75859,7
1809,75860,10
1810,75861,10
1811,75862,8
1812,75863,11
1813,75864,7
1814,75865,7
1815,75866,6
1816,75867,10
1817,75868,7
1818,75869,9
1819,75870,8
1820,75871,5
1821,75872,11
1822,75873,11
1823,75874,12
1824,75875,10
1825,75876,10
1826,75877,11
1827,75878,10
1828,75879,18
1829,75880,8
1830,75881,9
1831,75882,9
1832,75883,10
1833,75884,10
1834,75885,10
1835,75886,11
1836,75887,11
1837,75888,10
1838,75889,7
1839,75890,7
1840,75891,7
1841,75892,7
1842,75893,9
1843,75894,11
1844,75895,6
1845,75896,7
1846,75897,13
1847,75898,9
1848,75899,10
1849,75900,6
1850,75901,10
1851,75902,6
1852,75903,9
1853,75904,11
1854,75905,9
1855,75906,11
1856,75907,11
1857,75908,8
1858,75909,12
1859,75910,10
1860,75911,11
1861,75912,9
1862,75913,9
1863,75914,8
1864,75915,10
1865,75916,9
1866,75917,8
1867,75918,7
1868,75919,7
1869,75920,9
1870,75921,9
1871,75922,6
1872,75923,11
