"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Colombia",306,29,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Costa Rica",177,19,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 7, 2020","Not yet restricted"
"Croatia",382,76,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",48,8,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Cyprus",124,8,3,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Democratic Republic of the Congo",45,9,2,0,"Local transmission",0,"Level 3: Reconsider Travel","January 2, 2020","Not yet restricted"
"Denmark",1591,131,32,8,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Djibouti",3,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","November 18, 2019","Not yet restricted"
"Dominica",2,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Dominican Republic",312,67,6,3,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",1049,259,27,12,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Egypt",402,36,20,1,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"El Salvador",5,2,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","January 29, 2019","Not yet restricted"
"Equatorial Guinea",6,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Estonia",369,17,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",4,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",12,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Fiji",4,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 16, 2019","Not yet restricted"
"Finland",792,92,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",22025,2410,1100,240,"Local transmission",0,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",23,3,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",25,7,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",6,0,1,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",73,6,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",31554,2342,149,23,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",53,26,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",743,48,20,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Grenada",1,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","February 25, 2019","Not yet restricted"
"Guatemala",21,1,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",4,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guyana",5,0,1,0,"Local transmission",6,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",7,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",30,0,0,0,"Local transmission",1,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",226,39,10,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",648,60,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",562,128,9,0,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",686,107,55,6,"Local transmission",0,"Level 2: Exercise Increased Caution","December 27, 2019","Restricted"
"Iran",24811,1762,1934,122,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",316,50,27,4,"Local transmission",0,"Level 4: Do Not Travel","January 11, 2020","Not yet restricted"
"Ireland",1329,204,7,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",69176,5249,6820,743,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",21,2,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1193,65,43,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",153,26,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",79,16,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",25,9,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",195,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",197,17,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",304,37,4,0,"Local transmission",0,"Level 3: Reconsider Travel","October 21, 2019","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",3,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",1,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",47,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",209,30,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",1099,224,8,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",19,6,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",1624,106,16,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",9,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Malta",120,13,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritius",42,6,2,2,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",370,0,4,0,"Local transmission",1,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",125,16,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",10,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",29,7,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",1,0,0,0,"Imported cases only",7,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",170,27,5,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Namibia",4,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",2,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",5560,811,276,63,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",10,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",189,87,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",2,0,0,0,"Imported cases only",3,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Nigeria",42,20,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",148,12,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",2566,195,10,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",99,15,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",991,104,7,1,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",345,0,6,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",4,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",27,5,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",416,21,5,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",552,90,35,2,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",901,152,10,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",2362,302,33,10,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",526,25,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",762,186,11,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",658,220,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",40,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Lucia",3,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",767,205,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",86,7,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",303,54,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",7,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",558,51,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",204,13,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",480,38,3,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",1,0,0,0,"Imported cases only",8,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",554,152,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9137,100,126,6,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",39673,6584,2696,514,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",102,5,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",3,1,1,0,"Imported cases only",0,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",6,4,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",2272,256,36,11,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",8789,774,86,20,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",934,107,4,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Imported cases only",4,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",20,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",57,6,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",114,25,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",1872,343,44,7,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",1,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",9,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",113,29,4,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",248,50,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",8081,1427,422,87,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",51914,9750,673,202,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",162,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",50,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",77,7,0,0,"Local transmission",0,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
