"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Guyana",8,3,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",15,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",139,29,2,0,"Local transmission",0,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",447,0,15,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",1086,66,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",1071,0,29,0,"Local transmission",1,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",1414,129,122,8,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Restricted"
"Iran",41495,3186,2757,117,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",630,83,46,4,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Not yet restricted"
"Ireland",2910,295,54,8,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",101739,4050,11591,810,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",36,4,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1953,87,56,2,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",268,9,5,2,"Local transmission",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",312,18,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",38,13,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",266,11,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",376,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",446,8,11,1,"Local transmission",0,"Level 3: Reconsider Travel","March 18, 2020","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",9,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",8,0,0,0,"Local transmission",1,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",64,2,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",484,0,7,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",1988,38,22,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",46,9,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",2626,156,37,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",17,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Mali",18,0,0,0,"Local transmission",2,"Level 4: Do Not Travel","December 23, 2019","Not yet restricted"
"Malta",156,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",5,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",107,5,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",993,145,20,4,"Local transmission",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",298,35,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",12,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",91,6,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",5,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",574,58,33,6,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Mozambique",8,0,0,0,"Local transmission",2,"Level 1: Exercise Normal Precautions","February 6, 2019","Not yet restricted"
"Namibia",11,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",5,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",11750,884,864,93,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",15,0,0,0,"Local transmission",3,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",600,48,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",4,0,1,0,"Imported cases only",2,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",20,0,3,0,"Local transmission",1,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",111,46,1,0,"Local transmission",0,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",285,26,7,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",4226,124,26,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",179,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",1865,240,25,7,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",989,88,24,7,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",10,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",64,5,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",852,181,11,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",1546,128,78,7,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",2055,193,31,9,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",6408,446,140,21,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",693,59,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",1952,192,44,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",1837,303,9,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",70,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Kitts and Nevis",2,0,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 7, 2019","Not yet restricted"
"Saint Lucia",9,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",1453,154,8,0,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",162,20,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",785,44,13,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",8,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",879,35,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",6,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",336,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",763,33,11,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",3,0,0,0,"Imported cases only",4,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",1326,46,3,2,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9786,125,162,4,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",85195,6398,7340,812,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",120,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",6,0,2,0,"Imported cases only",1,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",8,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",4028,328,146,36,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",15412,1138,295,38,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",1524,0,9,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Under investigation",10,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",34,6,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",82,6,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",362,50,9,1,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",10827,1556,168,37,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",5,1,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",33,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",549,69,13,2,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",611,41,5,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",22145,2619,1408,180,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",140640,17987,2398,286,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",309,6,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",149,4,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",129,16,3,1,"Local transmission",0,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",35,19,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",5,0,1,0,"Local transmission",3,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
