"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Cambodia",24,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Restricted"
"Cameroon",5,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Canada",424,120,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cayman Islands",1,0,1,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Chile",156,81,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 8, 2019","Not yet restricted"
"China",81116,39,3231,13,"Local transmission",0,"Level 4: Do Not Travel","February 2, 2020","Restricted"
"Colombia",45,11,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Costa Rica",41,6,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 7, 2020","Not yet restricted"
"Croatia",65,9,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",5,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Curacao",3,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Cyprus",33,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Denmark",977,79,4,3,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Dominican Republic",21,16,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",58,21,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 7, 2019","Not yet restricted"
"Egypt",166,40,4,2,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"Equatorial Guinea",1,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Estonia",225,20,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",1,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",5,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Finland",319,47,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",7652,1079,175,27,"Local transmission",0,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",7,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",3,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",1,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",34,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",7156,1144,13,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",6,4,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",387,56,4,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Guatemala",6,5,1,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",1,0,0,0,"Imported cases only",3,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guyana",4,0,1,0,"Local transmission",2,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Honduras",8,6,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",50,11,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",225,45,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",137,23,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",172,0,5,0,"Local transmission",1,"Level 2: Exercise Increased Caution","December 27, 2019","Restricted"
"Iran",16169,1178,988,135,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",154,30,11,2,"Local transmission",0,"Level 4: Do Not Travel","January 11, 2020","Not yet restricted"
"Ireland",292,69,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",31506,3526,2503,345,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",12,2,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",829,15,28,4,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",35,29,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",33,27,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",3,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",130,7,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",60,24,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",120,21,3,0,"Local transmission",0,"Level 3: Reconsider Travel","October 21, 2019","Not yet restricted"
"Liberia",1,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Liechtenstein",7,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",25,8,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",140,59,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Malaysia",553,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",2,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Malta",38,8,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",1,0,0,0,"Imported cases only",3,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mexico",82,29,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",30,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",4,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",2,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Morocco",38,9,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Namibia",2,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",1,0,0,0,"Imported cases only",54,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",1705,292,43,19,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Zealand",11,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nigeria",2,0,0,0,"Imported cases only",8,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",31,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",1308,139,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",24,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",187,134,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",69,26,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Paraguay",9,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",86,15,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 22, 2019","Restricted"
"Philippines",187,45,12,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",246,96,5,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",448,117,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",442,41,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",184,26,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",93,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",7,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Lucia",2,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",171,38,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",27,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Seychelles",4,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",266,23,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Slovakia",97,25,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",275,22,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",1,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",62,11,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 23, 2019","Restricted"
"South Korea",8320,84,81,6,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",11178,1987,491,182,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",29,10,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",1,0,1,0,"Imported cases only",3,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",1,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",1167,108,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",2650,450,14,5,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",177,30,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Togo",1,0,0,0,"Imported cases only",10,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",5,3,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",24,4,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",47,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Ukraine",14,9,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",98,0,0,0,"Local transmission",2,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",1954,407,55,5,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",3536,1822,58,17,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",6,2,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",16,12,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",33,16,0,0,"Imported cases only",0,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
