"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Guinea-Bissau",2,0,0,0,"Imported cases only",4,"Level 3: Reconsider Travel","October 3, 2019","Not yet restricted"
"Guyana",5,0,1,0,"Local transmission",11,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",15,7,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",110,43,2,1,"Local transmission",0,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",447,39,15,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",1020,57,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",1071,92,29,4,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",1285,130,114,12,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Restricted"
"Iran",38309,2901,2640,123,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",547,41,42,0,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Not yet restricted"
"Ireland",2615,200,46,10,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",97689,5217,10781,758,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",32,2,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1866,173,54,2,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",259,13,3,2,"Local transmission",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",294,29,1,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",25,0,1,0,"Local transmission",5,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",255,20,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",376,71,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",438,26,10,2,"Local transmission",0,"Level 3: Reconsider Travel","March 18, 2020","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",8,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",8,5,0,0,"Local transmission",0,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",62,1,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",484,90,7,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",1950,119,21,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",37,11,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",2470,150,34,7,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",17,1,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Mali",18,0,0,0,"Local transmission",1,"Level 4: Do Not Travel","December 23, 2019","Not yet restricted"
"Malta",151,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",5,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",102,0,2,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",848,131,16,4,"Local transmission",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",263,32,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",12,0,0,0,"Imported cases only",2,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",85,3,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",5,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",516,79,27,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Mozambique",8,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","February 6, 2019","Not yet restricted"
"Namibia",11,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",5,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",10866,1104,771,132,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",15,0,0,0,"Local transmission",2,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",552,76,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",4,0,1,0,"Imported cases only",1,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",20,10,3,2,"Local transmission",0,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",65,0,1,0,"Local transmission",3,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",259,18,6,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",4102,257,22,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",167,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",1625,99,18,5,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",901,115,17,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",9,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",59,3,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",671,36,11,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",1418,343,71,3,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",1862,224,22,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",5962,792,119,19,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",634,44,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",1760,308,40,11,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",1534,0,10,2,"Local transmission",1,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",70,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Kitts and Nevis",4,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 7, 2019","Not yet restricted"
"Saint Lucia",4,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",1299,96,8,4,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",142,23,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",741,82,13,3,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",8,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",844,42,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",3,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",336,41,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",730,39,11,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",3,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",1280,93,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9661,78,158,6,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",78797,6549,6528,838,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",120,14,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",6,1,2,1,"Imported cases only",0,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",8,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",3700,253,110,8,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",14274,1122,257,22,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",1524,136,9,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Under investigation",9,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",28,0,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",76,2,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",312,34,8,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",9271,1869,131,23,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",4,2,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",33,19,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",480,62,11,2,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",570,102,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",19526,2433,1228,209,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",122653,19332,2112,444,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",303,29,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",145,12,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",113,0,2,0,"Local transmission",1,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",16,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",5,0,1,0,"Local transmission",2,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
