"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Brazil",291,57,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","January 14, 2020","Not yet restricted"
"Bulgaria",92,11,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 22, 2019","Not yet restricted"
"Burkina Faso",26,6,1,1,"Imported cases only",0,"Level 4: Do Not Travel","November 26, 2019","Not yet restricted"
"Cambodia",35,11,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Restricted"
"Cameroon",10,5,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Canada",569,145,8,7,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cayman Islands",1,0,1,0,"Imported cases only",5,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Chile",238,82,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 8, 2019","Not yet restricted"
"China",81174,58,3242,11,"Local transmission",0,"Level 4: Do Not Travel","February 2, 2020","Restricted"
"Colombia",93,48,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Costa Rica",50,9,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 7, 2020","Not yet restricted"
"Croatia",81,16,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",10,5,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Cyprus",58,25,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Denmark",1044,67,4,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Djibouti",1,1,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","November 18, 2019","Not yet restricted"
"Dominican Republic",21,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",155,97,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 7, 2019","Not yet restricted"
"Egypt",196,30,6,2,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"Equatorial Guinea",3,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Estonia",258,33,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",1,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",6,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Finland",359,40,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",9043,0,244,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",11,4,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",3,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",3,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",38,4,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",8198,1042,13,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",9,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",418,0,5,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Guatemala",6,0,1,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",1,0,0,0,"Imported cases only",4,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guyana",4,1,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Honduras",9,1,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",58,8,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",250,25,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",151,14,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",227,55,19,14,"Local transmission",0,"Level 2: Exercise Increased Caution","December 27, 2019","Restricted"
"Iran",17361,1192,1135,147,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",164,0,12,0,"Local transmission",1,"Level 4: Do Not Travel","January 11, 2020","Not yet restricted"
"Ireland",292,0,2,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",35713,4207,2978,473,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",13,1,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",873,44,29,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",52,13,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",36,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",7,4,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",142,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",71,11,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",133,13,4,1,"Local transmission",0,"Level 3: Reconsider Travel","October 21, 2019","Not yet restricted"
"Liberia",2,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Liechtenstein",25,18,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",26,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",210,63,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Malaysia",673,120,2,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",3,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Malta",48,10,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",2,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",3,3,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",93,11,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",36,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",5,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",1,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",49,11,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Namibia",2,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",1,0,0,0,"Imported cases only",55,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",2051,0,58,0,"Local transmission",1,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Zealand",20,9,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nigeria",8,6,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",36,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",1423,115,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",33,9,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",241,54,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",86,17,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Paraguay",11,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",145,59,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 22, 2019","Restricted"
"Philippines",187,0,14,2,"Local transmission",1,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",287,0,5,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",642,194,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",442,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",246,62,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",147,54,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",11,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Lucia",2,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",238,67,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",36,9,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Seychelles",6,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",313,47,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Slovakia",105,8,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",286,0,1,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",1,0,0,0,"Imported cases only",2,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",116,54,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 23, 2019","Restricted"
"South Korea",8413,93,84,3,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",13716,2538,598,107,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",42,13,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",1,0,1,0,"Imported cases only",4,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",1,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",1279,112,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",3010,353,21,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",212,35,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Togo",1,0,0,0,"Imported cases only",11,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",7,2,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",29,5,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",191,51,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Ukraine",16,7,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",113,15,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",2630,672,103,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",7087,3551,100,42,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",29,23,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",16,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",36,3,0,0,"Imported cases only",0,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",2,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
