"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Bermuda",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Bhutan",2,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 25, 2019","Not yet restricted"
"Bolivia",15,3,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","January 6, 2020","Restricted"
"Bosnia and Herzegovina",44,8,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Not yet restricted"
"Brazil",428,137,4,3,"Local transmission",0,"Level 2: Exercise Increased Caution","January 14, 2020","Not yet restricted"
"Bulgaria",94,2,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 22, 2019","Not yet restricted"
"Burkina Faso",40,14,1,0,"Imported cases only",0,"Level 4: Do Not Travel","November 26, 2019","Not yet restricted"
"Cambodia",47,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Restricted"
"Cameroon",15,5,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Canada",736,167,9,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cayman Islands",3,2,1,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Chad",1,1,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 2, 2019","Not yet restricted"
"Chile",342,104,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 8, 2019","Not yet restricted"
"China",81300,126,3253,11,"Local transmission",0,"Level 4: Do Not Travel","February 2, 2020","Restricted"
"Colombia",108,15,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Costa Rica",87,37,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 7, 2020","Not yet restricted"
"Croatia",81,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",11,1,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Cyprus",58,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Denmark",1132,88,6,2,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Djibouti",1,0,0,0,"Under investigation",1,"Level 1: Exercise Normal Precautions","November 18, 2019","Not yet restricted"
"Dominican Republic",34,13,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",199,44,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","November 7, 2019","Not yet restricted"
"Egypt",210,14,6,0,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"El Salvador",1,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","October 1, 2019","Not yet restricted"
"Equatorial Guinea",4,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Estonia",267,9,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",1,0,0,0,"Imported cases only",5,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",9,3,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Fiji",1,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 16, 2019","Not yet restricted"
"Finland",369,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",10877,1834,372,128,"Local transmission",0,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",15,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",11,8,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",3,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",38,4,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",10999,2801,20,8,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",11,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",418,0,5,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Guatemala",9,3,1,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",2,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guyana",5,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Honduras",12,3,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",73,15,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",330,80,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",195,44,4,1,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",309,82,25,6,"Local transmission",0,"Level 2: Exercise Increased Caution","December 27, 2019","Restricted"
"Iran",18407,1046,1284,149,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",177,13,12,0,"Local transmission",0,"Level 4: Do Not Travel","January 11, 2020","Not yet restricted"
"Ireland",557,265,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",41035,5322,3407,429,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",15,2,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",950,77,33,4,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",56,4,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",46,10,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",7,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",148,6,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",86,15,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",149,29,4,0,"Local transmission",0,"Level 3: Reconsider Travel","October 21, 2019","Not yet restricted"
"Liberia",2,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Liechtenstein",25,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",36,10,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",345,135,4,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Malaysia",900,227,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",4,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Malta",53,5,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",2,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",7,4,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",118,25,1,1,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",49,13,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",6,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",10,8,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",1,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",61,12,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Namibia",3,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",1,0,0,0,"Imported cases only",56,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",2460,409,76,18,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",2,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",39,19,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",1,1,0,0,"Under investigation",0,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",1,1,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",12,4,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",48,17,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",1552,129,6,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",39,6,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",302,61,2,2,"Imported cases only",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",109,23,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Paraguay",11,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",234,89,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 22, 2019","Restricted"
"Philippines",217,30,17,3,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",325,38,5,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",785,143,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",452,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",260,14,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",199,52,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",11,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Lucia",2,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",238,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",38,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Seychelles",6,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",345,32,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",1,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",123,18,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",319,33,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",1,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",150,34,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 23, 2019","Restricted"
"South Korea",8652,239,94,10,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",17147,3431,767,169,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",59,17,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",1,0,1,0,"Imported cases only",5,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",1,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",1423,144,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",3863,853,33,12,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",322,110,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Togo",9,8,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",9,2,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",39,10,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",191,0,2,0,"Local transmission",1,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Ukraine",16,0,2,0,"Local transmission",1,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",140,27,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",3277,647,144,41,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",10442,3355,150,50,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",79,50,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",21,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",36,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
