"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Italy",80539,6153,8165,660,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",26,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1387,96,46,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",212,40,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",125,28,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",25,0,1,1,"Local transmission",2,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",208,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",244,23,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",368,35,6,2,"Local transmission",0,"Level 3: Reconsider Travel","March 18, 2020","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",5,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",1,0,0,0,"Imported cases only",2,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",56,5,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",299,25,4,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",1453,120,9,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",24,5,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",2031,235,23,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",11,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Mali",2,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","December 23, 2019","Not yet restricted"
"Malta",134,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",3,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",81,34,2,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",478,0,5,0,"Local transmission",1,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",177,28,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",11,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",67,15,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",275,50,10,4,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Mozambique",5,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","February 6, 2019","Not yet restricted"
"Namibia",8,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",3,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",7431,1019,434,78,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",14,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",338,76,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",2,0,0,0,"Imported cases only",5,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",10,8,1,1,"Imported cases only",0,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",65,19,1,0,"Local transmission",0,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",201,24,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",3156,240,14,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",109,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",1057,0,8,0,"Local transmission",1,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",558,0,8,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",6,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",41,0,3,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",580,100,9,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",707,71,45,7,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",1221,170,16,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",3544,549,60,17,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",549,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",1029,123,17,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",1036,196,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",50,9,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Kitts and Nevis",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","May 7, 2019","Not yet restricted"
"Saint Lucia",3,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",1012,112,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",105,6,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",457,73,7,3,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",7,0,0,0,"Imported cases only",5,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",683,52,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",2,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",226,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",577,49,5,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",3,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",927,218,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9332,91,139,8,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",56188,8578,4089,655,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",106,4,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",3,0,1,0,"Imported cases only",2,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",7,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",2806,296,66,24,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",10714,1000,161,58,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",1136,202,5,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Imported cases only",6,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",24,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",61,1,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",197,24,5,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",3629,1196,75,16,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",2,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",14,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",218,62,5,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",333,0,2,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",11662,2129,578,115,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",68334,4764,991,107,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",217,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",83,18,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",91,0,0,0,"Local transmission",1,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",3,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",3,1,1,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
