"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Croatia",657,71,5,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",119,39,3,1,"Local transmission",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Cyprus",179,17,5,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Democratic Republic of the Congo",68,10,6,2,"Local transmission",0,"Level 3: Reconsider Travel","January 2, 2020","Not yet restricted"
"Denmark",2201,155,65,13,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Djibouti",15,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 18, 2019","Not yet restricted"
"Dominica",11,0,0,0,"Local transmission",2,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Dominican Republic",581,0,20,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",1823,228,48,12,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Egypt",576,40,36,6,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"El Salvador",19,6,0,0,"Local transmission",0,"Level 3: Reconsider Travel","January 29, 2019","Not yet restricted"
"Equatorial Guinea",6,0,0,0,"Imported cases only",7,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Eritrea",6,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Estonia",640,65,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",9,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",16,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Fiji",5,0,0,0,"Local transmission",3,"Level 1: Exercise Normal Precautions","December 16, 2019","Not yet restricted"
"Finland",1218,193,9,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",37145,4603,2311,319,"Local transmission",0,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",31,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",34,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",7,0,1,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",90,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",52547,3965,389,64,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",137,0,4,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",1061,95,32,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Grenada",7,0,0,0,"Local transmission",2,"Level 1: Exercise Normal Precautions","February 25, 2019","Not yet restricted"
"Guatemala",32,7,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",8,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guinea-Bissau",2,0,0,0,"Imported cases only",3,"Level 3: Reconsider Travel","October 3, 2019","Not yet restricted"
"Guyana",5,0,1,0,"Local transmission",10,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",8,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",67,0,1,0,"Local transmission",1,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",408,65,13,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",963,73,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",979,255,25,8,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",1155,109,102,15,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Restricted"
"Iran",35408,3076,2517,139,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",506,48,42,2,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Not yet restricted"
"Ireland",2415,294,36,14,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",92472,5974,10023,887,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",30,4,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1693,194,52,3,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",246,11,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",265,61,1,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",25,0,1,0,"Local transmission",4,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",235,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",305,25,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",412,21,8,0,"Local transmission",0,"Level 3: Reconsider Travel","March 18, 2020","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",7,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",3,2,0,0,"Imported cases only",0,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",61,1,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",394,36,7,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",1831,226,18,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",26,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",2320,159,27,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",16,3,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Mali",18,9,0,0,"Local transmission",0,"Level 4: Do Not Travel","December 23, 2019","Not yet restricted"
"Malta",139,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",5,2,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",102,6,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",717,128,12,4,"Local transmission",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",231,32,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",12,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",82,12,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",5,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",437,79,26,3,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Mozambique",8,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 6, 2019","Not yet restricted"
"Namibia",8,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",5,2,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",9762,1159,639,93,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",15,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",476,60,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",4,2,1,0,"Imported cases only",0,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",10,0,1,0,"Local transmission",2,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",65,0,1,0,"Local transmission",2,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",241,22,4,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",3845,264,20,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",167,15,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",1526,291,13,4,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",786,112,14,5,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",8,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",56,4,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",635,55,11,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",1075,272,68,14,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",1638,249,18,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",5170,902,100,24,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",590,28,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",1452,160,29,5,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",1534,270,8,4,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",60,6,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Kitts and Nevis",2,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","May 7, 2019","Not yet restricted"
"Saint Lucia",3,0,0,0,"Imported cases only",5,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",1203,99,4,1,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",119,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",659,131,10,3,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",7,0,0,0,"Imported cases only",7,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",802,70,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",3,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",295,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",691,59,9,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",3,0,0,0,"Imported cases only",2,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",1187,17,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9583,105,152,8,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",72248,8189,5690,832,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",106,0,0,0,"Local transmission",2,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",5,2,1,0,"Under investigation",0,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",8,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",3447,401,102,10,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",13152,1048,235,38,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",1388,252,7,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Under investigation",8,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",28,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",74,8,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",278,51,8,2,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",7402,1704,108,16,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",2,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",14,0,0,0,"Imported cases only",3,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",418,107,9,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",468,63,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",17093,2546,1019,260,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",103321,18093,1668,425,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",274,36,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",133,29,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",113,7,2,2,"Local transmission",0,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",16,3,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",5,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
