"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Cambodia",109,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Restricted"
"Cameroon",139,0,6,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Canada",7695,1378,89,23,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cayman Islands",12,0,1,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Chad",7,2,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 2, 2019","Not yet restricted"
"Chile",2738,289,12,4,"Local transmission",0,"Level 2: Exercise Increased Caution","November 8, 2019","Not yet restricted"
"China",82631,86,3321,7,"Local transmission",0,"Level 4: Do Not Travel","February 2, 2020","Restricted"
"Colombia",798,96,14,4,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Costa Rica",314,0,2,0,"Local transmission",1,"Level 2: Exercise Increased Caution","January 7, 2020","Not yet restricted"
"Croatia",867,77,6,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",186,16,6,2,"Local transmission",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Cyprus",262,32,8,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Denmark",2860,283,90,13,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Djibouti",31,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 18, 2019","Not yet restricted"
"Dominica",11,0,0,0,"Local transmission",5,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Dominican Republic",1109,208,51,9,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",2240,278,75,15,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Egypt",710,54,46,5,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"El Salvador",30,0,0,0,"Local transmission",1,"Level 3: Reconsider Travel","January 29, 2019","Not yet restricted"
"Equatorial Guinea",14,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Eritrea",6,0,0,0,"Imported cases only",5,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Estonia",745,30,4,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",9,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",26,3,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Fiji",5,0,0,0,"Local transmission",6,"Level 1: Exercise Normal Precautions","December 16, 2019","Not yet restricted"
"Finland",1384,71,17,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",51477,7500,3514,497,"Local transmission",0,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",46,3,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",37,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",7,0,1,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",115,12,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",67366,5453,732,149,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",152,0,5,0,"Local transmission",2,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",1314,102,49,6,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Grenada",9,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","February 25, 2019","Not yet restricted"
"Guatemala",36,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",16,0,0,0,"Local transmission",2,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guinea-Bissau",9,7,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 3, 2019","Not yet restricted"
"Guyana",12,4,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",15,0,0,0,"Imported cases only",2,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",139,0,2,0,"Local transmission",1,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",492,45,16,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",1135,49,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",1636,565,38,9,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",1528,114,136,14,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Restricted"
"Iran",44606,3111,2898,141,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",694,64,50,4,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Not yet restricted"
"Ireland",3235,325,71,17,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",105792,4053,12430,839,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",36,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",2178,225,57,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",274,6,5,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",348,36,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",50,12,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",289,23,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",398,22,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",463,17,12,1,"Local transmission",0,"Level 3: Reconsider Travel","March 18, 2020","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",10,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",10,2,0,0,"Local transmission",0,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",68,4,0,0,"Under investigation",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",533,49,7,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",2178,190,23,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",53,7,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",2766,140,43,6,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",18,1,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Mali",18,0,0,0,"Local transmission",3,"Level 4: Do Not Travel","December 23, 2019","Not yet restricted"
"Malta",167,11,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",5,0,0,0,"Imported cases only",3,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",143,36,5,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",1094,101,28,8,"Local transmission",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",353,55,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",12,0,0,0,"Imported cases only",4,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",105,14,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",5,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",638,64,36,3,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Mozambique",8,0,0,0,"Local transmission",3,"Level 1: Exercise Normal Precautions","February 6, 2019","Not yet restricted"
"Namibia",11,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",5,0,0,0,"Imported cases only",3,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",12595,845,1039,175,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",16,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",647,47,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",4,0,1,0,"Imported cases only",3,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",20,0,3,0,"Local transmission",2,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",111,0,1,0,"Local transmission",1,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",329,44,9,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",4447,221,28,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",210,31,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",2039,174,26,1,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",989,0,24,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",11,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",65,1,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",1065,213,24,13,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",2084,538,88,10,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",2311,256,33,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",7443,1035,160,20,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",781,88,2,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",2245,293,69,25,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",2337,500,17,8,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",75,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Kitts and Nevis",8,6,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 7, 2019","Not yet restricted"
"Saint Lucia",9,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",1563,110,10,2,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",175,13,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",900,115,13,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",8,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Sierra Leone",1,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 16, 2019","Not yet restricted"
"Singapore",926,47,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",6,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",363,27,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",814,51,13,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",5,2,0,0,"Imported cases only",0,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",1353,27,5,2,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9887,101,165,3,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",94417,9222,8189,849,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",143,23,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",7,1,2,0,"Imported cases only",0,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",8,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",4435,407,180,34,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",16108,696,373,78,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",1771,247,12,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Under investigation",11,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",34,0,1,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",85,3,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",394,32,10,1,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",13531,2704,214,46,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",5,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",33,0,0,0,"Local transmission",2,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",669,120,17,4,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",664,53,6,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",25154,3009,1789,381,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",163199,22559,2850,452,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",320,11,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",173,24,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",129,0,3,0,"Local transmission",1,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",35,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",8,3,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
