"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Ghana",19,3,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",530,35,13,5,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Guatemala",12,0,1,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",2,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guyana",5,0,1,0,"Local transmission",3,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",2,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",24,0,0,0,"Imported cases only",1,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",131,46,4,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",473,64,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",283,88,4,0,"Local transmission",0,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",450,81,38,6,"Local transmission",0,"Level 2: Exercise Increased Caution","December 27, 2019","Restricted"
"Iran",20610,966,1556,123,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",214,21,17,3,"Local transmission",0,"Level 4: Do Not Travel","January 11, 2020","Not yet restricted"
"Ireland",785,102,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",53578,6557,4827,795,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",16,0,1,0,"Local transmission",1,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1046,50,36,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",84,15,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",56,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",7,0,0,0,"Local transmission",3,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",176,17,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",124,13,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",206,43,4,0,"Local transmission",0,"Level 3: Reconsider Travel","October 21, 2019","Not yet restricted"
"Liberia",3,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Liechtenstein",36,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",105,36,1,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",670,186,8,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",3,3,0,0,"Under investigation",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",1183,153,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",6,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Malta",73,9,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",2,0,0,0,"Imported cases only",3,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",12,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",164,0,1,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",80,14,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",10,4,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",14,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",1,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",86,12,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Namibia",3,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",1,0,0,0,"Imported cases only",58,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",3631,637,136,30,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",4,2,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",66,13,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",2,1,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",1,0,0,0,"Imported cases only",2,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",22,10,0,0,"Imported cases only",0,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",85,15,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",1926,184,7,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",52,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",495,34,3,1,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",137,0,1,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",18,5,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",318,84,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","October 22, 2019","Restricted"
"Philippines",307,77,19,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",536,111,5,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",1280,260,12,6,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",470,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",367,59,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",306,53,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",17,6,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Lucia",2,0,0,0,"Imported cases only",6,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",392,118,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",56,18,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Seychelles",7,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",432,47,2,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",1,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",178,41,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",383,42,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",1,0,0,0,"Imported cases only",5,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",240,35,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","December 23, 2019","Restricted"
"South Korea",8897,98,104,2,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",24926,4946,1326,324,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",72,13,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",2,1,1,0,"Imported cases only",0,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",2,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",1746,123,20,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",6077,1237,56,13,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",411,89,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",15,6,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",9,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",60,6,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",947,277,21,12,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Uganda",1,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",47,21,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",153,13,2,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",5018,1035,233,56,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",15219,0,201,0,"Local transmission",1,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",94,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",33,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",36,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",2,0,0,0,"Imported cases only",3,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",2,1,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
