"Country","Cases","New_cases","Deaths","New_deaths","Transmission","Days_last_reported","Level","Date_last_updated","Travel_restriction"
"Colombia",491,21,6,2,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Costa Rica",231,30,2,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 7, 2020","Not yet restricted"
"Croatia",586,91,3,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Restricted"
"Cuba",80,13,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Cyprus",162,16,5,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 21, 2019","Not yet restricted"
"Democratic Republic of the Congo",58,4,4,0,"Local transmission",0,"Level 3: Reconsider Travel","January 2, 2020","Not yet restricted"
"Denmark",2046,169,52,11,"Local transmission",0,"Level 2: Exercise Increased Caution","June 25, 2019","Restricted"
"Djibouti",13,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 18, 2019","Not yet restricted"
"Dominica",11,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","November 21, 2019","Not yet restricted"
"Dominican Republic",581,93,20,10,"Local transmission",0,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Ecuador",1595,384,36,7,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Egypt",536,41,30,6,"Local transmission",0,"Level 2: Exercise Increased Caution","March 6, 2020","Restricted"
"El Salvador",13,0,0,0,"Imported cases only",2,"Level 3: Reconsider Travel","January 29, 2019","Not yet restricted"
"Equatorial Guinea",6,0,0,0,"Imported cases only",6,"Level 1: Exercise Normal Precautions","December 11, 2019","Not yet restricted"
"Eritrea",6,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Estonia",575,37,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 2, 2019","Not yet restricted"
"Eswatini",9,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Ethiopia",16,4,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","August 20, 2019","Not yet restricted"
"Fiji",5,0,0,0,"Local transmission",2,"Level 1: Exercise Normal Precautions","December 16, 2019","Not yet restricted"
"Finland",1025,67,7,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 27, 2019","Not yet restricted"
"France",32542,3756,1992,297,"Local transmission",0,"Level 2: Exercise Increased Caution","April 1, 2019","Not yet restricted"
"French Guiana",31,3,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 19, 2019","Not yet restricted"
"French Polynesia",30,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","March 25, 2019","Not yet restricted"
"Gabon",7,1,1,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 10, 2019","Not yet restricted"
"Georgia",85,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Not yet restricted"
"Germany",48582,6294,325,72,"Local transmission",0,"Level 2: Exercise Increased Caution","June 19, 2019","Restricted"
"Ghana",137,5,4,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Greece",966,74,28,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 5, 2019","Restricted"
"Grenada",7,0,0,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","February 25, 2019","Not yet restricted"
"Guatemala",25,1,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","February 28, 2019","Not yet restricted"
"Guinea",8,3,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","February 13, 2020","Not yet restricted"
"Guinea-Bissau",2,0,0,0,"Imported cases only",2,"Level 3: Reconsider Travel","October 3, 2019","Not yet restricted"
"Guyana",5,0,1,0,"Local transmission",9,"Level 2: Exercise Increased Caution","May 30, 2019","Not yet restricted"
"Haiti",8,0,0,0,"Imported cases only",2,"Level 4: Do Not Travel","March 5, 2020","Restricted"
"Honduras",67,15,1,0,"Local transmission",0,"Level 3: Reconsider Travel","June 24, 2019","Not yet restricted"
"Hungary",343,43,11,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 22, 2019","Restricted"
"Iceland",890,88,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 20, 2019","Not yet restricted"
"India",724,0,17,0,"Local transmission",1,"Level 2: Exercise Increased Caution","March 8, 2019","Restricted"
"Indonesia",1046,153,87,9,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Restricted"
"Iran",32332,2926,2378,144,"Local transmission",0,"Level 4: Do Not Travel","February 26, 2020","Not yet restricted"
"Iraq",458,76,40,4,"Local transmission",0,"Level 4: Do Not Travel","March 26, 2020","Not yet restricted"
"Ireland",2121,302,22,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 4, 2019","Not yet restricted"
"Italy",86498,5959,9136,971,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Jamaica",26,0,1,0,"Local transmission",2,"Level 2: Exercise Increased Caution","April 15, 2019","Not yet restricted"
"Japan",1499,112,49,3,"Local transmission",0,"Level 2: Exercise Increased Caution","February 22, 2020","Restricted"
"Jordan",235,23,1,1,"Local transmission",0,"Level 2: Exercise Increased Caution","December 12, 2018","Restricted"
"Kazakhstan",204,79,1,1,"Imported cases only",0,"Level 1: Exercise Normal Precautions","April 3, 2019","Not yet restricted"
"Kenya",25,0,1,0,"Local transmission",3,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Kuwait",235,27,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Latvia",280,36,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 25, 2019","Not yet restricted"
"Lebanon",391,23,8,2,"Local transmission",0,"Level 3: Reconsider Travel","March 18, 2020","Not yet restricted"
"Liberia",3,0,0,0,"Local transmission",6,"Level 1: Exercise Normal Precautions","January 7, 2019","Not yet restricted"
"Libya",1,0,0,0,"Imported cases only",3,"Level 4: Do Not Travel","April 9, 2019","Not yet restricted"
"Liechtenstein",60,4,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Lithuania",358,59,5,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","June 4, 2019","Not yet restricted"
"Luxembourg",1605,152,15,6,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 29, 2020","Not yet restricted"
"Madagascar",26,2,0,0,"Imported cases only",0,"Level 2: Exercise Increased Caution","July 17, 2019","Not yet restricted"
"Malaysia",2161,130,26,3,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 9, 2019","Restricted"
"Maldives",13,0,0,0,"Local transmission",12,"Level 2: Exercise Increased Caution","May 2, 2019","Not yet restricted"
"Mali",9,7,0,0,"Local transmission",0,"Level 4: Do Not Travel","December 23, 2019","Not yet restricted"
"Malta",139,5,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 1, 2019","Not yet restricted"
"Mauritania",3,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","December 26, 2019","Not yet restricted"
"Mauritius",96,15,2,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Mexico",589,111,8,3,"Local transmission",0,"Level 2: Exercise Increased Caution","December 17, 2019","Restricted"
"Moldova",199,22,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 17, 2019","Not yet restricted"
"Mongolia",12,1,0,0,"Imported cases only",0,"Level 4: Do Not Travel","March 18, 2020","Not yet restricted"
"Montenegro",70,3,1,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Montserrat",5,3,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","February 26, 2019","Not yet restricted"
"Morocco",358,83,23,13,"Local transmission",0,"Level 2: Exercise Increased Caution","April 2, 2019","Restricted"
"Mozambique",7,2,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","February 6, 2019","Not yet restricted"
"Namibia",8,0,0,0,"Imported cases only",1,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Nepal",3,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","January 2, 2020","Not yet restricted"
"Netherlands",8603,1172,546,112,"Local transmission",0,"Level 2: Exercise Increased Caution","July 19, 2019","Not yet restricted"
"New Caledonia",15,1,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 1, 2019","Not yet restricted"
"New Zealand",416,78,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","November 21, 2019","Restricted"
"Nicaragua",2,0,1,1,"Imported cases only",6,"Level 3: Reconsider Travel","April 3, 2019","Not yet restricted"
"Niger",10,0,1,0,"Local transmission",1,"Level 3: Reconsider Travel","December 19, 2019","Not yet restricted"
"Nigeria",65,0,1,0,"Local transmission",1,"Level 3: Reconsider Travel","October 29, 2019","Restricted"
"North Macedonia",219,18,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 23, 2019","Not yet restricted"
"Norway",3581,425,16,2,"Local transmission",0,"Level 1: Exercise Normal Precautions","September 13, 2019","Restricted"
"Oman",152,43,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Pakistan",1235,178,9,1,"Local transmission",0,"Level 3: Reconsider Travel","January 31, 2020","Not yet restricted"
"Panama",674,116,9,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 3, 2019","Not yet restricted"
"Papua New Guinea",1,0,0,0,"Imported cases only",7,"Level 2: Exercise Increased Caution","October 9, 2019","Not yet restricted"
"Paraguay",52,11,3,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 22, 2019","Not yet restricted"
"Peru",580,0,9,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","January 10, 2018","Restricted"
"Philippines",803,96,54,9,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Restricted"
"Poland",1389,168,16,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 14, 2020","Not yet restricted"
"Portugal",4268,724,76,16,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 28, 2019","Not yet restricted"
"Qatar",562,13,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Not yet restricted"
"Romania",1292,263,24,7,"Local transmission",0,"Level 1: Exercise Normal Precautions","August 5, 2019","Not yet restricted"
"Russia",1264,228,4,1,"Local transmission",0,"Level 2: Exercise Increased Caution","February 10, 2020","Restricted"
"Rwanda",54,4,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 11, 2019","Restricted"
"Saint Kitts and Nevis",2,0,0,0,"Imported cases only",2,"Level 1: Exercise Normal Precautions","May 7, 2019","Not yet restricted"
"Saint Lucia",3,0,0,0,"Imported cases only",4,"Level 1: Exercise Normal Precautions","April 15, 2019","Not yet restricted"
"Saudi Arabia",1104,92,3,0,"Local transmission",0,"Level 2: Exercise Increased Caution","September 17, 2019","Restricted"
"Senegal",119,14,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","April 25, 2019","Not yet restricted"
"Serbia",528,71,7,0,"Local transmission",0,"Level 2: Exercise Increased Caution","January 16, 2020","Not yet restricted"
"Seychelles",7,0,0,0,"Imported cases only",6,"Level 1: Exercise Normal Precautions","December 18, 2019","Not yet restricted"
"Singapore",732,49,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 20, 2018","Restricted"
"Sint Maarten",3,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","January 8, 2019","Not yet restricted"
"Slovakia",295,69,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","July 26, 2019","Not yet restricted"
"Slovenia",632,55,9,4,"Local transmission",0,"Level 1: Exercise Normal Precautions","January 15, 2020","Not yet restricted"
"Somalia",3,0,0,0,"Imported cases only",1,"Level 4: Do Not Travel","October 28, 2019","Not yet restricted"
"South Africa",1170,243,2,2,"Local transmission",0,"Level 2: Exercise Increased Caution","October 18, 2018","Restricted"
"South Korea",9478,146,144,5,"Local transmission",0,"Level 3: Reconsider Travel","February 29, 2020","Restricted"
"Spain",64059,7871,4858,769,"Local transmission",0,"Level 2: Exercise Increased Caution","October 21, 2019","Restricted"
"Sri Lanka",106,0,0,0,"Local transmission",1,"Level 2: Exercise Increased Caution","June 24, 2019","Restricted"
"Sudan",3,0,1,0,"Imported cases only",3,"Level 3: Reconsider Travel","September 26, 2019","Not yet restricted"
"Suriname",8,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","October 18, 2019","Not yet restricted"
"Sweden",3046,240,92,26,"Local transmission",0,"Level 1: Exercise Normal Precautions","March 29, 2019","Not yet restricted"
"Switzerland",12104,1390,197,36,"Local transmission",0,"Level 1: Exercise Normal Precautions","October 8, 2019","Not yet restricted"
"Thailand",1136,0,5,0,"Local transmission",1,"Level 1: Exercise Normal Precautions","February 7, 2020","Restricted"
"Timor-Leste",1,0,0,0,"Imported cases only",7,"Level 2: Exercise Increased Caution","January 15, 2020","Not yet restricted"
"Togo",25,1,0,0,"Imported cases only",0,"Level 1: Exercise Normal Precautions","May 22, 2019","Not yet restricted"
"Trinidad and Tobago",66,5,2,1,"Local transmission",0,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Tunisia",227,30,6,1,"Local transmission",0,"Level 2: Exercise Increased Caution","January 2, 2019","Not yet restricted"
"Turkey",5698,2069,92,17,"Local transmission",0,"Level 2: Exercise Increased Caution","September 5, 2019","Restricted"
"Turks and Caicos Islands",2,0,0,0,"Imported cases only",1,"Level 2: Exercise Increased Caution","February 25, 2019","Not yet restricted"
"Uganda",14,0,0,0,"Imported cases only",2,"Level 2: Exercise Increased Caution","April 9, 2019","Not yet restricted"
"Ukraine",311,93,8,3,"Local transmission",0,"Level 2: Exercise Increased Caution","February 19, 2020","Restricted"
"United Arab Emirates",405,72,2,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","May 17, 2019","Restricted"
"United Kingdom",14547,2885,759,181,"Local transmission",0,"Level 2: Exercise Increased Caution","April 22, 2019","Restricted"
"United States of America",85228,16894,1243,252,"Local transmission",0,"Do not travel","18 Mar 2020","Restricted"
"Uruguay",238,21,0,0,"Local transmission",0,"Level 2: Exercise Increased Caution","August 2, 2019","Not yet restricted"
"Uzbekistan",104,21,1,1,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 13, 2018","Not yet restricted"
"Venezuela",106,15,0,0,"Local transmission",0,"Level 4: Do Not Travel","December 2, 2019","Not yet restricted"
"Zambia",13,10,0,0,"Local transmission",0,"Level 1: Exercise Normal Precautions","December 27, 2019","Not yet restricted"
"Zimbabwe",5,2,1,0,"Local transmission",0,"Level 2: Exercise Increased Caution","May 14, 2019","Not yet restricted"
