title:sujeto 1                                                                        , recorded:30.06.20 13.24.04, sampling:128, subject:sujeto 1                                                                        , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
29,0,4197.435795,4207.179384,4191.281949,4191.281949,4221.538358,4217.435794,4231.794768,4215.384512,4245.640922,4193.846051,4191.794769,4205.128102,4202.564,4190.769128
30,0,4186.666564,4197.948615,4185.128103,4187.692205,4236.410153,4207.179384,4230.769127,4213.33323,4235.897332,4199.487077,4190.769128,4199.999897,4196.922974,4188.205026
31,0,4179.999898,4194.871692,4178.461436,4192.30759,4223.58964,4198.974256,4227.179384,4211.281948,4239.999896,4207.692205,4178.461436,4186.153744,4189.743487,4182.05118
32,0,4191.794769,4209.230666,4186.153744,4205.128102,4206.153743,4202.564,4228.205025,4212.82041,4248.205024,4208.205025,4184.102462,4192.82041,4196.922974,4184.102462
33,0,4197.435795,4209.743487,4191.281949,4206.666564,4232.307589,4195.384513,4231.281948,4215.384512,4239.487076,4198.461436,4195.897333,4202.051179,4199.487077,4190.256308
34,0,4184.102462,4196.410154,4177.948616,4198.974256,4253.84605,4189.743487,4228.717845,4216.410153,4233.84605,4201.025538,4189.743487,4190.256308,4188.205026,4180.512718
35,0,4173.333231,4196.410154,4167.692206,4192.82041,4230.256307,4208.205025,4228.205025,4217.435794,4241.538358,4217.435794,4179.999898,4178.974257,4183.589641,4167.692206
36,0,4177.948616,4201.025538,4176.922975,4186.666564,4220.512717,4222.051179,4230.256307,4215.384512,4243.076819,4208.717846,4184.102462,4183.076821,4187.179385,4172.30759
37,0,4181.538359,4193.333231,4184.615282,4185.128103,4229.230666,4205.640923,4226.666563,4215.384512,4242.563999,4188.717846,4189.743487,4188.717846,4189.230667,4179.487077
38,0,4172.30759,4184.102462,4175.384513,4187.179385,4233.84605,4197.948615,4225.128102,4217.435794,4248.205024,4202.051179,4183.589641,4187.179385,4189.743487,4172.30759
39,0,4165.640924,4183.076821,4166.153744,4183.076821,4231.794768,4199.999897,4222.051179,4213.846051,4241.538358,4224.102461,4175.897334,4181.538359,4185.640923,4163.589642
40,0,4176.922975,4192.30759,4177.435795,4187.692205,4205.128102,4188.717846,4217.435794,4209.743487,4231.794768,4215.384512,4178.461436,4185.128103,4185.128103,4169.743488
41,0,4189.743487,4203.07682,4194.871692,4203.589641,4196.410154,4194.358872,4224.102461,4214.358871,4235.897332,4204.615282,4193.333231,4199.999897,4194.358872,4183.589641
42,0,4189.743487,4203.589641,4194.358872,4197.435795,4225.128102,4218.974256,4235.384512,4218.461435,4240.512717,4203.07682,4208.205025,4207.692205,4202.564,4191.281949
43,0,4184.102462,4202.564,4185.128103,4189.230667,4232.820409,4218.974256,4232.820409,4215.384512,4244.615281,4208.205025,4209.743487,4201.538359,4199.487077,4187.692205
44,0,4179.999898,4203.07682,4182.564,4195.897333,4211.794769,4194.358872,4224.615281,4214.871692,4247.692204,4213.846051,4198.974256,4192.82041,4188.717846,4175.897334
45,0,4176.922975,4197.948615,4183.589641,4191.281949,4204.102461,4183.076821,4218.974256,4214.358871,4239.999896,4195.897333,4191.794769,4189.743487,4186.153744,4172.820411
46,0,4175.384513,4195.384513,4178.461436,4184.615282,4202.564,4192.30759,4216.922974,4209.230666,4231.281948,4185.128103,4193.333231,4194.871692,4194.358872,4182.05118
47,0,4179.487077,4198.974256,4178.974257,4194.358872,4199.999897,4202.051179,4226.153743,4213.33323,4234.871691,4210.256307,4199.999897,4201.538359,4203.589641,4189.230667
48,0,4181.538359,4194.871692,4183.589641,4194.871692,4194.871692,4198.974256,4233.84605,4221.538358,4244.10246,4226.153743,4202.051179,4198.974256,4198.461436,4181.025539
49,0,4178.974257,4192.30759,4185.128103,4176.410154,4196.922974,4200.512718,4230.256307,4217.948615,4245.128101,4211.281948,4191.794769,4190.256308,4188.717846,4170.256308
50,0,4182.05118,4199.487077,4183.589641,4174.358872,4215.384512,4206.153743,4227.692204,4211.281948,4235.897332,4200.512718,4181.025539,4189.743487,4189.230667,4175.384513
51,0,4185.640923,4204.615282,4182.05118,4194.358872,4197.948615,4191.794769,4230.256307,4213.33323,4229.230666,4197.435795,4186.666564,4195.897333,4193.333231,4178.974257
52,0,4182.564,4197.435795,4183.589641,4204.615282,4174.871693,4172.820411,4229.230666,4212.307589,4231.281948,4191.794769,4189.230667,4192.30759,4187.692205,4171.79477
53,0,4176.922975,4188.717846,4183.076821,4191.794769,4208.717846,4182.564,4227.692204,4211.794769,4232.820409,4199.487077,4180.512718,4183.589641,4178.461436,4168.205026
54,0,4183.589641,4193.333231,4185.640923,4178.974257,4235.384512,4207.179384,4237.948614,4221.538358,4239.487076,4204.102461,4186.666564,4191.794769,4189.743487,4182.05118
55,0,4193.333231,4203.589641,4190.256308,4183.589641,4216.922974,4221.025538,4245.128101,4227.692204,4247.179383,4198.974256,4204.102461,4203.589641,4201.025538,4195.384513
56,0,4194.358872,4205.640923,4190.256308,4194.871692,4198.461436,4214.358871,4235.897332,4216.922974,4237.435794,4204.615282,4207.692205,4198.461436,4193.846051,4190.256308
57,0,4187.692205,4197.948615,4187.179385,4194.358872,4183.589641,4187.179385,4227.692204,4203.07682,4226.666563,4207.179384,4187.179385,4185.640923,4183.076821,4174.871693
58,0,4178.461436,4192.30759,4178.974257,4183.589641,4182.564,4175.384513,4229.743486,4205.640923,4230.769127,4195.897333,4167.692206,4179.487077,4178.461436,4166.666565
59,0,4179.487077,4194.871692,4175.384513,4189.230667,4198.461436,4191.794769,4232.307589,4215.897333,4234.358871,4193.846051,4174.358872,4180.512718,4178.974257,4170.769129
60,0,4187.179385,4207.179384,4184.102462,4199.487077,4204.615282,4204.615282,4239.487076,4217.948615,4237.948614,4202.564,4191.794769,4184.102462,4184.102462,4177.435795
61,0,4192.82041,4215.897333,4194.871692,4193.846051,4218.461435,4214.358871,4249.743486,4218.461435,4246.153742,4211.281948,4192.82041,4188.717846,4194.358872,4184.102462
62,0,4185.128103,4208.205025,4182.564,4190.256308,4226.153743,4215.897333,4244.10246,4218.461435,4241.025537,4213.33323,4187.179385,4185.640923,4189.230667,4182.05118
63,0,4174.358872,4197.435795,4166.153744,4190.256308,4202.564,4193.333231,4228.717845,4214.358871,4228.205025,4192.82041,4184.102462,4171.281949,4174.871693,4169.743488
64,0,4177.948616,4198.461436,4174.358872,4187.179385,4195.897333,4182.564,4227.179384,4211.281948,4230.769127,4185.128103,4175.897334,4167.179385,4173.333231,4163.076821
65,0,4185.640923,4204.102461,4185.640923,4197.435795,4207.179384,4198.974256,4232.820409,4214.871692,4236.410153,4211.281948,4175.897334,4178.461436,4181.538359,4169.230667
66,0,4185.640923,4202.051179,4185.640923,4197.435795,4196.922974,4209.743487,4235.384512,4216.922974,4230.769127,4224.102461,4192.30759,4186.666564,4189.230667,4179.487077
67,0,4183.589641,4197.948615,4182.564,4178.974257,4201.538359,4211.281948,4239.999896,4218.461435,4227.179384,4213.33323,4191.281949,4182.564,4183.589641,4178.461436
68,0,4181.538359,4197.948615,4176.410154,4182.564,4223.58964,4211.794769,4238.461435,4216.922974,4233.84605,4209.743487,4171.281949,4176.410154,4169.230667,4165.640924
69,0,4186.153744,4201.025538,4175.897334,4202.051179,4210.769128,4199.487077,4235.897332,4213.33323,4234.358871,4213.33323,4177.435795,4179.487077,4173.846052,4170.256308
70,0,4195.384513,4205.640923,4190.256308,4203.07682,4199.999897,4197.435795,4244.10246,4220.512717,4231.281948,4209.230666,4203.07682,4191.281949,4196.410154,4191.281949
71,0,4203.07682,4211.794769,4201.025538,4201.538359,4217.435794,4216.410153,4253.84605,4233.33323,4241.538358,4209.743487,4211.794769,4204.102461,4201.538359,4198.974256
72,0,4208.205025,4216.922974,4199.999897,4201.538359,4217.948615,4224.102461,4252.820409,4234.358871,4247.692204,4223.07682,4212.307589,4203.07682,4198.461436,4198.461436
73,0,4205.640923,4208.205025,4192.30759,4191.794769,4217.435794,4203.589641,4244.615281,4220.512717,4233.33323,4226.666563,4207.692205,4192.30759,4199.999897,4195.384513
74,0,4197.435795,4196.922974,4185.640923,4187.179385,4217.948615,4186.666564,4239.487076,4212.82041,4223.07682,4211.794769,4193.333231,4188.717846,4189.230667,4187.692205
75,0,4206.666564,4211.281948,4197.948615,4201.025538,4188.717846,4209.230666,4245.128101,4225.640922,4233.33323,4215.384512,4202.051179,4200.512718,4189.230667,4195.384513
76,0,4220.512717,4226.153743,4210.256307,4209.743487,4187.179385,4230.769127,4253.333229,4233.84605,4241.025537,4232.820409,4220.512717,4207.179384,4203.589641,4207.179384
77,0,4209.230666,4209.743487,4194.358872,4197.948615,4224.102461,4214.358871,4246.666563,4222.051179,4236.410153,4221.538358,4207.692205,4194.358872,4202.051179,4197.948615
78,0,4202.051179,4205.640923,4189.743487,4197.435795,4223.07682,4205.640923,4244.615281,4216.410153,4233.84605,4210.769128,4199.999897,4193.846051,4197.435795,4195.384513
79,0,4208.717846,4219.487076,4200.512718,4206.153743,4209.230666,4210.769128,4249.743486,4221.025538,4231.794768,4217.948615,4209.743487,4203.589641,4201.538359,4202.564
80,0,4203.07682,4208.205025,4192.82041,4197.948615,4221.538358,4204.102461,4245.640922,4217.948615,4230.769127,4216.922974,4203.07682,4194.871692,4193.333231,4192.30759
81,0,4200.512718,4201.025538,4189.230667,4195.897333,4209.743487,4203.07682,4244.10246,4215.384512,4233.84605,4213.33323,4198.461436,4188.205026,4185.640923,4188.717846
82,0,4208.205025,4215.384512,4198.461436,4197.948615,4191.281949,4214.358871,4250.256306,4218.974256,4231.281948,4213.846051,4206.153743,4196.922974,4192.30759,4201.025538
83,0,4206.666564,4213.33323,4199.487077,4191.794769,4214.871692,4216.410153,4249.230665,4222.563999,4230.769127,4218.974256,4201.538359,4199.487077,4197.435795,4201.025538
84,0,4203.07682,4200.512718,4199.487077,4191.794769,4232.820409,4215.384512,4250.256306,4230.769127,4242.563999,4231.281948,4203.07682,4199.487077,4200.512718,4197.948615
85,0,4204.615282,4202.051179,4199.487077,4194.358872,4194.871692,4207.692205,4250.769127,4231.794768,4246.153742,4235.897332,4215.897333,4202.051179,4204.102461,4201.025538
86,0,4197.948615,4202.564,4187.692205,4187.179385,4159.487078,4193.333231,4237.948614,4219.999897,4231.794768,4218.974256,4206.666564,4191.794769,4199.487077,4193.333231
87,0,4190.256308,4197.435795,4181.538359,4185.128103,4195.897333,4203.07682,4232.820409,4214.358871,4225.128102,4206.153743,4190.256308,4182.564,4191.794769,4182.564
88,0,4195.384513,4199.999897,4187.179385,4193.846051,4236.922973,4214.871692,4245.640922,4218.974256,4231.794768,4218.974256,4193.846051,4188.717846,4190.256308,4186.153744
89,0,4197.435795,4203.589641,4187.179385,4186.153744,4219.487076,4206.666564,4246.666563,4219.487076,4231.281948,4230.256307,4198.461436,4189.743487,4191.794769,4188.205026
90,0,4188.717846,4201.025538,4184.102462,4174.358872,4209.230666,4197.435795,4234.871691,4212.82041,4221.025538,4221.025538,4186.153744,4182.05118,4187.692205,4179.487077
91,0,4187.179385,4195.897333,4182.05118,4176.410154,4218.974256,4193.846051,4230.769127,4209.743487,4214.871692,4210.256307,4180.512718,4181.025539,4183.589641,4173.846052
92,0,4200.512718,4202.564,4186.666564,4191.281949,4189.230667,4200.512718,4234.871691,4214.358871,4222.563999,4213.33323,4192.30759,4190.256308,4190.256308,4184.615282
93,0,4208.205025,4218.461435,4200.512718,4207.179384,4176.922975,4216.922974,4243.076819,4218.461435,4233.33323,4215.384512,4203.589641,4198.974256,4201.538359,4197.948615
94,0,4202.564,4217.435794,4201.025538,4201.538359,4220.512717,4223.07682,4249.230665,4219.487076,4233.84605,4221.538358,4203.589641,4197.435795,4204.615282,4194.358872
95,0,4198.974256,4204.615282,4190.256308,4186.153744,4226.666563,4211.794769,4242.563999,4220.512717,4229.743486,4231.794768,4201.025538,4194.358872,4196.922974,4185.640923
96,0,4203.07682,4205.128102,4188.717846,4184.615282,4191.794769,4202.564,4233.84605,4218.974256,4223.07682,4214.358871,4197.435795,4193.846051,4189.743487,4187.692205
97,0,4205.128102,4217.948615,4196.922974,4189.743487,4189.743487,4203.589641,4234.358871,4216.922974,4216.922974,4201.538359,4190.256308,4191.794769,4190.769128,4189.743487
98,0,4204.102461,4216.410153,4198.461436,4187.692205,4213.33323,4205.640923,4237.435794,4217.948615,4215.897333,4215.897333,4187.692205,4189.743487,4191.794769,4186.153744
99,0,4200.512718,4202.051179,4192.82041,4183.076821,4216.922974,4199.999897,4234.358871,4215.384512,4213.846051,4216.922974,4187.692205,4189.743487,4187.692205,4184.102462
100,0,4198.461436,4201.025538,4188.205026,4190.769128,4210.256307,4197.435795,4232.820409,4212.82041,4216.922974,4214.358871,4185.640923,4186.666564,4186.666564,4185.640923
101,0,4199.487077,4204.102461,4187.179385,4192.82041,4198.974256,4206.153743,4239.487076,4217.435794,4226.666563,4230.769127,4188.205026,4183.076821,4188.717846,4183.076821
102,0,4196.410154,4199.999897,4191.794769,4187.692205,4188.717846,4214.871692,4245.128101,4219.999897,4232.820409,4227.179384,4195.384513,4188.205026,4188.205026,4182.564
103,0,4201.025538,4206.153743,4198.974256,4194.871692,4189.230667,4215.897333,4244.615281,4217.948615,4231.794768,4216.410153,4199.487077,4196.922974,4193.846051,4190.769128
104,0,4211.281948,4214.358871,4203.589641,4194.358872,4186.153744,4211.794769,4242.563999,4217.948615,4224.102461,4233.33323,4200.512718,4201.025538,4200.512718,4198.974256
105,0,4207.692205,4210.256307,4200.512718,4181.538359,4178.461436,4213.846051,4245.128101,4218.974256,4218.461435,4230.769127,4200.512718,4199.999897,4198.974256,4197.435795
106,0,4197.948615,4207.179384,4199.487077,4186.666564,4183.589641,4212.82041,4244.615281,4223.07682,4226.153743,4203.589641,4198.974256,4198.974256,4195.897333,4193.846051
107,0,4200.512718,4210.256307,4204.102461,4206.666564,4196.922974,4202.564,4235.897332,4223.58964,4229.230666,4211.281948,4206.153743,4199.999897,4197.435795,4199.487077
108,0,4204.102461,4208.717846,4197.435795,4207.179384,4207.179384,4194.871692,4229.230666,4216.410153,4219.487076,4238.461435,4215.384512,4200.512718,4203.589641,4202.564
109,0,4193.846051,4205.640923,4187.692205,4197.948615,4201.025538,4200.512718,4230.256307,4214.358871,4216.410153,4237.948614,4206.666564,4196.410154,4202.564,4193.333231
110,0,4184.615282,4205.128102,4193.846051,4200.512718,4187.692205,4210.769128,4233.33323,4219.487076,4219.487076,4226.153743,4193.846051,4187.692205,4193.846051,4184.615282
111,0,4183.076821,4201.025538,4198.461436,4201.538359,4187.179385,4197.435795,4231.281948,4217.948615,4216.410153,4219.487076,4195.384513,4185.128103,4192.82041,4180.512718
112,0,4187.692205,4201.025538,4190.769128,4199.487077,4209.743487,4187.692205,4230.256307,4214.358871,4221.025538,4215.897333,4203.07682,4187.692205,4203.07682,4184.615282
113,0,4192.30759,4206.153743,4190.769128,4189.230667,4224.102461,4216.922974,4232.820409,4219.999897,4233.84605,4225.640922,4207.692205,4189.230667,4207.179384,4188.717846
114,0,4185.640923,4203.589641,4191.281949,4175.384513,4193.333231,4246.153742,4235.384512,4222.051179,4230.256307,4228.205025,4202.051179,4184.102462,4195.384513,4177.435795
115,0,4178.461436,4198.974256,4187.692205,4187.179385,4168.717847,4225.128102,4233.33323,4217.435794,4218.974256,4221.025538,4201.025538,4181.025539,4191.281949,4169.230667
116,0,4185.640923,4207.179384,4194.871692,4214.358871,4193.333231,4193.333231,4226.666563,4215.384512,4220.512717,4226.666563,4208.205025,4189.230667,4199.999897,4182.05118
117,0,4194.358872,4213.33323,4200.512718,4215.897333,4222.051179,4201.025538,4223.58964,4218.974256,4230.256307,4230.769127,4211.794769,4198.461436,4203.07682,4190.256308
118,0,4197.435795,4205.128102,4195.897333,4198.461436,4208.717846,4214.871692,4221.538358,4220.512717,4229.230666,4225.640922,4213.33323,4199.487077,4202.564,4185.640923
119,0,4194.358872,4199.487077,4195.897333,4198.974256,4181.538359,4203.589641,4218.461435,4216.410153,4222.051179,4230.256307,4218.461435,4195.384513,4204.102461,4184.615282
120,0,4188.717846,4201.538359,4199.487077,4200.512718,4186.666564,4191.281949,4219.487076,4213.33323,4218.461435,4228.717845,4212.307589,4193.846051,4197.948615,4182.05118
121,0,4194.871692,4208.205025,4207.179384,4198.461436,4212.82041,4209.230666,4226.666563,4221.538358,4218.974256,4227.179384,4215.384512,4198.461436,4200.512718,4186.153744
122,0,4212.82041,4218.461435,4214.358871,4207.692205,4221.025538,4227.692204,4231.281948,4230.256307,4221.025538,4238.974255,4232.307589,4205.128102,4215.897333,4198.974256
123,0,4214.871692,4215.897333,4208.717846,4212.307589,4213.33323,4222.051179,4232.307589,4231.281948,4228.205025,4235.384512,4223.58964,4202.564,4209.230666,4194.358872
124,0,4205.128102,4204.615282,4201.538359,4202.051179,4208.205025,4218.974256,4234.358871,4229.230666,4232.820409,4224.615281,4208.717846,4197.948615,4195.384513,4184.102462
125,0,4204.615282,4202.051179,4201.538359,4198.974256,4183.589641,4214.871692,4227.692204,4221.538358,4223.07682,4223.07682,4214.871692,4198.974256,4201.025538,4184.102462
126,0,4210.256307,4208.717846,4204.102461,4206.666564,4170.769129,4198.461436,4219.487076,4216.410153,4214.358871,4218.461435,4216.410153,4199.487077,4203.07682,4186.153744
127,0,4212.82041,4209.743487,4202.564,4203.589641,4208.717846,4195.384513,4224.615281,4221.538358,4217.948615,4225.128102,4205.128102,4197.948615,4195.384513,4184.615282
128,0,4214.358871,4205.128102,4201.538359,4197.435795,4227.179384,4207.692205,4232.820409,4229.230666,4221.025538,4239.487076,4215.897333,4198.461436,4199.487077,4187.179385
0,0,4220.512717,4206.666564,4204.615282,4205.640923,4199.999897,4205.640923,4231.281948,4229.743486,4218.461435,4229.230666,4229.230666,4202.564,4204.615282,4189.743487
1,0,4224.615281,4212.307589,4206.153743,4213.846051,4182.564,4195.897333,4228.205025,4222.563999,4213.846051,4219.487076,4213.846051,4200.512718,4198.974256,4188.717846
2,0,4220.512717,4211.794769,4202.564,4209.230666,4186.666564,4208.205025,4230.256307,4215.384512,4210.769128,4230.769127,4205.640923,4193.333231,4196.922974,4187.179385
3,0,4219.999897,4213.33323,4201.025538,4203.589641,4188.205026,4223.58964,4231.794768,4216.922974,4213.846051,4234.358871,4217.435794,4193.333231,4198.461436,4187.692205
4,0,4227.179384,4218.974256,4207.692205,4206.153743,4182.05118,4219.487076,4233.33323,4222.051179,4218.974256,4228.717845,4220.512717,4202.564,4201.025538,4195.384513
5,0,4227.179384,4217.435794,4210.256307,4201.025538,4181.538359,4215.384512,4233.84605,4218.461435,4217.435794,4225.640922,4214.358871,4201.025538,4202.051179,4197.948615
6,0,4219.999897,4214.358871,4203.07682,4192.30759,4193.333231,4215.897333,4229.230666,4215.897333,4214.871692,4222.051179,4214.358871,4192.82041,4196.922974,4187.692205
7,0,4218.974256,4216.410153,4198.974256,4204.102461,4186.153744,4208.205025,4227.179384,4218.974256,4214.358871,4213.33323,4214.358871,4194.358872,4194.871692,4185.640923
8,0,4222.563999,4215.897333,4203.07682,4219.487076,4173.846052,4205.128102,4229.230666,4220.512717,4215.897333,4214.871692,4216.922974,4204.102461,4207.692205,4198.974256
9,0,4221.025538,4214.871692,4205.640923,4210.769128,4192.30759,4216.922974,4233.33323,4219.487076,4213.33323,4231.281948,4217.948615,4202.051179,4207.692205,4198.974256
10,0,4212.307589,4214.871692,4197.948615,4195.384513,4200.512718,4218.461435,4234.871691,4216.410153,4202.564,4237.948614,4204.615282,4190.769128,4187.179385,4183.076821
11,0,4208.717846,4212.82041,4195.384513,4197.948615,4186.153744,4205.128102,4226.153743,4214.871692,4199.487077,4226.666563,4197.948615,4188.205026,4185.128103,4180.512718
12,0,4213.33323,4206.666564,4197.948615,4198.461436,4185.128103,4197.948615,4219.999897,4213.33323,4207.692205,4216.410153,4204.615282,4191.281949,4202.564,4190.256308
13,0,4214.871692,4200.512718,4201.025538,4196.922974,4170.256308,4203.07682,4227.179384,4212.307589,4210.769128,4212.82041,4206.666564,4192.82041,4203.07682,4195.897333
14,0,4209.743487,4199.999897,4199.999897,4201.538359,4134.358873,4201.538359,4229.743486,4214.871692,4208.717846,4204.615282,4207.692205,4193.333231,4187.692205,4194.358872
15,0,4210.256307,4204.102461,4199.487077,4195.384513,4147.179386,4196.410154,4222.051179,4216.410153,4207.179384,4205.640923,4208.205025,4194.358872,4183.589641,4191.794769
16,0,4222.563999,4211.794769,4209.743487,4194.871692,4192.82041,4209.743487,4226.153743,4216.922974,4210.256307,4225.640922,4209.743487,4199.487077,4195.897333,4197.948615
17,0,4229.743486,4217.948615,4217.435794,4208.717846,4205.640923,4223.58964,4235.897332,4218.461435,4216.922974,4236.410153,4211.794769,4206.153743,4204.102461,4205.640923
18,0,4225.128102,4216.922974,4210.769128,4206.666564,4197.435795,4218.974256,4233.33323,4218.974256,4216.922974,4235.384512,4214.871692,4208.205025,4198.974256,4200.512718
19,0,4227.179384,4222.563999,4212.307589,4206.153743,4180.512718,4214.358871,4232.307589,4219.487076,4213.33323,4246.153742,4224.102461,4211.794769,4201.538359,4203.07682
20,0,4237.948614,4231.281948,4223.58964,4222.051179,4171.281949,4206.153743,4232.307589,4218.461435,4213.846051,4241.025537,4225.640922,4216.410153,4210.769128,4214.871692
21,0,4235.384512,4221.538358,4216.410153,4208.205025,4190.769128,4199.487077,4227.692204,4215.897333,4211.794769,4211.794769,4217.948615,4213.33323,4203.07682,4214.358871
22,0,4225.128102,4210.256307,4208.205025,4184.615282,4192.82041,4218.974256,4229.743486,4217.435794,4210.256307,4210.769128,4212.82041,4209.230666,4188.717846,4209.230666
23,0,4233.84605,4223.58964,4225.128102,4202.564,4173.333231,4233.84605,4235.384512,4218.974256,4213.846051,4228.205025,4214.358871,4210.769128,4185.128103,4212.307589
24,0,4246.666563,4235.384512,4235.384512,4226.666563,4179.999898,4221.538358,4234.871691,4215.897333,4213.33323,4227.179384,4217.948615,4217.435794,4195.384513,4218.461435
25,0,4237.948614,4224.615281,4224.102461,4217.435794,4189.743487,4208.717846,4232.307589,4216.410153,4213.33323,4230.769127,4219.999897,4218.974256,4199.487077,4219.487076
26,0,4224.102461,4212.307589,4214.358871,4199.999897,4181.538359,4204.102461,4233.84605,4217.435794,4215.897333,4242.563999,4211.794769,4204.102461,4188.205026,4209.743487
27,0,4227.692204,4215.897333,4217.948615,4198.974256,4185.128103,4202.564,4233.84605,4217.435794,4211.794769,4230.769127,4205.640923,4195.897333,4181.025539,4199.999897
28,0,4235.897332,4227.179384,4225.640922,4210.769128,4195.384513,4217.948615,4233.33323,4224.615281,4209.743487,4214.358871,4215.897333,4208.205025,4186.153744,4209.230666
29,0,4235.384512,4231.794768,4230.256307,4220.512717,4196.410154,4232.820409,4236.410153,4225.640922,4216.410153,4219.999897,4216.410153,4212.82041,4186.153744,4219.999897
30,0,4234.358871,4231.794768,4229.230666,4211.281948,4198.461436,4222.563999,4239.999896,4217.435794,4214.871692,4234.871691,4212.82041,4204.615282,4185.128103,4216.922974
31,0,4237.435794,4231.281948,4228.205025,4205.128102,4189.230667,4218.461435,4237.948614,4217.948615,4205.128102,4235.384512,4216.410153,4205.128102,4188.717846,4213.33323
32,0,4237.948614,4230.769127,4231.281948,4216.410153,4180.512718,4228.205025,4235.897332,4221.025538,4201.538359,4224.102461,4217.435794,4212.307589,4189.743487,4217.948615
33,0,4236.410153,4231.281948,4232.307589,4221.025538,4190.769128,4217.435794,4233.84605,4215.897333,4205.128102,4220.512717,4214.358871,4216.922974,4186.153744,4219.999897
34,0,4240.512717,4231.794768,4232.307589,4216.410153,4203.07682,4197.948615,4231.794768,4213.846051,4202.564,4225.128102,4211.794769,4217.948615,4183.589641,4216.410153
35,0,4248.717845,4233.84605,4233.33323,4215.897333,4207.179384,4207.692205,4232.820409,4217.948615,4202.051179,4229.743486,4212.307589,4216.922974,4190.769128,4222.563999
36,0,4246.153742,4234.358871,4231.281948,4216.410153,4191.794769,4220.512717,4231.794768,4218.974256,4209.743487,4229.230666,4214.358871,4215.384512,4199.487077,4230.256307
37,0,4228.717845,4225.128102,4226.153743,4211.794769,4171.281949,4208.205025,4229.230666,4217.435794,4208.717846,4227.179384,4214.358871,4215.384512,4191.794769,4222.563999
38,0,4221.538358,4222.051179,4227.692204,4211.281948,4173.846052,4213.33323,4232.307589,4222.563999,4202.564,4230.256307,4210.769128,4214.358871,4182.05118,4213.33323
39,0,4232.307589,4232.820409,4234.358871,4217.948615,4195.384513,4224.102461,4234.871691,4220.512717,4204.615282,4232.307589,4208.717846,4215.897333,4186.153744,4216.922974
40,0,4234.358871,4232.820409,4230.769127,4216.922974,4201.025538,4205.128102,4228.205025,4204.102461,4199.487077,4220.512717,4206.666564,4212.82041,4183.589641,4215.897333
41,0,4236.410153,4234.358871,4227.692204,4218.974256,4179.999898,4203.589641,4227.692204,4203.07682,4192.82041,4213.33323,4212.307589,4213.846051,4178.461436,4217.948615
42,0,4251.281947,4250.769127,4239.999896,4230.256307,4185.128103,4228.205025,4234.358871,4223.58964,4208.717846,4229.230666,4227.692204,4226.666563,4194.358872,4235.897332
43,0,4249.743486,4249.230665,4238.461435,4221.025538,4214.871692,4223.58964,4234.358871,4226.666563,4221.025538,4238.461435,4225.640922,4229.230666,4203.589641,4234.871691
