title:P                                                                               , recorded:02.07.20 10.57.19, sampling:128, subject:N                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
35,0,4201.538359,4209.230666,4218.974256,4221.025538,4206.153743,4209.230666,4226.153743,4194.871692,4212.307589,4202.564,4212.82041,4215.897333,4191.281949,4207.179384
36,0,4203.07682,4212.307589,4213.846051,4217.435794,4209.230666,4207.179384,4221.538358,4194.358872,4208.717846,4207.692205,4210.769128,4215.384512,4196.922974,4208.205025
37,0,4215.897333,4221.538358,4219.487076,4225.640922,4219.999897,4210.256307,4226.153743,4201.025538,4218.461435,4229.743486,4220.512717,4227.692204,4214.358871,4223.07682
38,0,4216.922974,4221.025538,4228.717845,4234.358871,4231.281948,4216.410153,4232.307589,4205.640923,4230.256307,4232.820409,4230.256307,4234.358871,4217.948615,4230.256307
39,0,4207.179384,4212.82041,4227.179384,4225.128102,4214.358871,4210.769128,4232.820409,4201.025538,4225.128102,4217.948615,4224.615281,4226.666563,4208.717846,4222.563999
40,0,4205.128102,4210.256307,4216.410153,4214.358871,4186.666564,4207.692205,4232.820409,4195.897333,4213.846051,4214.871692,4212.82041,4219.487076,4199.999897,4215.384512
41,0,4208.717846,4215.897333,4213.846051,4216.922974,4190.769128,4211.794769,4230.256307,4200.512718,4215.384512,4223.58964,4213.846051,4218.461435,4200.512718,4217.948615
42,0,4206.666564,4219.999897,4218.461435,4218.461435,4214.358871,4209.743487,4224.102461,4202.051179,4218.461435,4224.102461,4218.461435,4218.974256,4208.717846,4219.999897
43,0,4205.128102,4220.512717,4217.435794,4218.974256,4225.640922,4204.615282,4222.051179,4196.410154,4215.384512,4220.512717,4217.948615,4221.538358,4212.307589,4218.974256
44,0,4210.256307,4224.102461,4214.871692,4227.692204,4233.84605,4208.717846,4226.666563,4199.487077,4221.538358,4226.153743,4222.563999,4225.640922,4211.281948,4219.999897
45,0,4211.794769,4223.58964,4212.82041,4230.256307,4230.769127,4211.794769,4227.179384,4203.07682,4227.692204,4233.84605,4226.153743,4224.102461,4211.281948,4221.538358
46,0,4211.794769,4221.025538,4209.743487,4224.615281,4213.33323,4209.743487,4225.640922,4201.025538,4224.615281,4236.410153,4222.563999,4224.102461,4210.256307,4224.615281
47,0,4213.33323,4224.102461,4214.358871,4230.256307,4215.897333,4212.307589,4226.153743,4199.999897,4222.563999,4230.769127,4219.487076,4224.615281,4210.256307,4224.615281
48,0,4210.256307,4221.025538,4212.82041,4229.743486,4236.410153,4210.256307,4223.07682,4199.487077,4216.922974,4218.974256,4212.82041,4215.384512,4206.153743,4215.384512
49,0,4204.102461,4209.230666,4202.051179,4213.846051,4215.384512,4203.589641,4218.461435,4194.871692,4207.692205,4212.307589,4206.666564,4210.769128,4197.948615,4208.717846
50,0,4204.102461,4205.128102,4202.051179,4210.256307,4183.076821,4198.974256,4217.948615,4193.333231,4209.230666,4219.999897,4208.717846,4215.384512,4201.538359,4210.769128
51,0,4205.128102,4211.281948,4206.153743,4218.461435,4211.281948,4199.999897,4224.102461,4198.461436,4217.435794,4230.256307,4212.307589,4215.384512,4208.205025,4213.846051
52,0,4204.615282,4211.281948,4201.025538,4216.922974,4244.10246,4204.615282,4228.205025,4202.051179,4216.410153,4227.179384,4214.358871,4212.82041,4204.102461,4215.384512
53,0,4208.205025,4213.33323,4203.07682,4219.999897,4229.743486,4212.307589,4226.153743,4204.102461,4217.435794,4231.281948,4221.025538,4221.025538,4205.128102,4222.051179
54,0,4212.82041,4221.538358,4208.717846,4234.871691,4224.102461,4212.307589,4223.07682,4203.589641,4224.102461,4248.205024,4224.615281,4224.615281,4211.281948,4223.07682
55,0,4212.307589,4223.07682,4203.07682,4237.948614,4244.615281,4209.743487,4225.640922,4202.564,4227.179384,4245.128101,4221.538358,4218.974256,4205.640923,4216.410153
56,0,4202.051179,4209.743487,4189.743487,4219.487076,4237.435794,4214.871692,4226.666563,4201.025538,4222.051179,4221.538358,4212.307589,4212.307589,4191.794769,4208.717846
57,0,4192.82041,4206.153743,4182.564,4211.794769,4233.84605,4218.461435,4224.102461,4199.999897,4217.435794,4219.487076,4206.666564,4209.230666,4181.538359,4204.615282
58,0,4191.794769,4208.205025,4181.538359,4216.922974,4239.487076,4212.307589,4223.58964,4202.051179,4218.974256,4229.743486,4209.230666,4208.717846,4177.435795,4204.102461
59,0,4196.410154,4203.07682,4179.487077,4214.871692,4200.512718,4205.128102,4223.07682,4199.487077,4217.948615,4225.128102,4210.256307,4210.256307,4185.128103,4205.640923
60,0,4204.102461,4206.666564,4181.025539,4216.922974,4183.076821,4210.769128,4225.128102,4196.922974,4215.384512,4227.692204,4214.358871,4211.794769,4192.82041,4209.230666
61,0,4209.230666,4217.948615,4184.615282,4222.051179,4230.256307,4219.999897,4226.666563,4199.999897,4218.461435,4239.487076,4220.512717,4213.846051,4193.333231,4210.769128
62,0,4209.743487,4219.487076,4185.128103,4219.999897,4253.84605,4212.82041,4218.974256,4198.974256,4218.974256,4238.974255,4222.051179,4217.435794,4193.846051,4210.256307
63,0,4211.794769,4219.999897,4190.256308,4226.666563,4231.281948,4207.179384,4219.487076,4199.999897,4221.538358,4244.10246,4226.666563,4226.153743,4201.025538,4216.922974
64,0,4209.743487,4223.58964,4194.358872,4231.794768,4234.871691,4213.33323,4229.230666,4204.615282,4227.692204,4248.205024,4228.205025,4229.230666,4200.512718,4220.512717
65,0,4197.948615,4219.999897,4187.179385,4218.461435,4248.205024,4212.307589,4227.179384,4198.461436,4222.563999,4228.717845,4214.871692,4219.487076,4188.205026,4212.307589
66,0,4191.794769,4211.794769,4177.435795,4210.769128,4222.563999,4204.102461,4219.487076,4190.769128,4214.871692,4216.410153,4205.640923,4210.769128,4176.922975,4204.102461
67,0,4193.333231,4206.666564,4176.410154,4214.871692,4210.256307,4206.666564,4221.538358,4191.794769,4220.512717,4228.205025,4206.666564,4208.205025,4174.358872,4204.615282
68,0,4198.974256,4211.794769,4177.435795,4217.435794,4226.153743,4216.922974,4228.205025,4197.435795,4227.692204,4236.922973,4207.179384,4211.794769,4178.461436,4208.717846
69,0,4206.666564,4223.58964,4179.487077,4219.999897,4229.743486,4216.922974,4223.58964,4195.897333,4218.974256,4228.205025,4208.205025,4217.435794,4179.487077,4209.743487
70,0,4205.128102,4219.999897,4178.974257,4216.922974,4227.692204,4211.794769,4215.897333,4191.281949,4207.179384,4218.974256,4209.230666,4215.897333,4173.846052,4203.589641
71,0,4196.922974,4204.615282,4174.358872,4214.871692,4233.84605,4208.717846,4219.487076,4193.333231,4211.281948,4218.461435,4204.615282,4213.33323,4170.769129,4197.948615
72,0,4200.512718,4203.07682,4175.897334,4224.615281,4231.281948,4211.794769,4229.230666,4202.051179,4219.999897,4221.538358,4204.102461,4219.487076,4172.30759,4202.564
73,0,4209.230666,4212.307589,4180.512718,4225.640922,4222.563999,4212.82041,4225.640922,4203.589641,4218.974256,4228.717845,4212.82041,4225.128102,4175.897334,4207.179384
74,0,4210.769128,4216.410153,4185.128103,4222.051179,4233.84605,4214.871692,4225.128102,4205.128102,4224.615281,4242.563999,4220.512717,4228.205025,4182.05118,4207.179384
75,0,4204.102461,4207.179384,4179.999898,4221.538358,4235.384512,4221.538358,4237.435794,4210.256307,4227.692204,4243.076819,4212.82041,4226.153743,4176.922975,4203.07682
76,0,4204.102461,4207.692205,4174.871693,4224.102461,4233.33323,4225.640922,4243.076819,4211.794769,4223.07682,4238.461435,4209.230666,4223.07682,4176.922975,4204.615282
77,0,4215.384512,4226.666563,4186.666564,4232.307589,4252.307588,4225.128102,4238.974255,4215.897333,4235.897332,4249.230665,4225.640922,4236.410153,4200.512718,4216.922974
78,0,4217.435794,4231.281948,4199.487077,4236.410153,4247.179383,4225.128102,4237.948614,4222.563999,4252.820409,4260.512716,4237.948614,4249.230665,4215.384512,4224.102461
79,0,4197.948615,4210.769128,4189.743487,4223.58964,4224.615281,4224.102461,4237.435794,4221.025538,4235.384512,4249.230665,4226.666563,4233.33323,4196.922974,4212.82041
80,0,4191.794769,4205.128102,4182.05118,4219.999897,4238.974255,4217.948615,4232.307589,4223.07682,4214.358871,4241.025537,4218.461435,4217.948615,4190.256308,4201.538359
81,0,4211.281948,4219.487076,4193.846051,4231.281948,4249.230665,4214.871692,4227.692204,4237.948614,4226.153743,4248.717845,4227.692204,4228.205025,4210.769128,4206.153743
82,0,4212.82041,4213.846051,4197.948615,4220.512717,4216.922974,4216.922974,4226.666563,4241.538358,4228.717845,4241.025537,4225.640922,4231.281948,4215.384512,4209.230666
83,0,4199.487077,4202.564,4195.897333,4205.640923,4209.743487,4217.435794,4227.179384,4235.384512,4213.33323,4227.179384,4216.410153,4221.025538,4204.615282,4205.640923
84,0,4203.589641,4212.82041,4211.794769,4213.33323,4236.922973,4219.999897,4230.769127,4241.538358,4217.435794,4234.358871,4221.025538,4222.563999,4209.743487,4208.717846
85,0,4209.743487,4216.922974,4226.153743,4222.563999,4219.487076,4219.487076,4232.307589,4240.512717,4225.640922,4241.538358,4219.999897,4225.128102,4217.948615,4211.281948
86,0,4204.102461,4205.640923,4224.615281,4214.871692,4177.948616,4208.205025,4222.051179,4229.743486,4214.358871,4219.487076,4208.717846,4221.538358,4210.256307,4209.230666
87,0,4205.128102,4208.717846,4227.692204,4210.769128,4186.153744,4204.102461,4212.82041,4230.256307,4210.769128,4206.153743,4210.256307,4221.538358,4207.692205,4212.82041
88,0,4211.281948,4216.922974,4238.974255,4218.461435,4221.025538,4212.82041,4218.461435,4237.435794,4218.974256,4219.487076,4213.846051,4222.051179,4214.358871,4219.999897
89,0,4209.230666,4215.384512,4242.051178,4221.538358,4228.205025,4221.538358,4228.205025,4238.461435,4217.948615,4219.487076,4203.07682,4219.487076,4214.871692,4217.948615
90,0,4208.717846,4213.33323,4236.410153,4215.384512,4216.922974,4215.384512,4222.051179,4237.948614,4215.384512,4201.538359,4200.512718,4218.974256,4212.307589,4213.33323
91,0,4213.33323,4215.897333,4240.512717,4212.307589,4225.640922,4208.205025,4213.846051,4239.487076,4227.179384,4208.205025,4213.33323,4224.102461,4222.051179,4218.974256
92,0,4212.307589,4211.794769,4248.717845,4216.410153,4224.102461,4213.846051,4219.487076,4239.999896,4230.256307,4225.128102,4215.897333,4226.153743,4222.563999,4224.615281
93,0,4204.615282,4203.589641,4245.128101,4216.410153,4198.974256,4221.025538,4227.692204,4240.512717,4218.461435,4214.358871,4209.230666,4224.615281,4205.128102,4216.410153
94,0,4200.512718,4199.999897,4237.435794,4212.307589,4183.589641,4213.846051,4221.538358,4234.871691,4210.256307,4195.897333,4206.153743,4218.974256,4198.461436,4206.666564
95,0,4201.025538,4204.615282,4236.922973,4212.307589,4173.333231,4206.666564,4209.743487,4227.179384,4212.82041,4196.410154,4207.179384,4214.358871,4205.640923,4212.307589
96,0,4195.897333,4198.461436,4231.281948,4208.717846,4172.820411,4208.205025,4204.102461,4224.102461,4213.33323,4193.846051,4199.999897,4213.846051,4198.974256,4214.871692
97,0,4192.30759,4188.205026,4223.58964,4204.615282,4201.025538,4207.179384,4205.128102,4217.435794,4208.717846,4184.615282,4191.281949,4214.358871,4187.692205,4206.666564
98,0,4198.974256,4196.922974,4232.820409,4203.589641,4219.999897,4199.999897,4206.666564,4209.230666,4210.769128,4190.256308,4197.435795,4217.435794,4194.358872,4205.640923
99,0,4205.640923,4209.743487,4244.10246,4205.640923,4203.07682,4198.461436,4208.717846,4207.692205,4218.974256,4201.025538,4208.205025,4223.58964,4204.102461,4211.281948
100,0,4206.666564,4208.205025,4243.076819,4211.794769,4193.333231,4210.256307,4216.410153,4212.82041,4228.205025,4210.769128,4213.846051,4229.230666,4211.281948,4216.922974
101,0,4209.230666,4206.153743,4243.076819,4218.974256,4197.435795,4220.512717,4227.179384,4215.897333,4228.205025,4222.563999,4216.410153,4230.256307,4218.461435,4223.07682
102,0,4214.358871,4210.256307,4246.666563,4220.512717,4191.794769,4214.871692,4226.666563,4213.846051,4221.538358,4222.563999,4214.871692,4228.717845,4217.435794,4224.102461
103,0,4209.743487,4206.153743,4241.538358,4213.846051,4192.82041,4207.179384,4214.871692,4209.230666,4219.999897,4208.717846,4210.256307,4226.666563,4210.256307,4217.948615
104,0,4196.922974,4195.384513,4229.743486,4206.666564,4191.794769,4210.256307,4211.794769,4206.666564,4215.384512,4201.025538,4205.640923,4221.538358,4206.153743,4210.256307
105,0,4195.384513,4195.384513,4231.794768,4204.102461,4181.025539,4215.384512,4214.358871,4212.307589,4212.82041,4205.640923,4205.640923,4220.512717,4204.615282,4211.281948
106,0,4209.230666,4207.179384,4242.051178,4216.410153,4191.794769,4217.948615,4215.384512,4221.025538,4226.153743,4216.922974,4213.33323,4227.692204,4210.769128,4221.538358
107,0,4208.205025,4206.153743,4233.33323,4218.974256,4205.128102,4216.922974,4215.897333,4218.974256,4233.84605,4221.025538,4213.846051,4225.640922,4212.307589,4218.974256
108,0,4192.82041,4191.281949,4214.871692,4202.051179,4198.974256,4213.33323,4216.922974,4212.307589,4224.615281,4213.33323,4205.640923,4210.769128,4201.538359,4204.615282
109,0,4186.666564,4186.666564,4208.717846,4195.897333,4193.846051,4209.743487,4215.897333,4209.743487,4213.33323,4204.102461,4202.564,4204.615282,4195.897333,4202.051179
110,0,4190.256308,4191.281949,4210.769128,4206.666564,4201.538359,4209.743487,4215.897333,4212.82041,4213.846051,4201.025538,4205.128102,4208.717846,4198.461436,4208.717846
111,0,4196.410154,4196.410154,4209.230666,4209.230666,4202.564,4210.256307,4218.974256,4217.948615,4217.435794,4198.974256,4203.589641,4208.205025,4199.487077,4209.230666
112,0,4203.07682,4204.102461,4211.281948,4207.692205,4203.07682,4211.794769,4221.025538,4223.58964,4217.435794,4197.948615,4199.999897,4208.717846,4197.948615,4209.743487
113,0,4199.487077,4202.051179,4211.794769,4209.230666,4197.948615,4215.897333,4218.461435,4224.615281,4215.384512,4199.487077,4194.358872,4210.769128,4192.82041,4207.692205
114,0,4195.384513,4194.871692,4209.230666,4208.717846,4178.461436,4217.435794,4213.846051,4221.538358,4222.563999,4207.179384,4191.281949,4209.743487,4196.410154,4206.153743
115,0,4205.128102,4201.025538,4214.358871,4214.358871,4182.05118,4214.871692,4213.846051,4219.487076,4229.743486,4213.846051,4202.051179,4215.384512,4208.717846,4210.769128
116,0,4210.769128,4209.230666,4219.487076,4226.153743,4212.82041,4214.358871,4215.897333,4219.999897,4219.999897,4207.179384,4211.281948,4221.025538,4209.743487,4213.33323
117,0,4204.615282,4205.128102,4212.82041,4221.025538,4211.281948,4211.281948,4212.82041,4215.897333,4213.846051,4203.589641,4206.666564,4218.461435,4206.153743,4211.794769
118,0,4206.666564,4201.025538,4209.230666,4210.769128,4187.179385,4206.666564,4210.769128,4215.384512,4223.58964,4211.281948,4204.615282,4217.435794,4214.871692,4213.33323
119,0,4209.743487,4202.051179,4213.846051,4210.769128,4194.871692,4209.743487,4216.922974,4222.563999,4228.717845,4207.692205,4208.205025,4215.897333,4213.846051,4212.82041
120,0,4197.948615,4199.487077,4208.717846,4208.205025,4211.281948,4211.794769,4221.025538,4227.179384,4224.615281,4195.384513,4202.564,4209.743487,4199.487077,4206.153743
121,0,4190.256308,4196.922974,4200.512718,4204.102461,4196.410154,4206.666564,4214.358871,4226.153743,4224.615281,4195.384513,4200.512718,4208.717846,4201.025538,4206.153743
122,0,4197.435795,4196.922974,4202.051179,4207.179384,4188.717846,4205.640923,4211.281948,4225.128102,4224.102461,4204.615282,4206.666564,4211.281948,4207.692205,4211.281948
123,0,4198.461436,4192.30759,4196.410154,4203.589641,4201.025538,4208.205025,4213.846051,4219.999897,4211.794769,4197.948615,4205.640923,4207.179384,4199.487077,4207.179384
124,0,4192.82041,4188.205026,4190.256308,4189.743487,4192.30759,4200.512718,4206.153743,4209.743487,4201.538359,4186.153744,4202.564,4204.102461,4197.948615,4200.512718
125,0,4199.487077,4194.358872,4198.461436,4194.871692,4175.897334,4193.333231,4201.025538,4210.256307,4211.281948,4200.512718,4211.281948,4207.692205,4211.794769,4207.179384
126,0,4207.692205,4203.07682,4208.205025,4211.794769,4187.179385,4204.615282,4214.358871,4220.512717,4227.179384,4217.948615,4219.487076,4209.743487,4216.922974,4216.922974
127,0,4211.794769,4213.33323,4216.922974,4221.025538,4218.974256,4222.051179,4229.743486,4230.256307,4236.922973,4220.512717,4222.051179,4217.435794,4219.487076,4221.025538
128,0,4212.82041,4221.538358,4222.051179,4219.487076,4222.563999,4216.922974,4223.07682,4232.307589,4234.871691,4219.999897,4224.615281,4225.128102,4227.179384,4225.640922
0,0,4210.769128,4218.461435,4216.410153,4216.922974,4188.717846,4203.589641,4212.307589,4225.640922,4226.153743,4218.461435,4226.666563,4218.461435,4225.128102,4225.128102
1,0,4206.153743,4209.230666,4207.179384,4215.897333,4176.922975,4204.102461,4212.307589,4216.922974,4221.025538,4207.692205,4220.512717,4208.205025,4215.384512,4215.384512
2,0,4203.07682,4211.794769,4206.666564,4214.358871,4215.384512,4210.769128,4216.922974,4217.435794,4223.07682,4205.128102,4211.281948,4208.717846,4213.33323,4208.205025
3,0,4198.974256,4217.435794,4205.640923,4213.846051,4231.794768,4211.281948,4218.974256,4223.58964,4225.128102,4213.846051,4211.794769,4208.717846,4210.769128,4206.153743
4,0,4199.999897,4213.33323,4201.538359,4217.948615,4205.128102,4210.769128,4219.999897,4224.615281,4222.563999,4212.82041,4219.487076,4211.794769,4208.205025,4207.179384
5,0,4207.179384,4212.82041,4203.589641,4215.384512,4204.102461,4213.33323,4218.974256,4222.051179,4220.512717,4206.153743,4221.538358,4222.051179,4208.205025,4207.692205
6,0,4212.82041,4223.58964,4208.205025,4213.846051,4231.794768,4214.358871,4213.33323,4224.102461,4225.128102,4208.205025,4219.999897,4226.666563,4208.717846,4212.307589
7,0,4220.512717,4230.256307,4214.358871,4224.102461,4227.692204,4211.281948,4213.33323,4226.666563,4227.692204,4214.871692,4222.563999,4229.230666,4210.256307,4222.563999
8,0,4226.666563,4230.256307,4219.487076,4232.820409,4204.615282,4211.281948,4222.563999,4225.128102,4224.615281,4214.358871,4222.563999,4233.33323,4209.743487,4228.205025
9,0,4226.153743,4227.179384,4217.948615,4227.179384,4208.205025,4211.281948,4222.051179,4224.102461,4226.153743,4208.717846,4216.410153,4231.281948,4206.666564,4225.128102
10,0,4217.948615,4222.051179,4208.717846,4216.410153,4224.102461,4208.205025,4212.82041,4220.512717,4225.128102,4208.205025,4209.743487,4224.102461,4200.512718,4217.948615
11,0,4212.82041,4223.58964,4204.615282,4215.897333,4220.512717,4210.256307,4214.871692,4216.922974,4220.512717,4211.794769,4210.769128,4218.461435,4197.435795,4212.82041
12,0,4211.794769,4223.58964,4199.487077,4217.435794,4206.153743,4209.743487,4219.487076,4214.358871,4219.487076,4207.692205,4209.230666,4212.82041,4198.461436,4211.794769
13,0,4206.666564,4211.281948,4186.153744,4205.640923,4209.743487,4206.666564,4212.307589,4209.743487,4217.948615,4204.615282,4200.512718,4205.640923,4194.871692,4209.230666
14,0,4199.487077,4208.205025,4182.05118,4195.384513,4222.563999,4209.230666,4209.230666,4207.179384,4214.871692,4209.743487,4198.974256,4202.051179,4192.82041,4201.025538
15,0,4204.615282,4222.563999,4195.384513,4214.358871,4224.102461,4213.846051,4216.922974,4217.435794,4223.58964,4212.82041,4207.692205,4210.769128,4200.512718,4202.051179
16,0,4216.410153,4230.256307,4206.153743,4233.33323,4232.820409,4211.794769,4218.461435,4224.102461,4229.743486,4213.846051,4217.435794,4222.563999,4207.692205,4216.410153
17,0,4217.948615,4225.640922,4203.07682,4224.102461,4241.025537,4212.307589,4214.871692,4213.33323,4221.538358,4219.999897,4224.615281,4222.563999,4208.717846,4224.615281
18,0,4202.564,4209.230666,4187.179385,4203.589641,4218.461435,4209.230666,4208.205025,4203.07682,4210.769128,4209.230666,4215.384512,4208.205025,4192.30759,4208.205025
19,0,4191.281949,4199.999897,4181.538359,4198.974256,4213.846051,4207.692205,4205.640923,4212.307589,4216.922974,4197.435795,4204.102461,4203.07682,4176.410154,4196.410154
20,0,4204.102461,4217.435794,4198.461436,4219.487076,4244.10246,4223.58964,4220.512717,4228.205025,4237.435794,4217.948615,4216.922974,4218.974256,4192.30759,4210.256307
21,0,4218.974256,4233.84605,4207.692205,4239.487076,4249.230665,4231.794768,4228.717845,4229.743486,4245.128101,4237.435794,4233.84605,4230.769127,4213.846051,4223.07682
22,0,4212.82041,4227.692204,4196.922974,4231.794768,4239.487076,4214.358871,4213.33323,4218.974256,4233.33323,4226.153743,4230.256307,4223.07682,4208.205025,4214.871692
23,0,4208.205025,4221.025538,4191.281949,4218.974256,4248.205024,4205.128102,4207.179384,4213.846051,4221.538358,4218.461435,4221.025538,4215.897333,4196.922974,4208.717846
24,0,4207.179384,4213.846051,4185.640923,4212.307589,4225.640922,4207.179384,4212.307589,4210.769128,4209.743487,4218.974256,4213.846051,4215.384512,4192.82041,4208.205025
25,0,4199.487077,4206.666564,4176.410154,4207.692205,4207.179384,4205.128102,4208.717846,4209.743487,4206.666564,4214.871692,4209.230666,4209.230666,4190.769128,4203.07682
26,0,4202.051179,4213.846051,4177.948616,4212.307589,4233.84605,4211.794769,4212.307589,4218.974256,4223.58964,4214.871692,4217.948615,4210.256307,4196.410154,4204.102461
27,0,4210.256307,4222.563999,4179.999898,4221.538358,4230.256307,4224.615281,4222.051179,4226.153743,4231.794768,4219.487076,4224.102461,4217.948615,4198.974256,4207.692205
28,0,4211.281948,4223.58964,4182.564,4223.07682,4219.487076,4226.153743,4221.025538,4227.692204,4230.256307,4231.794768,4222.563999,4223.07682,4197.948615,4212.307589
29,0,4216.410153,4228.717845,4192.30759,4220.512717,4258.974255,4227.179384,4225.640922,4235.897332,4242.051178,4251.794768,4226.666563,4227.692204,4207.179384,4219.487076
30,0,4216.410153,4227.692204,4188.205026,4218.974256,4278.461434,4230.769127,4231.281948,4238.974255,4245.640922,4255.384511,4226.153743,4222.051179,4210.256307,4216.410153
31,0,4209.230666,4219.999897,4174.871693,4219.487076,4243.58964,4224.615281,4223.58964,4226.666563,4232.820409,4245.128101,4222.051179,4216.410153,4206.153743,4208.205025
32,0,4216.922974,4227.692204,4183.076821,4228.717845,4231.794768,4220.512717,4219.999897,4222.563999,4236.410153,4246.153742,4232.307589,4227.179384,4210.256307,4217.435794
33,0,4224.102461,4233.33323,4193.846051,4234.358871,4248.717845,4223.07682,4221.025538,4228.205025,4242.051178,4246.153742,4240.512717,4234.358871,4214.871692,4226.666563
34,0,4212.307589,4217.948615,4182.05118,4226.153743,4243.076819,4221.025538,4215.897333,4227.179384,4231.794768,4241.538358,4229.230666,4223.58964,4207.179384,4215.897333
35,0,4205.640923,4209.743487,4171.79477,4216.410153,4234.358871,4218.461435,4216.922974,4226.666563,4228.717845,4248.205024,4218.974256,4215.897333,4195.897333,4207.179384
36,0,4214.871692,4224.102461,4179.999898,4218.974256,4248.717845,4221.025538,4224.615281,4230.256307,4233.84605,4251.281947,4225.640922,4223.58964,4197.948615,4212.307589
37,0,4215.897333,4224.615281,4181.025539,4218.974256,4248.205024,4215.384512,4219.999897,4225.640922,4222.051179,4238.461435,4224.102461,4223.07682,4198.974256,4212.307589
38,0,4210.769128,4211.794769,4176.410154,4214.871692,4223.58964,4211.794769,4220.512717,4228.717845,4219.487076,4237.435794,4219.487076,4218.461435,4194.358872,4208.205025
39,0,4210.769128,4213.846051,4177.948616,4216.922974,4228.717845,4219.487076,4224.615281,4236.922973,4237.948614,4245.128101,4224.102461,4221.538358,4196.922974,4210.769128
40,0,4209.230666,4220.512717,4176.922975,4215.897333,4264.61528,4224.102461,4216.922974,4229.743486,4237.948614,4238.461435,4223.07682,4218.461435,4202.051179,4208.717846
41,0,4203.07682,4211.794769,4169.743488,4209.230666,4255.384511,4218.461435,4212.307589,4221.025538,4220.512717,4221.025538,4214.358871,4209.230666,4195.384513,4196.922974
42,0,4198.461436,4205.128102,4168.717847,4212.307589,4210.256307,4215.384512,4217.948615,4225.128102,4220.512717,4206.666564,4215.384512,4206.666564,4192.30759,4190.769128
43,0,4197.435795,4211.281948,4173.333231,4216.410153,4211.281948,4217.948615,4214.358871,4227.692204,4234.871691,4210.769128,4223.07682,4213.846051,4203.07682,4195.897333
44,0,4201.538359,4215.384512,4183.076821,4219.487076,4242.051178,4216.410153,4205.640923,4221.538358,4235.897332,4226.666563,4225.128102,4221.538358,4210.256307,4204.615282
45,0,4209.230666,4218.974256,4197.435795,4229.230666,4247.179383,4218.974256,4211.794769,4228.717845,4231.281948,4231.281948,4225.640922,4224.615281,4214.358871,4211.794769
46,0,4208.205025,4217.435794,4204.615282,4223.07682,4231.794768,4222.051179,4222.051179,4238.974255,4233.84605,4223.07682,4225.128102,4222.051179,4220.512717,4210.256307
47,0,4204.102461,4214.358871,4213.33323,4214.358871,4216.922974,4222.563999,4225.640922,4238.974255,4237.948614,4219.999897,4224.615281,4227.692204,4225.640922,4210.256307
48,0,4211.281948,4223.58964,4231.794768,4229.230666,4216.410153,4226.666563,4229.743486,4244.615281,4241.538358,4221.538358,4231.281948,4241.025537,4229.230666,4222.563999
49,0,4222.563999,4233.33323,4244.10246,4236.922973,4230.769127,4230.256307,4229.230666,4256.410152,4243.076819,4226.666563,4239.999896,4243.58964,4233.33323,4232.820409
50,0,4223.07682,4227.692204,4240.512717,4224.102461,4226.666563,4225.128102,4223.58964,4257.948614,4246.153742,4228.717845,4243.58964,4238.974255,4237.948614,4232.820409
