title:A                                                                               , recorded:01.07.20 14.07.03, sampling:128, subject:A                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
51,0,4332.820407,4235.384512,4220.512717,4236.922973,4242.563999,4224.615281,4230.256307,4233.33323,4257.435793,4211.281948,4210.769128,4212.82041,4229.743486,4215.384512
52,0,4344.615278,4241.025537,4225.640922,4239.487076,4222.563999,4212.307589,4224.102461,4232.307589,4276.922972,4219.487076,4221.025538,4226.666563,4235.897332,4219.999897
53,0,4330.256304,4209.743487,4223.58964,4229.743486,4194.358872,4221.025538,4227.692204,4233.84605,4273.333229,4217.435794,4228.205025,4231.794768,4238.974255,4213.33323
54,0,4330.769125,4230.256307,4223.07682,4236.922973,4214.871692,4232.820409,4233.33323,4231.794768,4257.948614,4215.384512,4215.897333,4219.999897,4229.743486,4212.307589
55,0,4352.820406,4255.384511,4228.717845,4248.205024,4228.205025,4226.666563,4234.871691,4241.538358,4287.179382,4225.640922,4229.743486,4230.256307,4245.640922,4229.230666
56,0,4347.179381,4223.58964,4223.07682,4236.922973,4216.922974,4217.948615,4222.563999,4242.563999,4313.846048,4220.512717,4247.179383,4233.84605,4258.461434,4229.743486
57,0,4335.384509,4218.974256,4216.922974,4233.84605,4211.794769,4225.128102,4221.538358,4232.307589,4288.205023,4212.307589,4225.640922,4214.871692,4231.794768,4208.717846
58,0,4352.307586,4251.794768,4232.307589,4248.205024,4216.410153,4235.384512,4242.563999,4244.615281,4293.333228,4229.230666,4219.999897,4223.07682,4232.820409,4208.205025
59,0,4355.897329,4243.58964,4235.384512,4241.538358,4231.794768,4228.205025,4242.563999,4250.769127,4312.820407,4231.281948,4231.281948,4233.33323,4247.179383,4219.487076
60,0,4336.41015,4214.871692,4217.435794,4228.717845,4236.410153,4212.82041,4222.051179,4232.307589,4284.102459,4216.410153,4227.692204,4216.410153,4237.435794,4216.410153
61,0,4341.025535,4228.205025,4222.051179,4245.128101,4215.384512,4215.384512,4221.025538,4234.871691,4279.999895,4219.999897,4232.820409,4216.922974,4241.025537,4216.922974
62,0,4349.743483,4244.615281,4232.307589,4249.230665,4210.256307,4224.102461,4232.820409,4250.256306,4300.512715,4226.666563,4230.256307,4225.640922,4235.384512,4210.769128
63,0,4330.769125,4224.615281,4210.769128,4228.205025,4231.794768,4216.410153,4229.743486,4237.948614,4261.025537,4216.922974,4205.640923,4204.615282,4210.256307,4188.205026
64,0,4316.410151,4196.922974,4197.948615,4220.512717,4228.717845,4210.769128,4229.743486,4232.307589,4222.563999,4213.846051,4210.256307,4196.922974,4219.487076,4187.179385
65,0,4331.794766,4201.025538,4213.33323,4232.307589,4200.512718,4220.512717,4238.461435,4252.307588,4249.743486,4215.897333,4233.33323,4210.769128,4234.358871,4198.974256
66,0,4347.692201,4232.820409,4221.538358,4243.58964,4193.846051,4219.487076,4236.410153,4250.256306,4253.333229,4208.717846,4218.974256,4209.230666,4212.307589,4194.871692
67,0,4343.589637,4234.871691,4217.435794,4239.487076,4212.307589,4215.897333,4228.717845,4234.358871,4224.615281,4204.615282,4197.948615,4209.743487,4205.128102,4187.692205
68,0,4340.512714,4213.846051,4215.897333,4228.717845,4227.692204,4218.461435,4230.769127,4239.487076,4223.07682,4209.743487,4199.999897,4193.333231,4217.435794,4188.717846
69,0,4342.051176,4207.692205,4215.897333,4227.692204,4228.717845,4217.435794,4229.230666,4241.025537,4223.07682,4204.102461,4210.256307,4140.512719,4214.358871,4189.743487
70,0,4340.512714,4217.948615,4217.435794,4234.871691,4221.538358,4206.666564,4216.410153,4228.205025,4202.564,4190.769128,4221.538358,4116.410156,4218.974256,4197.435795
71,0,4343.589637,4228.205025,4222.563999,4238.461435,4210.256307,4209.230666,4216.410153,4228.717845,4197.948615,4197.435795,4219.487076,4129.743489,4219.999897,4202.564
72,0,4347.692201,4221.538358,4221.538358,4237.435794,4213.846051,4218.974256,4226.666563,4235.384512,4201.025538,4218.461435,4209.743487,4127.692207,4210.256307,4196.922974
73,0,4350.769124,4216.410153,4223.58964,4237.948614,4227.692204,4224.102461,4232.307589,4233.33323,4209.230666,4214.871692,4214.871692,4126.666566,4216.922974,4201.538359
74,0,4344.615278,4215.384512,4223.58964,4230.769127,4225.640922,4217.435794,4230.769127,4229.743486,4212.82041,4195.384513,4218.974256,4138.974258,4221.025538,4202.564
75,0,4333.333227,4206.153743,4217.948615,4229.743486,4213.846051,4214.358871,4227.692204,4230.256307,4190.256308,4196.410154,4200.512718,4136.410155,4201.538359,4190.769128
76,0,4338.461432,4205.128102,4218.461435,4238.974255,4207.692205,4216.410153,4226.153743,4230.769127,4176.410154,4201.538359,4199.487077,4143.589642,4200.512718,4193.333231
77,0,4353.333227,4221.538358,4225.640922,4240.512717,4202.564,4217.948615,4230.256307,4234.871691,4211.794769,4206.153743,4227.179384,4174.871693,4227.179384,4204.615282
78,0,4346.66656,4223.07682,4223.58964,4235.384512,4205.640923,4218.461435,4234.358871,4238.461435,4241.538358,4210.769128,4232.307589,4192.30759,4224.615281,4200.512718
79,0,4325.128099,4205.640923,4210.769128,4238.461435,4224.615281,4207.179384,4221.538358,4228.205025,4208.717846,4199.999897,4207.179384,4184.615282,4199.999897,4182.564
80,0,4324.102458,4210.256307,4212.82041,4244.10246,4229.743486,4206.666564,4213.846051,4218.974256,4187.179385,4203.589641,4204.615282,4187.692205,4206.153743,4179.487077
81,0,4333.333227,4217.435794,4223.58964,4233.33323,4217.948615,4227.179384,4230.256307,4229.743486,4222.051179,4224.615281,4225.128102,4211.794769,4225.640922,4196.410154
82,0,4339.999894,4210.769128,4226.666563,4225.640922,4214.358871,4232.820409,4239.999896,4238.974255,4247.179383,4216.410153,4224.102461,4222.563999,4221.025538,4203.589641
83,0,4339.999894,4214.358871,4225.640922,4237.948614,4211.794769,4215.384512,4228.717845,4231.794768,4234.871691,4197.948615,4215.897333,4214.358871,4213.846051,4190.769128
84,0,4327.179381,4220.512717,4223.07682,4244.10246,4210.256307,4213.846051,4220.512717,4226.153743,4226.153743,4201.025538,4216.922974,4210.256307,4215.384512,4180.512718
85,0,4322.051176,4206.666564,4221.025538,4231.794768,4215.384512,4221.025538,4224.615281,4232.307589,4218.974256,4195.384513,4212.82041,4215.897333,4211.794769,4186.153744
86,0,4329.230663,4187.692205,4218.974256,4219.999897,4217.435794,4215.384512,4221.538358,4235.897332,4204.102461,4179.487077,4205.128102,4216.922974,4206.666564,4189.230667
87,0,4333.333227,4209.743487,4222.563999,4235.897332,4215.384512,4207.692205,4213.33323,4230.769127,4204.615282,4193.846051,4211.794769,4215.384512,4208.717846,4185.640923
88,0,4339.487073,4234.871691,4232.307589,4252.307588,4217.435794,4216.922974,4216.922974,4230.769127,4237.435794,4228.205025,4231.281948,4223.58964,4224.102461,4192.30759
89,0,4344.615278,4218.974256,4235.897332,4239.487076,4214.871692,4227.179384,4228.717845,4240.512717,4257.948614,4230.769127,4236.922973,4233.33323,4232.820409,4201.025538
90,0,4336.922971,4201.538359,4225.128102,4226.666563,4209.743487,4226.666563,4227.179384,4241.538358,4247.179383,4205.128102,4219.487076,4232.307589,4221.538358,4201.025538
91,0,4331.281945,4216.922974,4218.461435,4240.512717,4213.846051,4213.33323,4216.922974,4233.33323,4236.922973,4197.948615,4214.358871,4228.717845,4221.025538,4196.922974
92,0,4335.384509,4227.179384,4221.538358,4248.205024,4219.487076,4208.717846,4212.82041,4229.230666,4242.563999,4203.07682,4225.640922,4227.692204,4228.717845,4192.82041
93,0,4331.281945,4206.666564,4216.410153,4229.743486,4217.435794,4221.025538,4214.358871,4228.717845,4224.615281,4197.948615,4216.922974,4220.512717,4211.794769,4186.153744
94,0,4325.128099,4192.82041,4213.33323,4224.102461,4207.179384,4229.230666,4220.512717,4229.743486,4209.743487,4200.512718,4213.846051,4217.948615,4207.179384,4184.615282
95,0,4328.717843,4207.692205,4215.384512,4241.538358,4211.281948,4216.410153,4218.461435,4228.717845,4215.384512,4195.897333,4224.102461,4219.487076,4218.461435,4186.666564
96,0,4335.384509,4222.563999,4212.82041,4247.179383,4210.769128,4215.384512,4212.307589,4227.692204,4210.256307,4186.153744,4214.871692,4217.435794,4203.07682,4184.102462
97,0,4335.89733,4212.307589,4210.769128,4232.820409,4202.051179,4228.717845,4216.922974,4233.33323,4207.692205,4202.564,4207.179384,4219.487076,4201.538359,4185.640923
98,0,4330.256304,4200.512718,4210.256307,4226.153743,4209.230666,4219.487076,4213.33323,4226.666563,4195.897333,4193.333231,4206.153743,4210.256307,4217.435794,4183.076821
99,0,4326.15374,4198.974256,4210.769128,4232.307589,4209.743487,4208.205025,4208.205025,4220.512717,4183.076821,4184.102462,4201.538359,4205.128102,4207.179384,4181.025539
100,0,4332.307586,4204.615282,4219.487076,4241.538358,4201.025538,4219.999897,4221.538358,4234.871691,4217.435794,4222.563999,4211.794769,4225.640922,4203.589641,4191.794769
101,0,4337.948612,4218.461435,4224.615281,4248.205024,4206.153743,4227.179384,4230.769127,4242.563999,4250.256306,4224.615281,4220.512717,4237.948614,4214.871692,4199.487077
102,0,4332.307586,4212.307589,4215.897333,4237.435794,4216.922974,4211.281948,4222.563999,4228.205025,4225.640922,4191.794769,4217.435794,4228.717845,4213.33323,4197.948615
103,0,4324.615279,4199.487077,4215.897333,4229.743486,4224.102461,4212.82041,4217.435794,4217.435794,4211.794769,4194.358872,4223.58964,4224.615281,4212.307589,4197.435795
104,0,4331.281945,4215.384512,4223.07682,4248.205024,4226.153743,4225.128102,4215.384512,4219.999897,4229.230666,4201.538359,4228.205025,4223.58964,4223.58964,4200.512718
105,0,4337.948612,4225.128102,4222.563999,4257.435793,4207.692205,4225.640922,4217.948615,4227.179384,4233.33323,4188.205026,4214.871692,4221.538358,4218.461435,4198.974256
106,0,4326.666561,4208.717846,4221.538358,4243.076819,4198.461436,4217.435794,4227.179384,4235.384512,4235.897332,4201.025538,4216.922974,4229.230666,4216.922974,4199.487077
107,0,4324.615279,4216.410153,4222.051179,4247.179383,4216.922974,4217.948615,4222.563999,4233.84605,4257.435793,4218.974256,4231.281948,4234.358871,4231.281948,4201.538359
108,0,4334.871689,4219.999897,4219.999897,4248.717845,4222.051179,4222.051179,4213.846051,4226.666563,4259.487075,4214.358871,4226.666563,4228.717845,4228.717845,4200.512718
109,0,4324.102458,4190.256308,4216.410153,4232.307589,4217.435794,4216.410153,4213.33323,4221.538358,4240.512717,4202.051179,4215.897333,4225.128102,4216.410153,4199.487077
110,0,4309.743484,4195.897333,4215.384512,4239.999896,4210.769128,4205.640923,4207.179384,4216.922974,4219.999897,4192.82041,4224.102461,4225.640922,4218.461435,4196.410154
111,0,4327.692202,4227.179384,4227.179384,4260.512716,4202.564,4213.846051,4211.794769,4223.58964,4239.999896,4215.384512,4242.051178,4239.487076,4234.358871,4202.564
112,0,4347.692201,4219.999897,4236.922973,4252.307588,4210.256307,4231.794768,4225.640922,4231.794768,4272.820408,4236.410153,4234.358871,4250.256306,4236.922973,4209.743487
113,0,4333.846048,4202.564,4227.692204,4241.538358,4221.025538,4232.820409,4226.666563,4233.33323,4267.179383,4215.897333,4213.846051,4240.512717,4224.102461,4206.153743
114,0,4322.051176,4216.410153,4221.025538,4256.922973,4216.922974,4221.025538,4222.051179,4232.307589,4262.563998,4203.589641,4218.974256,4235.897332,4226.153743,4198.461436
115,0,4333.846048,4222.051179,4231.281948,4266.153742,4212.82041,4218.974256,4216.410153,4227.692204,4280.512716,4225.640922,4237.948614,4243.076819,4240.512717,4202.564
116,0,4336.41015,4196.922974,4232.820409,4249.230665,4215.897333,4224.615281,4214.871692,4226.666563,4279.999895,4236.410153,4245.640922,4247.179383,4246.666563,4211.281948
117,0,4331.281945,4191.794769,4228.717845,4238.974255,4214.871692,4224.615281,4220.512717,4231.281948,4261.538357,4217.435794,4234.871691,4245.128101,4228.205025,4207.179384
118,0,4338.461432,4215.384512,4232.820409,4252.820409,4205.640923,4225.640922,4220.512717,4231.281948,4259.999896,4205.640923,4223.58964,4244.615281,4217.948615,4201.025538
119,0,4343.589637,4217.435794,4229.230666,4262.051178,4199.487077,4231.281948,4216.922974,4230.256307,4260.512716,4206.666564,4221.025538,4245.640922,4230.769127,4203.07682
120,0,4335.89733,4200.512718,4222.051179,4253.333229,4205.640923,4225.640922,4212.82041,4229.230666,4253.333229,4203.07682,4216.922974,4244.615281,4232.307589,4202.564
121,0,4335.89733,4198.974256,4224.102461,4248.205024,4210.256307,4211.794769,4203.589641,4220.512717,4246.666563,4200.512718,4217.948615,4239.487076,4225.128102,4200.512718
122,0,4339.999894,4199.999897,4226.153743,4251.281947,4203.07682,4225.128102,4207.692205,4217.435794,4243.58964,4207.179384,4225.640922,4238.974255,4229.743486,4201.538359
123,0,4343.076817,4200.512718,4226.666563,4258.461434,4201.538359,4236.410153,4224.615281,4229.230666,4255.384511,4227.179384,4229.743486,4248.717845,4235.897332,4205.640923
124,0,4343.589637,4206.666564,4232.307589,4264.61528,4202.564,4224.102461,4221.025538,4234.871691,4277.948613,4230.769127,4227.692204,4252.820409,4227.179384,4208.205025
125,0,4337.948612,4210.769128,4230.769127,4263.076819,4199.999897,4221.025538,4211.794769,4228.717845,4278.461434,4219.999897,4232.307589,4247.692204,4216.410153,4208.205025
126,0,4327.179381,4203.07682,4219.999897,4253.333229,4209.743487,4231.281948,4214.358871,4221.025538,4257.948614,4218.974256,4235.384512,4237.435794,4202.051179,4194.358872
127,0,4315.89733,4183.076821,4216.410153,4242.563999,4222.051179,4224.102461,4210.769128,4219.487076,4221.025538,4208.205025,4230.256307,4227.692204,4177.435795,4179.999898
128,0,4324.615279,4191.281949,4227.692204,4252.820409,4212.307589,4228.205025,4214.871692,4228.205025,4224.102461,4200.512718,4249.230665,4239.999896,4186.666564,4191.281949
0,0,4344.102458,4227.179384,4237.435794,4271.281947,4197.435795,4241.025537,4226.153743,4235.384512,4278.461434,4212.82041,4277.435793,4258.461434,4223.07682,4208.205025
1,0,4339.999894,4217.948615,4228.205025,4266.153742,4202.051179,4236.922973,4225.128102,4233.33323,4296.410151,4215.897333,4267.692203,4249.743486,4222.051179,4201.025538
2,0,4318.461433,4182.564,4216.410153,4251.794768,4205.128102,4229.743486,4218.461435,4229.743486,4263.076819,4223.58964,4245.128101,4236.922973,4196.410154,4187.692205
3,0,4312.307587,4190.256308,4215.384512,4253.84605,4200.512718,4227.692204,4212.307589,4220.512717,4244.615281,4236.410153,4239.487076,4235.384512,4196.922974,4185.128103
4,0,4313.846048,4205.640923,4215.384512,4258.974255,4211.281948,4222.051179,4205.128102,4212.82041,4233.33323,4208.205025,4238.974255,4233.33323,4204.615282,4185.128103
5,0,4312.307587,4202.564,4214.871692,4262.051178,4213.846051,4225.640922,4208.205025,4213.846051,4215.897333,4182.05118,4239.999896,4230.256307,4199.487077,4182.564
6,0,4320.512715,4203.07682,4216.922974,4263.076819,4203.07682,4237.948614,4217.435794,4216.922974,4227.179384,4216.410153,4246.666563,4233.33323,4198.974256,4184.102462
7,0,4329.230663,4203.589641,4218.461435,4261.538357,4209.743487,4237.948614,4218.974256,4220.512717,4250.256306,4230.256307,4249.743486,4241.538358,4204.615282,4189.230667
8,0,4325.128099,4202.051179,4218.461435,4265.128101,4223.58964,4228.717845,4215.897333,4225.640922,4249.743486,4202.051179,4247.692204,4244.10246,4204.102461,4186.666564
9,0,4325.128099,4206.153743,4222.563999,4269.743485,4222.051179,4229.230666,4223.58964,4231.281948,4251.281947,4208.205025,4247.179383,4244.615281,4202.051179,4190.256308
10,0,4332.820407,4210.256307,4229.743486,4267.179383,4209.230666,4237.948614,4232.820409,4235.897332,4277.435793,4225.128102,4252.307588,4247.179383,4212.307589,4202.051179
11,0,4328.717843,4202.564,4224.102461,4260.512716,4200.512718,4234.358871,4231.281948,4233.84605,4278.974254,4223.07682,4247.179383,4242.563999,4209.230666,4193.333231
12,0,4322.051176,4197.435795,4216.410153,4257.948614,4206.666564,4235.897332,4233.33323,4229.230666,4246.666563,4217.435794,4226.666563,4233.33323,4182.564,4177.948616
13,0,4339.999894,4213.33323,4224.102461,4267.179383,4226.153743,4244.10246,4249.743486,4241.538358,4248.205024,4210.769128,4232.307589,4243.076819,4187.179385,4193.846051
14,0,4351.281945,4222.051179,4229.230666,4270.769126,4227.692204,4240.512717,4251.281947,4250.256306,4289.230664,4196.922974,4257.435793,4255.384511,4216.410153,4212.307589
15,0,4328.205022,4198.974256,4213.33323,4261.025537,4206.666564,4229.230666,4233.84605,4238.974255,4274.87169,4197.435795,4245.640922,4239.999896,4203.07682,4194.871692
16,0,4319.487074,4192.82041,4211.281948,4258.974255,4200.512718,4238.461435,4234.358871,4237.948614,4247.179383,4224.615281,4225.128102,4228.717845,4183.589641,4185.640923
17,0,4338.974253,4207.692205,4224.102461,4266.153742,4213.33323,4234.358871,4233.33323,4239.999896,4268.205024,4234.358871,4239.999896,4240.512717,4204.102461,4202.564
18,0,4341.538355,4204.615282,4225.640922,4267.692203,4227.692204,4227.692204,4220.512717,4230.256307,4289.230664,4224.615281,4258.461434,4249.230665,4211.794769,4206.153743
19,0,4334.358868,4206.666564,4225.640922,4264.61528,4229.230666,4247.179383,4228.205025,4233.84605,4290.769126,4232.307589,4247.179383,4247.179383,4196.922974,4198.974256
20,0,4339.487073,4219.999897,4229.230666,4266.153742,4219.487076,4249.230665,4234.871691,4235.897332,4288.717844,4236.922973,4231.794768,4244.10246,4202.051179,4206.153743
21,0,4341.538355,4217.435794,4228.717845,4271.794767,4211.794769,4226.153743,4217.435794,4219.999897,4281.025536,4217.948615,4243.58964,4248.205024,4221.025538,4216.410153
22,0,4330.256304,4203.07682,4225.640922,4267.692203,4215.897333,4228.205025,4212.307589,4219.487076,4275.897331,4213.33323,4254.35887,4247.179383,4211.794769,4207.692205
23,0,4318.461433,4195.384513,4217.435794,4256.410152,4217.435794,4241.538358,4219.999897,4226.153743,4250.256306,4214.358871,4233.33323,4232.307589,4183.589641,4189.743487
24,0,4316.410151,4194.871692,4209.230666,4260.512716,4221.025538,4233.84605,4213.846051,4210.769128,4208.717846,4201.538359,4219.487076,4223.07682,4179.999898,4188.205026
25,0,4328.717843,4198.461436,4218.461435,4266.666562,4231.794768,4230.256307,4212.82041,4210.769128,4222.051179,4207.179384,4238.974255,4240.512717,4200.512718,4202.051179
26,0,4333.846048,4203.07682,4227.692204,4260.512716,4218.461435,4230.256307,4218.974256,4228.717845,4259.487075,4213.846051,4249.743486,4252.307588,4205.128102,4206.153743
27,0,4323.589638,4203.589641,4217.948615,4264.61528,4199.487077,4229.743486,4217.948615,4224.102461,4248.717845,4199.487077,4241.025537,4236.410153,4200.512718,4199.487077
28,0,4323.589638,4196.410154,4215.384512,4270.256306,4210.256307,4235.384512,4223.07682,4220.512717,4238.974255,4212.307589,4243.076819,4234.358871,4203.589641,4200.512718
29,0,4324.102458,4179.999898,4218.974256,4253.84605,4220.512717,4224.102461,4223.07682,4226.666563,4256.922973,4243.076819,4246.666563,4243.076819,4204.615282,4202.051179
30,0,4321.538356,4181.025539,4213.846051,4248.205024,4215.897333,4205.128102,4208.205025,4220.512717,4246.153742,4231.794768,4242.563999,4237.948614,4206.666564,4202.051179
31,0,4351.281945,4215.897333,4221.025538,4270.256306,4217.948615,4226.666563,4213.846051,4222.563999,4247.179383,4206.153743,4246.666563,4242.051178,4215.384512,4219.487076
32,0,4387.6922,4231.281948,4236.922973,4276.410152,4217.435794,4246.666563,4233.84605,4237.435794,4287.179382,4214.358871,4252.820409,4258.974255,4217.948615,4237.435794
33,0,4381.025534,4212.82041,4236.410153,4268.717844,4211.281948,4231.794768,4229.743486,4234.358871,4294.358869,4222.563999,4235.897332,4255.384511,4198.461436,4231.281948
34,0,4369.743483,4220.512717,4225.640922,4274.87169,4219.999897,4216.410153,4215.897333,4219.487076,4269.230665,4211.281948,4222.563999,4244.10246,4197.435795,4227.692204
35,0,4378.461431,4231.281948,4225.640922,4275.897331,4219.487076,4224.615281,4213.33323,4219.487076,4281.538357,4202.051179,4242.051178,4248.205024,4225.128102,4236.922973
36,0,4372.820406,4206.666564,4226.153743,4262.563998,4211.281948,4226.153743,4214.358871,4225.640922,4292.820408,4209.230666,4253.333229,4249.743486,4225.640922,4229.743486
37,0,4357.435791,4198.461436,4221.538358,4260.512716,4226.153743,4222.051179,4215.897333,4226.666563,4272.307588,4221.025538,4236.410153,4245.640922,4204.615282,4212.82041
38,0,4354.871688,4221.538358,4220.512717,4271.281947,4225.640922,4217.948615,4215.384512,4223.07682,4261.025537,4219.487076,4235.897332,4249.743486,4205.128102,4211.794769
39,0,4358.974252,4225.640922,4229.743486,4279.999895,4201.025538,4222.563999,4217.435794,4227.179384,4285.640921,4214.358871,4264.10246,4263.589639,4228.205025,4225.640922
40,0,4359.487073,4218.974256,4237.948614,4277.435793,4209.743487,4233.33323,4226.153743,4239.487076,4315.89733,4225.128102,4267.692203,4266.153742,4235.897332,4232.307589
41,0,4351.794765,4217.948615,4231.281948,4266.666562,4241.025537,4226.153743,4218.974256,4226.666563,4296.922972,4224.102461,4232.820409,4253.333229,4209.743487,4219.487076
42,0,4335.384509,4210.256307,4222.563999,4259.487075,4235.897332,4211.794769,4199.487077,4203.589641,4240.512717,4197.948615,4220.512717,4243.076819,4188.717846,4204.615282
43,0,4331.281945,4217.435794,4223.58964,4270.256306,4209.230666,4217.948615,4208.717846,4213.846051,4233.84605,4201.025538,4248.717845,4248.717845,4211.281948,4209.743487
44,0,4342.051176,4230.256307,4226.666563,4278.974254,4204.615282,4234.358871,4232.307589,4236.922973,4272.307588,4218.974256,4251.794768,4252.307588,4227.179384,4221.025538
45,0,4331.794766,4209.743487,4218.974256,4261.025537,4210.769128,4235.897332,4229.743486,4232.307589,4251.281947,4190.256308,4219.999897,4237.948614,4196.410154,4204.102461
46,0,4307.179382,4181.025539,4210.256307,4244.10246,4214.871692,4228.205025,4217.435794,4217.435794,4196.922974,4176.410154,4210.769128,4225.640922,4174.871693,4181.025539
47,0,4305.1281,4194.358872,4210.769128,4257.435793,4216.410153,4219.487076,4213.846051,4216.922974,4193.846051,4210.256307,4229.743486,4230.256307,4188.205026,4188.717846
48,0,4315.89733,4222.051179,4212.307589,4272.307588,4212.307589,4214.871692,4206.666564,4213.846051,4207.692205,4212.307589,4233.84605,4235.384512,4196.410154,4206.153743
49,0,4311.794766,4210.256307,4210.256307,4261.025537,4214.358871,4217.435794,4203.07682,4207.692205,4190.769128,4189.743487,4228.717845,4226.153743,4199.487077,4198.974256
50,0,4317.435792,4192.82041,4222.051179,4257.948614,4218.461435,4229.230666,4212.82041,4214.358871,4204.102461,4199.999897,4243.076819,4228.717845,4212.82041,4197.948615
51,0,4342.051176,4211.281948,4233.33323,4268.205024,4213.846051,4232.820409,4216.410153,4220.512717,4235.897332,4206.153743,4251.794768,4245.640922,4213.33323,4214.358871
52,0,4335.89733,4222.563999,4222.563999,4256.922973,4204.615282,4232.307589,4212.82041,4215.897333,4224.102461,4190.256308,4237.435794,4241.538358,4200.512718,4211.794769
53,0,4309.743484,4208.205025,4216.410153,4247.692204,4201.025538,4230.256307,4216.922974,4214.871692,4198.974256,4194.871692,4227.692204,4227.692204,4201.538359,4198.461436
54,0,4306.153741,4199.487077,4222.051179,4263.076819,4203.07682,4225.640922,4217.948615,4214.871692,4204.615282,4210.256307,4228.717845,4229.230666,4206.666564,4199.487077
55,0,4314.871689,4206.666564,4219.487076,4267.692203,4208.205025,4220.512717,4208.205025,4204.615282,4203.07682,4199.487077,4231.281948,4233.84605,4208.717846,4200.512718
56,0,4313.333228,4212.82041,4214.358871,4252.307588,4221.025538,4226.153743,4203.589641,4201.025538,4194.871692,4185.128103,4239.999896,4231.794768,4214.871692,4198.461436
