title:K                                                                               , recorded:02.07.20 11.38.28, sampling:128, subject:K                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
79,0,4163.076821,4183.589641,4204.102461,4252.307588,4130.256309,4179.487077,4192.82041,4211.794769,4170.256308,4169.230667,4205.128102,4202.564,3963.076826,4129.230668
80,0,4138.461437,4185.128103,4193.333231,4234.358871,4127.692207,4164.615283,4191.794769,4213.846051,4169.743488,4147.692206,4213.846051,4200.512718,3974.871698,4118.461438
81,0,4137.435796,4152.820411,4209.743487,4189.230667,4114.871694,4125.128104,4177.948616,4203.589641,4164.615283,4112.820412,4205.128102,4189.230667,3957.948621,4123.589643
82,0,4152.307591,4129.230668,4210.769128,4203.589641,4123.589643,4159.999898,4186.153744,4215.384512,4181.025539,4145.640924,4209.743487,4195.384513,3954.358878,4124.102463
83,0,4142.051181,4141.02554,4192.82041,4235.384512,4154.358873,4191.794769,4196.410154,4225.128102,4194.358872,4194.871692,4221.538358,4203.589641,3969.743493,4125.128104
84,0,4153.846052,4166.666565,4211.794769,4247.179383,4155.384514,4187.692205,4193.846051,4216.922974,4184.615282,4184.615282,4218.974256,4203.589641,3972.820416,4137.948617
85,0,4171.79477,4172.820411,4222.051179,4240.512717,4134.871694,4161.53836,4189.743487,4211.794769,4168.717847,4151.28195,4215.384512,4201.025538,3960.512724,4141.02554
86,0,4146.666565,4137.435796,4203.589641,4206.666564,4141.02554,4124.102463,4188.717846,4212.82041,4168.205026,4154.871693,4210.256307,4197.948615,3958.974262,4125.640925
87,0,4131.794771,4108.205028,4228.205025,4190.256308,4158.461437,4144.615283,4197.948615,4223.58964,4193.846051,4185.128103,4218.974256,4210.256307,3968.205031,4124.615284
88,0,4147.692206,4155.897334,4234.358871,4239.487076,4152.820411,4208.717846,4210.769128,4234.871691,4206.153743,4178.974257,4241.538358,4223.07682,3973.333236,4141.02554
89,0,4148.717847,4206.153743,4183.589641,4286.666562,4152.820411,4220.512717,4205.128102,4225.640922,4193.333231,4168.717847,4243.076819,4217.948615,3975.897339,4151.79477
90,0,4151.79477,4186.666564,4186.153744,4274.35887,4168.205026,4184.102462,4189.230667,4211.281948,4191.281949,4194.358872,4225.640922,4214.871692,3973.846057,4157.948616
91,0,4170.769129,4165.640924,4224.615281,4263.076819,4171.79477,4180.512718,4195.384513,4217.948615,4201.538359,4202.051179,4225.640922,4225.640922,3971.281954,4158.974257
92,0,4165.640924,4155.384514,4192.82041,4263.589639,4168.205026,4191.794769,4205.640923,4223.58964,4191.281949,4173.333231,4228.717845,4213.33323,3968.717852,4144.102463
93,0,4139.999899,4138.461437,4187.179385,4221.538358,4172.820411,4170.769129,4196.410154,4211.281948,4174.871693,4182.05118,4207.179384,4183.076821,3962.051185,4124.615284
94,0,4144.615283,4153.846052,4245.640922,4190.769128,4169.743488,4134.871694,4183.589641,4204.615282,4170.256308,4193.846051,4196.922974,4184.615282,3950.256314,4118.461438
95,0,4178.461436,4159.999898,4245.640922,4238.974255,4163.076821,4148.205027,4192.82041,4217.435794,4177.435795,4161.53836,4216.410153,4210.256307,3953.333237,4122.051181
96,0,4176.410154,4159.487078,4190.256308,4306.666561,4163.076821,4218.461435,4216.922974,4236.922973,4201.025538,4167.692206,4225.128102,4221.025538,3963.589647,4134.871694
97,0,4139.487078,4186.666564,4196.410154,4288.205023,4155.384514,4229.743486,4220.512717,4235.897332,4202.564,4203.07682,4210.769128,4208.717846,3955.384519,4147.179386
98,0,4144.102463,4178.461436,4207.692205,4241.538358,4162.564001,4179.487077,4205.640923,4228.205025,4183.076821,4210.769128,4211.794769,4199.487077,3951.281955,4144.102463
99,0,4162.05118,4150.256309,4164.102462,4255.897332,4182.564,4178.461436,4206.666564,4238.461435,4198.974256,4213.846051,4226.666563,4205.128102,3963.076826,4139.999899
100,0,4164.102462,4157.435796,4194.871692,4253.333229,4176.922975,4208.205025,4216.922974,4247.179383,4223.58964,4207.179384,4226.153743,4216.410153,3971.794775,4155.384514
101,0,4171.281949,4163.076821,4249.743486,4218.974256,4161.025539,4193.333231,4215.897333,4240.512717,4211.281948,4186.153744,4225.128102,4217.948615,3965.128108,4159.999898
102,0,4156.410155,4152.820411,4186.666564,4237.948614,4162.564001,4165.640924,4208.205025,4231.281948,4190.769128,4186.666564,4222.051179,4211.281948,3944.615288,4137.948617
103,0,4147.692206,4138.974258,4172.30759,4256.410152,4158.974257,4178.974257,4210.256307,4233.33323,4196.922974,4202.051179,4216.922974,4218.974256,3935.89734,4138.461437
104,0,4175.384513,4134.871694,4247.179383,4257.435793,4148.717847,4203.07682,4220.512717,4241.538358,4210.769128,4207.179384,4232.307589,4231.794768,3948.717852,4168.717847
105,0,4169.743488,4175.897334,4221.025538,4272.307588,4172.820411,4208.205025,4227.692204,4246.666563,4214.871692,4196.410154,4235.897332,4220.512717,3958.461442,4173.846052
106,0,4153.333232,4194.358872,4178.461436,4251.794768,4198.974256,4208.717846,4222.563999,4249.743486,4217.435794,4205.128102,4222.051179,4214.358871,3962.051185,4167.692206
107,0,4187.179385,4164.615283,4229.743486,4229.743486,4167.692206,4193.333231,4211.281948,4247.692204,4217.435794,4237.948614,4230.769127,4232.307589,3980.512723,4179.999898
108,0,4198.461436,4187.692205,4240.512717,4275.897331,4140.512719,4187.692205,4208.717846,4246.666563,4213.846051,4240.512717,4247.692204,4248.205024,3998.974261,4191.794769
109,0,4193.333231,4217.435794,4214.871692,4290.769126,4168.717847,4210.769128,4219.999897,4254.871691,4214.358871,4220.512717,4250.769127,4255.384511,4007.179389,4211.281948
110,0,4215.384512,4192.30759,4224.102461,4259.487075,4196.410154,4190.769128,4217.435794,4255.384511,4214.871692,4222.051179,4258.461434,4256.922973,4014.871697,4230.769127
111,0,4230.256307,4195.897333,4235.384512,4273.333229,4170.769129,4157.435796,4203.07682,4245.640922,4208.205025,4229.230666,4268.205024,4255.897332,4016.410158,4232.307589
112,0,4240.512717,4232.307589,4259.999896,4305.1281,4144.102463,4196.410154,4205.640923,4245.128101,4211.794769,4238.974255,4270.256306,4265.128101,4030.256312,4245.640922
113,0,4257.948614,4225.128102,4274.35887,4290.769126,4165.640924,4221.538358,4213.33323,4245.640922,4219.487076,4251.794768,4268.717844,4270.256306,4047.179388,4266.153742
114,0,4244.615281,4191.794769,4245.640922,4263.589639,4193.846051,4177.435795,4203.589641,4233.33323,4204.615282,4228.717845,4258.461434,4252.307588,4014.871697,4254.871691
115,0,4213.846051,4190.256308,4226.153743,4270.769126,4187.692205,4158.974257,4197.948615,4223.58964,4186.153744,4196.410154,4243.076819,4235.384512,3972.820416,4231.794768
116,0,4224.102461,4212.82041,4255.897332,4279.487075,4152.820411,4192.82041,4209.743487,4229.230666,4193.333231,4195.384513,4241.538358,4247.179383,3988.205031,4231.281948
117,0,4259.999896,4235.897332,4277.435793,4285.640921,4159.487078,4215.384512,4217.948615,4242.051178,4207.692205,4207.179384,4250.256306,4269.743485,4009.230671,4242.051178
118,0,4257.435793,4231.281948,4263.589639,4290.769126,4189.230667,4200.512718,4210.769128,4242.563999,4202.564,4219.999897,4248.205024,4262.563998,3991.794774,4246.153742
119,0,4219.999897,4198.974256,4231.794768,4269.230665,4171.79477,4169.743488,4195.897333,4227.179384,4189.230667,4218.974256,4234.358871,4231.281948,3983.589646,4237.948614
120,0,4213.33323,4189.743487,4225.128102,4244.615281,4161.53836,4163.076821,4193.333231,4222.051179,4187.692205,4222.051179,4233.84605,4232.307589,3987.69221,4226.666563
121,0,4239.999896,4218.974256,4270.769126,4263.076819,4188.717846,4195.897333,4214.358871,4238.974255,4207.692205,4239.999896,4246.153742,4258.974255,3983.589646,4219.999897
122,0,4235.897332,4225.128102,4251.281947,4305.1281,4193.333231,4203.589641,4219.487076,4239.487076,4211.794769,4215.384512,4232.307589,4242.563999,3975.384518,4206.666564
123,0,4201.538359,4199.487077,4183.076821,4294.87169,4181.538359,4168.205026,4194.871692,4216.410153,4188.717846,4181.538359,4209.230666,4205.640923,3956.92298,4194.871692
124,0,4196.410154,4198.974256,4208.717846,4242.051178,4175.384513,4173.333231,4200.512718,4217.435794,4186.153744,4201.538359,4227.179384,4222.051179,3947.692211,4201.538359
125,0,4201.025538,4210.769128,4249.230665,4235.897332,4175.384513,4201.538359,4224.102461,4233.84605,4201.538359,4216.922974,4251.794768,4251.794768,3960.512724,4199.999897
126,0,4191.794769,4176.410154,4220.512717,4264.10246,4187.692205,4189.230667,4217.435794,4236.922973,4205.128102,4230.769127,4237.435794,4237.435794,3959.487083,4173.333231
127,0,4174.871693,4153.846052,4201.025538,4251.281947,4176.922975,4176.922975,4210.256307,4235.897332,4211.794769,4269.743485,4223.58964,4223.07682,3950.256314,4162.564001
128,0,4181.025539,4190.256308,4223.07682,4225.128102,4157.948616,4211.281948,4222.563999,4242.563999,4219.487076,4254.35887,4233.84605,4235.897332,3963.076826,4185.128103
0,0,4196.410154,4198.461436,4225.640922,4232.307589,4194.358872,4213.33323,4213.33323,4233.33323,4206.666564,4200.512718,4233.33323,4230.769127,3971.281954,4191.281949
1,0,4186.153744,4166.666565,4211.281948,4246.153742,4222.051179,4179.999898,4201.025538,4218.461435,4197.948615,4221.025538,4224.615281,4212.307589,3954.871698,4174.358872
2,0,4162.564001,4177.948616,4181.025539,4275.384511,4175.384513,4178.974257,4207.692205,4221.025538,4202.564,4254.871691,4229.230666,4214.358871,3941.025545,4172.30759
3,0,4152.307591,4186.666564,4167.692206,4282.563998,4153.846052,4177.948616,4207.692205,4223.58964,4192.82041,4205.640923,4229.230666,4217.435794,3939.487083,4167.692206
4,0,4171.281949,4159.999898,4213.846051,4221.025538,4185.640923,4186.153744,4210.256307,4220.512717,4192.30759,4191.794769,4229.743486,4217.435794,3953.333237,4156.410155
5,0,4188.205026,4168.717847,4218.974256,4208.205025,4198.974256,4195.384513,4211.794769,4216.922974,4197.435795,4251.794768,4229.230666,4216.922974,3948.717852,4157.948616
6,0,4170.256308,4192.30759,4174.358872,4269.230665,4193.333231,4196.922974,4203.589641,4222.563999,4195.384513,4252.820409,4222.563999,4213.846051,3932.820417,4159.487078
7,0,4152.820411,4177.435795,4176.410154,4277.948613,4179.999898,4209.743487,4208.717846,4228.205025,4201.025538,4207.179384,4216.922974,4215.384512,3939.999904,4155.897334
8,0,4157.948616,4171.79477,4190.769128,4249.743486,4183.589641,4205.640923,4213.33323,4219.999897,4202.564,4216.410153,4207.692205,4208.205025,3934.871699,4151.28195
9,0,4165.128103,4183.589641,4172.820411,4245.640922,4208.717846,4198.461436,4207.179384,4220.512717,4203.07682,4243.076819,4205.640923,4195.897333,3923.076827,4145.640924
10,0,4164.615283,4165.640924,4186.153744,4236.922973,4198.461436,4202.564,4209.743487,4230.769127,4204.102461,4222.051179,4217.435794,4194.871692,3936.41016,4145.128104
11,0,4167.179385,4147.692206,4231.281948,4223.58964,4181.538359,4180.512718,4208.717846,4227.179384,4190.769128,4199.487077,4221.538358,4199.487077,3932.307596,4144.102463
12,0,4169.743488,4174.358872,4217.948615,4248.205024,4209.230666,4175.384513,4208.205025,4224.615281,4193.846051,4211.281948,4209.743487,4205.640923,3923.589648,4137.435796
13,0,4161.025539,4191.794769,4174.871693,4271.794767,4212.82041,4201.025538,4214.871692,4231.794768,4213.33323,4219.999897,4204.102461,4206.153743,3942.051186,4137.435796
14,0,4159.487078,4177.948616,4169.230667,4254.871691,4176.410154,4191.281949,4211.281948,4228.717845,4205.640923,4217.435794,4202.051179,4195.897333,3935.89734,4135.384514
15,0,4170.256308,4186.666564,4195.384513,4246.666563,4177.435795,4197.435795,4213.33323,4234.358871,4204.102461,4242.051178,4216.410153,4205.128102,3920.512725,4142.051181
16,0,4193.333231,4181.025539,4222.563999,4244.615281,4193.846051,4213.33323,4221.025538,4242.051178,4216.922974,4253.333229,4229.230666,4223.58964,3941.025545,4165.640924
17,0,4189.230667,4153.846052,4221.538358,4229.743486,4189.230667,4172.820411,4212.307589,4230.769127,4203.589641,4224.615281,4211.794769,4216.922974,3948.717852,4165.640924
18,0,4170.769129,4173.333231,4197.948615,4233.33323,4199.487077,4176.410154,4210.769128,4226.666563,4203.07682,4232.820409,4201.538359,4210.769128,3936.41016,4140.512719
19,0,4172.30759,4210.769128,4185.128103,4257.435793,4211.281948,4232.307589,4221.025538,4239.487076,4224.615281,4270.256306,4216.922974,4218.974256,3946.15375,4139.999899
20,0,4171.281949,4187.179385,4194.871692,4248.205024,4195.897333,4219.487076,4214.871692,4236.410153,4213.846051,4239.487076,4221.538358,4214.871692,3948.717852,4146.153745
21,0,4165.128103,4136.410155,4207.692205,4225.640922,4184.102462,4181.025539,4205.640923,4217.948615,4190.256308,4186.666564,4210.256307,4211.281948,3930.769135,4134.358873
22,0,4176.922975,4141.02554,4231.794768,4238.974255,4196.410154,4185.640923,4206.666564,4215.897333,4196.922974,4218.461435,4214.871692,4225.128102,3936.41016,4139.487078
23,0,4181.538359,4190.769128,4225.640922,4251.281947,4216.922974,4194.871692,4202.564,4225.128102,4211.794769,4265.640921,4229.230666,4232.307589,3960.512724,4164.615283
24,0,4173.846052,4209.743487,4189.743487,4246.666563,4227.179384,4207.692205,4206.666564,4233.33323,4217.948615,4254.35887,4229.230666,4234.358871,3972.820416,4173.846052
25,0,4174.871693,4181.538359,4179.999898,4247.179383,4223.58964,4199.487077,4209.230666,4229.230666,4215.897333,4250.256306,4215.897333,4230.256307,3953.846057,4163.076821
26,0,4171.281949,4159.999898,4192.30759,4239.487076,4218.461435,4165.128103,4197.435795,4218.461435,4201.538359,4259.999896,4208.205025,4216.922974,3929.230673,4147.179386
27,0,4172.820411,4171.79477,4208.717846,4231.281948,4207.179384,4166.666565,4199.999897,4224.102461,4194.358872,4227.692204,4223.07682,4218.461435,3942.051186,4147.692206
28,0,4190.256308,4179.999898,4223.07682,4241.025537,4204.102461,4213.846051,4219.999897,4242.051178,4212.82041,4223.07682,4237.948614,4237.948614,3976.92298,4169.230667
29,0,4188.717846,4175.384513,4218.974256,4250.256306,4226.153743,4243.076819,4230.769127,4252.307588,4234.358871,4267.179383,4234.358871,4241.025537,3976.410159,4173.333231
30,0,4166.153744,4172.30759,4192.82041,4248.205024,4253.333229,4205.640923,4214.871692,4245.128101,4226.666563,4264.61528,4221.538358,4222.051179,3952.307596,4150.256309
31,0,4172.30759,4171.79477,4191.281949,4245.128101,4239.487076,4176.922975,4203.589641,4233.84605,4211.794769,4244.615281,4214.871692,4215.384512,3957.948621,4149.230668
32,0,4188.205026,4171.281949,4212.82041,4248.717845,4190.256308,4208.717846,4217.435794,4229.743486,4213.33323,4238.974255,4215.384512,4219.487076,3968.205031,4170.256308
33,0,4185.640923,4169.230667,4205.128102,4254.871691,4194.358872,4211.794769,4221.025538,4226.666563,4207.179384,4210.256307,4218.461435,4214.358871,3968.205031,4170.256308
34,0,4180.512718,4177.948616,4195.384513,4238.974255,4238.461435,4182.05118,4207.692205,4222.051179,4198.461436,4219.999897,4219.487076,4215.384512,3976.410159,4167.179385
35,0,4180.512718,4173.333231,4209.230666,4208.205025,4243.58964,4189.230667,4204.102461,4215.897333,4200.512718,4255.384511,4206.153743,4216.410153,3974.358877,4168.205026
36,0,4173.333231,4157.948616,4214.358871,4214.871692,4241.538358,4210.769128,4210.256307,4215.384512,4200.512718,4236.410153,4198.974256,4210.256307,3967.692211,4156.922975
37,0,4171.281949,4166.153744,4205.640923,4246.666563,4251.281947,4210.256307,4216.922974,4223.07682,4201.025538,4214.871692,4214.358871,4209.230666,3976.410159,4154.871693
38,0,4168.205026,4159.487078,4191.281949,4233.33323,4239.999896,4183.076821,4210.256307,4217.435794,4197.435795,4213.846051,4204.102461,4202.564,3963.076826,4151.28195
39,0,4163.076821,4133.333232,4169.230667,4208.205025,4229.743486,4173.846052,4197.435795,4203.589641,4184.615282,4211.794769,4179.487077,4192.30759,3935.384519,4140.512719
40,0,4163.589642,4137.435796,4168.717847,4228.205025,4249.743486,4201.025538,4201.025538,4207.179384,4182.05118,4209.230666,4198.974256,4205.128102,3947.179391,4148.205027
41,0,4161.53836,4155.897334,4196.410154,4233.33323,4245.128101,4195.897333,4204.102461,4217.435794,4185.640923,4204.102461,4220.512717,4219.487076,3965.128108,4156.410155
42,0,4165.640924,4162.05118,4209.743487,4209.230666,4215.897333,4173.846052,4196.410154,4214.871692,4187.179385,4221.025538,4205.640923,4213.33323,3963.076826,4156.922975
43,0,4188.205026,4167.692206,4198.974256,4218.974256,4221.538358,4215.897333,4206.153743,4214.871692,4202.051179,4258.974255,4205.640923,4217.948615,3971.794775,4169.230667
44,0,4185.640923,4153.846052,4184.615282,4241.538358,4256.922973,4228.717845,4211.794769,4215.897333,4210.769128,4257.948614,4214.871692,4218.461435,3976.410159,4171.79477
45,0,4158.974257,4136.410155,4182.05118,4229.743486,4276.410152,4168.205026,4195.897333,4209.743487,4199.487077,4219.999897,4200.512718,4197.435795,3965.128108,4150.256309
46,0,4166.666565,4154.358873,4188.205026,4216.410153,4246.666563,4174.358872,4201.025538,4214.358871,4199.999897,4212.82041,4203.589641,4195.384513,3974.871698,4145.128104
47,0,4183.589641,4159.999898,4187.692205,4209.230666,4227.179384,4210.769128,4213.33323,4221.538358,4206.666564,4229.230666,4220.512717,4204.615282,3988.717851,4159.487078
48,0,4173.846052,4130.76913,4190.769128,4193.333231,4262.051178,4208.717846,4211.794769,4223.07682,4207.179384,4247.692204,4212.82041,4203.07682,3986.153749,4168.205026
49,0,4167.179385,4127.692207,4194.871692,4216.922974,4295.897331,4216.410153,4213.33323,4228.717845,4208.205025,4269.230665,4210.769128,4207.179384,3995.897338,4170.769129
50,0,4179.487077,4154.871693,4192.30759,4244.615281,4291.281946,4217.948615,4214.871692,4231.281948,4205.640923,4259.487075,4223.58964,4216.922974,4010.256312,4169.230667
51,0,4186.666564,4166.153744,4194.871692,4220.512717,4251.281947,4201.538359,4211.281948,4227.692204,4208.205025,4223.58964,4225.128102,4215.384512,4008.20503,4171.281949
52,0,4190.769128,4147.179386,4204.615282,4205.640923,4224.102461,4206.153743,4210.769128,4224.615281,4217.948615,4211.794769,4213.846051,4211.794769,3996.410159,4171.79477
53,0,4193.846051,4134.871694,4213.846051,4236.922973,4259.487075,4219.999897,4214.871692,4226.153743,4216.922974,4253.333229,4211.281948,4220.512717,3998.461441,4167.692206
54,0,4198.461436,4152.820411,4222.051179,4236.410153,4316.410151,4222.051179,4221.538358,4231.794768,4213.33323,4288.205023,4225.128102,4231.794768,4014.358876,4178.461436
55,0,4197.948615,4156.922975,4223.07682,4193.333231,4305.1281,4224.615281,4223.07682,4231.794768,4218.461435,4270.769126,4234.358871,4234.871691,4019.487081,4190.256308
56,0,4185.640923,4128.717848,4204.102461,4188.717846,4243.076819,4198.974256,4210.769128,4217.948615,4205.128102,4237.948614,4224.615281,4227.179384,4004.102466,4176.922975
57,0,4176.922975,4123.076822,4191.281949,4221.025538,4227.179384,4169.230667,4203.589641,4211.281948,4189.743487,4221.538358,4214.871692,4225.128102,3997.94862,4163.076821
58,0,4189.743487,4159.487078,4205.640923,4228.205025,4260.512716,4206.153743,4213.846051,4224.102461,4208.717846,4237.948614,4221.025538,4232.820409,4009.230671,4172.820411
59,0,4196.410154,4171.79477,4213.846051,4201.025538,4299.999895,4232.820409,4217.435794,4224.102461,4217.948615,4252.820409,4221.538358,4226.666563,4005.640928,4173.333231
60,0,4187.692205,4157.948616,4210.256307,4187.692205,4302.051177,4201.025538,4209.743487,4215.384512,4202.051179,4234.358871,4212.82041,4217.435794,3998.974261,4164.102462
61,0,4188.205026,4170.256308,4222.563999,4213.33323,4258.974255,4196.410154,4208.717846,4224.615281,4202.051179,4228.717845,4221.025538,4228.205025,4006.153748,4175.897334
62,0,4194.871692,4183.076821,4227.692204,4238.461435,4237.435794,4226.666563,4213.33323,4229.743486,4214.871692,4246.666563,4231.794768,4236.410153,4010.769133,4186.153744
63,0,4191.281949,4170.769129,4205.128102,4218.461435,4272.307588,4216.922974,4209.230666,4216.922974,4206.153743,4255.897332,4222.563999,4222.563999,4006.666569,4173.333231
64,0,4184.615282,4158.974257,4195.897333,4188.717846,4296.922972,4185.640923,4200.512718,4212.307589,4196.410154,4248.717845,4203.589641,4207.179384,3997.4358,4157.435796
65,0,4184.102462,4157.948616,4201.538359,4204.102461,4271.281947,4189.230667,4205.128102,4215.384512,4196.922974,4233.84605,4200.512718,4204.102461,3991.281954,4149.230668
66,0,4186.666564,4163.589642,4206.153743,4219.487076,4253.84605,4203.07682,4212.82041,4218.461435,4198.461436,4232.307589,4219.999897,4219.999897,4010.769133,4165.128103
67,0,4191.281949,4178.974257,4226.666563,4198.974256,4277.948613,4211.281948,4213.33323,4229.743486,4213.33323,4251.794768,4235.897332,4250.769127,4040.512722,4201.538359
68,0,4185.128103,4166.666565,4231.794768,4192.82041,4284.102459,4197.435795,4204.102461,4225.128102,4218.461435,4245.640922,4233.33323,4250.769127,4032.820414,4199.999897
69,0,4180.512718,4146.666565,4202.564,4219.999897,4268.717844,4171.79477,4199.999897,4208.205025,4198.974256,4225.640922,4229.743486,4227.692204,4013.333235,4171.281949
70,0,4190.769128,4177.435795,4199.487077,4231.281948,4282.563998,4191.281949,4212.307589,4219.999897,4202.051179,4258.461434,4236.410153,4232.307589,4026.153748,4178.461436
71,0,4200.512718,4193.846051,4228.717845,4221.025538,4294.87169,4234.871691,4227.179384,4241.025537,4220.512717,4294.358869,4236.922973,4251.281947,4036.410158,4196.922974
72,0,4198.974256,4169.230667,4239.999896,4212.82041,4284.61528,4237.435794,4227.179384,4235.384512,4213.33323,4267.179383,4235.384512,4248.717845,4025.128107,4192.30759
73,0,4198.461436,4161.025539,4228.717845,4207.692205,4284.102459,4205.640923,4215.897333,4218.461435,4196.410154,4229.230666,4233.84605,4229.743486,4017.94862,4188.717846
74,0,4191.281949,4166.666565,4219.487076,4213.33323,4274.87169,4201.025538,4208.205025,4209.230666,4192.30759,4229.230666,4222.563999,4215.897333,4019.487081,4187.179385
75,0,4185.128103,4158.461437,4215.384512,4213.846051,4269.743485,4199.999897,4207.692205,4206.666564,4188.717846,4244.615281,4211.281948,4213.846051,4014.358876,4172.820411
76,0,4192.82041,4162.564001,4216.410153,4201.025538,4305.1281,4179.487077,4212.82041,4210.769128,4192.82041,4263.589639,4214.871692,4221.538358,4015.384517,4172.820411
77,0,4204.615282,4184.615282,4228.717845,4204.615282,4322.563997,4205.128102,4224.102461,4224.615281,4214.358871,4281.538357,4229.743486,4234.358871,4030.256312,4193.846051
78,0,4199.999897,4168.205026,4233.84605,4213.846051,4277.948613,4241.025537,4227.692204,4232.820409,4218.974256,4266.666562,4228.717845,4237.948614,4034.871696,4196.922974
79,0,4191.794769,4141.02554,4229.743486,4214.358871,4261.025537,4227.692204,4221.538358,4229.230666,4204.102461,4235.897332,4222.051179,4232.307589,4032.820414,4184.102462
80,0,4201.025538,4168.717847,4229.743486,4223.58964,4279.999895,4211.794769,4217.435794,4222.051179,4202.051179,4231.281948,4231.794768,4231.794768,4035.897337,4183.076821
