title:P                                                                               , recorded:02.07.20 10.47.57, sampling:128, subject:N                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
121,0,4209.230666,4202.051179,4201.025538,4205.640923,4216.922974,4204.615282,4212.82041,4201.538359,4262.051178,4171.281949,4184.102462,4125.640925,4208.205025,4250.769127
122,0,4211.281948,4200.512718,4203.07682,4207.692205,4221.538358,4203.07682,4213.846051,4201.025538,4261.538357,4177.435795,4182.05118,4126.666566,4214.871692,4255.897332
123,0,4206.153743,4195.897333,4201.025538,4207.179384,4223.58964,4199.487077,4212.307589,4198.974256,4257.435793,4169.743488,4184.615282,4127.179386,4210.769128,4251.794768
124,0,4205.128102,4199.999897,4201.025538,4204.102461,4221.025538,4198.974256,4214.358871,4199.999897,4258.461434,4165.128103,4182.564,4128.205027,4209.230666,4251.281947
125,0,4202.564,4195.897333,4198.461436,4202.051179,4212.307589,4195.897333,4209.743487,4193.333231,4256.922973,4167.692206,4171.79477,4122.564002,4204.102461,4246.153742
126,0,4199.487077,4189.230667,4195.384513,4201.538359,4213.846051,4193.846051,4200.512718,4184.102462,4256.410152,4169.230667,4167.692206,4117.948617,4198.974256,4238.974255
127,0,4208.205025,4194.871692,4199.999897,4207.692205,4223.07682,4199.487077,4206.666564,4190.256308,4262.563998,4168.205026,4173.333231,4123.076822,4207.692205,4246.666563
128,0,4214.871692,4203.07682,4204.615282,4211.794769,4222.563999,4204.102461,4217.435794,4202.051179,4266.153742,4169.230667,4172.820411,4128.205027,4219.999897,4254.35887
0,0,4207.692205,4206.666564,4202.051179,4206.666564,4216.922974,4202.564,4216.410153,4204.102461,4264.61528,4173.846052,4166.666565,4124.102463,4218.461435,4247.179383
1,0,4208.717846,4205.640923,4201.025538,4208.717846,4218.974256,4201.538359,4210.256307,4203.07682,4264.10246,4168.205026,4167.179385,4121.538361,4205.640923,4242.051178
2,0,4215.897333,4198.974256,4203.07682,4214.358871,4218.974256,4201.025538,4212.307589,4202.051179,4262.563998,4153.846052,4169.743488,4129.230668,4200.512718,4249.230665
3,0,4210.769128,4198.461436,4203.589641,4213.33323,4218.974256,4200.512718,4215.897333,4201.538359,4258.461434,4152.820411,4166.153744,4135.384514,4207.692205,4251.281947
4,0,4208.205025,4205.128102,4209.743487,4213.33323,4228.205025,4203.589641,4215.897333,4204.102461,4262.051178,4168.205026,4167.179385,4135.897335,4216.922974,4249.230665
5,0,4212.82041,4204.102461,4216.410153,4216.410153,4227.692204,4204.102461,4216.922974,4204.615282,4267.692203,4173.846052,4168.717847,4136.922976,4218.974256,4250.769127
6,0,4207.692205,4198.974256,4208.205025,4214.358871,4216.410153,4198.974256,4212.82041,4201.538359,4264.10246,4159.999898,4159.999898,4137.948617,4215.897333,4250.769127
7,0,4198.974256,4197.435795,4199.487077,4210.769128,4217.435794,4197.948615,4205.128102,4198.461436,4261.025537,4149.743488,4154.358873,4135.897335,4215.384512,4248.717845
8,0,4200.512718,4198.461436,4200.512718,4207.692205,4211.794769,4201.538359,4201.025538,4192.82041,4257.435793,4152.307591,4156.922975,4136.410155,4215.384512,4248.205024
9,0,4202.051179,4198.461436,4201.025538,4203.07682,4198.461436,4198.461436,4200.512718,4185.128103,4253.84605,4152.820411,4157.948616,4142.564001,4209.230666,4248.205024
10,0,4197.948615,4189.230667,4200.512718,4198.974256,4211.794769,4198.461436,4206.153743,4184.102462,4261.025537,4151.28195,4155.384514,4146.153745,4198.461436,4246.153742
11,0,4195.897333,4189.743487,4199.999897,4204.615282,4229.230666,4207.179384,4213.33323,4188.205026,4267.692203,4150.256309,4151.28195,4147.692206,4195.897333,4244.615281
12,0,4201.025538,4210.769128,4201.025538,4216.410153,4222.563999,4207.179384,4210.256307,4186.666564,4260.512716,4141.53836,4147.692206,4149.743488,4199.487077,4250.769127
13,0,4211.281948,4223.07682,4212.307589,4221.025538,4220.512717,4201.538359,4202.564,4180.512718,4255.384511,4135.384514,4148.717847,4156.922975,4198.974256,4265.640921
14,0,4217.948615,4223.07682,4221.025538,4218.974256,4226.666563,4201.538359,4202.564,4174.358872,4254.35887,4137.948617,4153.846052,4166.666565,4199.999897,4276.410152
15,0,4215.384512,4228.205025,4215.897333,4217.435794,4215.384512,4196.410154,4198.974256,4169.743488,4246.153742,4132.820412,4152.307591,4168.205026,4201.538359,4275.384511
16,0,4213.33323,4232.820409,4214.358871,4219.999897,4207.692205,4193.333231,4195.384513,4169.230667,4245.128101,4128.205027,4153.333232,4168.717847,4203.07682,4274.87169
17,0,4219.999897,4228.717845,4218.974256,4220.512717,4216.410153,4203.589641,4199.487077,4169.743488,4250.256306,4135.897335,4155.384514,4170.769129,4205.128102,4278.461434
18,0,4229.743486,4228.205025,4221.538358,4223.07682,4221.025538,4213.33323,4202.564,4171.281949,4250.256306,4140.512719,4155.384514,4172.820411,4206.153743,4278.974254
19,0,4232.820409,4230.769127,4224.102461,4230.256307,4221.538358,4212.82041,4205.128102,4177.948616,4255.384511,4138.974258,4161.025539,4178.974257,4209.230666,4278.461434
20,0,4231.794768,4229.230666,4227.692204,4229.743486,4220.512717,4212.307589,4210.256307,4186.153744,4263.589639,4141.02554,4167.179385,4186.666564,4210.256307,4280.512716
21,0,4232.307589,4229.230666,4230.256307,4224.615281,4218.461435,4214.358871,4215.384512,4192.30759,4265.128101,4142.564001,4167.179385,4187.179385,4209.230666,4282.051177
22,0,4233.84605,4230.769127,4228.205025,4230.256307,4226.666563,4218.461435,4219.487076,4200.512718,4265.128101,4143.589642,4166.666565,4182.564,4212.307589,4280.512716
23,0,4233.84605,4232.307589,4222.563999,4232.820409,4231.794768,4220.512717,4217.948615,4202.051179,4267.179383,4147.179386,4167.179385,4182.564,4215.897333,4279.999895
24,0,4232.820409,4231.281948,4217.948615,4223.58964,4221.538358,4215.384512,4212.307589,4197.948615,4265.640921,4145.640924,4167.692206,4185.128103,4213.846051,4281.538357
25,0,4231.281948,4226.153743,4218.461435,4219.999897,4214.871692,4209.230666,4212.82041,4201.025538,4265.640921,4140.512719,4167.692206,4182.05118,4208.717846,4278.461434
26,0,4229.230666,4217.948615,4215.897333,4221.025538,4211.794769,4205.128102,4215.384512,4200.512718,4265.640921,4138.974258,4160.512719,4171.79477,4204.102461,4267.179383
27,0,4230.769127,4213.33323,4213.33323,4216.410153,4205.128102,4206.153743,4214.871692,4186.666564,4259.487075,4135.384514,4153.333232,4166.666565,4200.512718,4264.10246
28,0,4232.307589,4217.948615,4215.384512,4215.897333,4213.846051,4216.922974,4215.897333,4185.128103,4260.512716,4127.692207,4152.820411,4171.79477,4199.487077,4271.281947
29,0,4227.179384,4217.948615,4213.33323,4214.358871,4223.58964,4221.025538,4216.410153,4190.256308,4260.512716,4124.615284,4145.128104,4165.640924,4189.230667,4261.538357
30,0,4225.128102,4212.307589,4211.281948,4213.846051,4217.435794,4212.307589,4215.384512,4188.717846,4252.820409,4121.538361,4135.897335,4153.333232,4178.461436,4246.666563
31,0,4230.256307,4208.717846,4214.871692,4217.948615,4212.82041,4205.128102,4216.922974,4192.82041,4251.794768,4110.76913,4137.948617,4159.487078,4181.025539,4254.35887
32,0,4231.794768,4210.256307,4216.410153,4216.922974,4215.384512,4203.07682,4217.435794,4201.025538,4257.948614,4110.76913,4139.999899,4169.743488,4187.692205,4264.61528
33,0,4230.769127,4219.487076,4216.410153,4218.461435,4215.897333,4205.128102,4218.461435,4201.025538,4260.512716,4129.230668,4142.564001,4169.743488,4193.333231,4264.10246
34,0,4233.84605,4229.230666,4221.538358,4231.794768,4217.948615,4211.281948,4225.640922,4200.512718,4262.051178,4140.512719,4152.307591,4171.79477,4202.051179,4269.743485
35,0,4236.410153,4229.743486,4228.205025,4234.871691,4216.922974,4209.230666,4226.153743,4205.128102,4266.666562,4139.487078,4156.410155,4177.948616,4203.589641,4276.922972
36,0,4234.871691,4222.563999,4224.615281,4225.640922,4212.307589,4199.487077,4217.948615,4201.025538,4264.61528,4133.333232,4149.743488,4178.461436,4198.974256,4273.333229
37,0,4234.358871,4222.563999,4219.487076,4227.692204,4215.384512,4199.487077,4216.922974,4191.794769,4261.025537,4130.256309,4152.307591,4182.05118,4203.07682,4274.87169
38,0,4234.358871,4225.128102,4221.025538,4230.256307,4219.487076,4204.615282,4218.461435,4188.717846,4259.487075,4132.307591,4157.948616,4187.179385,4206.666564,4278.974254
39,0,4233.33323,4219.999897,4217.948615,4222.563999,4215.897333,4201.538359,4213.846051,4186.153744,4250.769127,4127.692207,4149.743488,4177.435795,4199.999897,4268.717844
40,0,4232.820409,4220.512717,4214.871692,4224.615281,4215.897333,4201.025538,4213.33323,4185.128103,4245.640922,4117.948617,4144.615283,4167.179385,4196.922974,4264.61528
41,0,4234.358871,4228.717845,4225.128102,4234.358871,4219.999897,4205.128102,4218.974256,4191.794769,4250.769127,4118.974258,4151.79477,4175.897334,4202.564,4272.820408
42,0,4236.410153,4232.820409,4234.871691,4234.871691,4218.974256,4204.615282,4220.512717,4199.999897,4261.025537,4132.307591,4157.948616,4186.666564,4204.615282,4275.897331
43,0,4235.384512,4229.743486,4230.769127,4232.307589,4215.384512,4203.589641,4218.974256,4201.538359,4264.61528,4136.922976,4155.897334,4182.564,4199.999897,4275.384511
44,0,4234.358871,4228.205025,4227.179384,4234.358871,4214.358871,4203.07682,4221.025538,4198.461436,4256.922973,4131.28195,4155.384514,4176.922975,4202.051179,4276.922972
45,0,4233.84605,4225.640922,4228.717845,4225.128102,4215.897333,4202.051179,4218.461435,4189.230667,4249.743486,4125.640925,4155.897334,4175.384513,4205.640923,4271.794767
46,0,4233.33323,4219.999897,4226.666563,4214.871692,4217.435794,4198.974256,4207.692205,4180.512718,4247.179383,4122.564002,4152.307591,4174.358872,4199.487077,4259.999896
47,0,4235.384512,4220.512717,4230.256307,4225.640922,4211.281948,4194.871692,4199.999897,4183.076821,4245.128101,4123.589643,4152.307591,4181.025539,4197.435795,4261.538357
48,0,4238.461435,4219.999897,4233.33323,4232.307589,4201.538359,4193.333231,4204.615282,4187.179385,4245.128101,4124.615284,4151.28195,4188.717846,4203.589641,4270.256306
49,0,4235.897332,4212.82041,4225.640922,4219.999897,4198.974256,4196.410154,4212.307589,4188.717846,4248.205024,4124.102463,4149.743488,4182.05118,4203.07682,4269.230665
50,0,4231.794768,4208.717846,4217.948615,4212.307589,4201.538359,4199.487077,4214.871692,4193.333231,4249.230665,4123.589643,4150.769129,4172.820411,4198.461436,4261.538357
51,0,4230.769127,4206.153743,4217.435794,4216.922974,4202.051179,4199.999897,4216.922974,4196.922974,4249.743486,4128.205027,4150.769129,4172.30759,4195.897333,4256.922973
52,0,4229.743486,4200.512718,4216.922974,4214.871692,4199.999897,4200.512718,4211.794769,4195.384513,4250.256306,4128.717848,4148.205027,4170.256308,4191.794769,4250.769127
53,0,4230.256307,4206.153743,4216.410153,4214.871692,4205.128102,4201.025538,4203.589641,4191.794769,4249.743486,4127.692207,4149.230668,4169.743488,4193.846051,4248.717845
54,0,4231.794768,4216.922974,4218.461435,4221.025538,4214.358871,4201.025538,4205.640923,4190.769128,4248.205024,4133.846053,4152.820411,4172.30759,4201.538359,4254.35887
55,0,4228.717845,4214.871692,4216.922974,4221.025538,4216.922974,4203.589641,4214.871692,4194.358872,4249.230665,4140.512719,4153.333232,4171.281949,4204.102461,4258.974255
56,0,4227.692204,4214.871692,4215.384512,4222.563999,4214.358871,4205.640923,4218.974256,4200.512718,4254.35887,4142.564001,4155.897334,4172.30759,4210.769128,4258.461434
57,0,4230.256307,4219.487076,4216.922974,4222.563999,4211.794769,4203.589641,4211.794769,4194.871692,4258.461434,4139.487078,4155.897334,4172.820411,4211.794769,4252.820409
58,0,4231.281948,4216.410153,4215.384512,4219.999897,4213.846051,4202.564,4209.230666,4189.743487,4261.025537,4138.461437,4153.333232,4169.230667,4206.153743,4250.769127
59,0,4232.307589,4217.435794,4214.871692,4221.538358,4217.948615,4208.205025,4212.82041,4199.999897,4263.076819,4147.179386,4161.025539,4171.281949,4214.358871,4258.974255
60,0,4230.256307,4220.512717,4217.948615,4223.07682,4212.82041,4207.179384,4209.230666,4200.512718,4255.897332,4147.692206,4165.128103,4175.897334,4217.948615,4259.999896
61,0,4229.230666,4216.410153,4218.461435,4220.512717,4207.692205,4199.487077,4203.589641,4187.692205,4245.640922,4136.410155,4157.948616,4171.79477,4206.153743,4253.84605
62,0,4232.307589,4215.897333,4218.461435,4217.435794,4214.871692,4201.025538,4210.256307,4188.717846,4247.179383,4137.948617,4158.461437,4173.333231,4207.179384,4255.897332
63,0,4227.692204,4214.871692,4215.897333,4216.410153,4219.487076,4207.692205,4218.461435,4202.051179,4252.820409,4141.02554,4158.461437,4173.846052,4212.307589,4251.794768
64,0,4217.948615,4207.179384,4205.640923,4214.871692,4210.256307,4206.666564,4215.384512,4198.974256,4251.281947,4127.692207,4143.076822,4162.564001,4198.461436,4235.384512
65,0,4216.922974,4202.051179,4199.487077,4210.769128,4203.07682,4203.07682,4206.153743,4186.666564,4247.179383,4114.358874,4132.820412,4152.820411,4184.615282,4232.307589
66,0,4216.922974,4193.846051,4198.461436,4198.461436,4200.512718,4198.461436,4198.461436,4184.102462,4242.051178,4106.153746,4133.333232,4145.128104,4179.999898,4233.84605
67,0,4213.846051,4188.205026,4195.897333,4194.358872,4200.512718,4198.461436,4202.564,4192.30759,4247.692204,4112.820412,4136.922976,4141.53836,4183.589641,4228.205025
68,0,4215.897333,4200.512718,4199.999897,4209.230666,4204.615282,4206.153743,4213.33323,4203.589641,4257.435793,4135.897335,4146.153745,4153.333232,4196.410154,4231.281948
69,0,4218.974256,4206.666564,4205.640923,4213.846051,4203.589641,4207.692205,4213.846051,4204.102461,4253.84605,4139.487078,4147.692206,4157.435796,4195.384513,4234.358871
70,0,4214.871692,4189.743487,4199.999897,4203.07682,4199.487077,4200.512718,4207.179384,4193.333231,4245.128101,4121.538361,4136.922976,4139.999899,4181.538359,4224.102461
71,0,4214.358871,4182.05118,4192.30759,4194.871692,4196.410154,4197.435795,4202.051179,4184.615282,4241.025537,4116.410156,4132.307591,4135.384514,4178.974257,4220.512717
72,0,4217.948615,4198.461436,4196.410154,4199.999897,4199.487077,4199.487077,4200.512718,4183.589641,4240.512717,4121.538361,4137.948617,4151.79477,4185.128103,4231.794768
73,0,4218.974256,4207.692205,4203.07682,4212.307589,4209.230666,4201.025538,4201.538359,4185.128103,4247.179383,4125.128104,4139.487078,4157.948616,4190.769128,4235.897332
74,0,4219.487076,4201.538359,4202.564,4211.794769,4209.743487,4201.538359,4199.999897,4185.640923,4252.820409,4119.487079,4140.512719,4151.79477,4193.333231,4231.794768
75,0,4218.461435,4197.435795,4200.512718,4206.153743,4204.615282,4199.487077,4198.974256,4187.692205,4249.743486,4107.692207,4144.102463,4155.384514,4193.846051,4231.794768
76,0,4219.487076,4205.640923,4208.205025,4210.256307,4208.717846,4200.512718,4206.153743,4188.205026,4247.692204,4117.948617,4139.487078,4166.153744,4195.384513,4236.410153
77,0,4226.153743,4217.435794,4220.512717,4219.487076,4217.948615,4204.102461,4210.256307,4187.179385,4252.820409,4142.051181,4136.410155,4171.281949,4202.051179,4243.58964
78,0,4225.640922,4215.897333,4225.640922,4218.461435,4215.897333,4201.025538,4204.102461,4187.692205,4251.794768,4139.487078,4147.692206,4169.230667,4199.999897,4243.58964
79,0,4218.461435,4206.666564,4227.692204,4213.846051,4209.743487,4199.487077,4199.999897,4189.230667,4249.743486,4125.128104,4155.897334,4169.230667,4197.948615,4236.922973
80,0,4217.948615,4201.025538,4232.307589,4214.871692,4208.717846,4198.974256,4201.538359,4188.717846,4249.743486,4125.640925,4146.153745,4169.743488,4201.025538,4233.84605
81,0,4219.999897,4201.025538,4234.871691,4214.358871,4206.666564,4191.281949,4196.410154,4182.564,4243.076819,4119.999899,4137.948617,4162.564001,4192.30759,4233.84605
82,0,4216.410153,4203.589641,4229.743486,4215.384512,4200.512718,4183.589641,4188.205026,4175.384513,4233.33323,4107.179387,4139.487078,4156.922975,4184.615282,4230.769127
83,0,4216.410153,4206.153743,4221.538358,4216.922974,4197.948615,4184.615282,4184.615282,4171.79477,4230.256307,4106.153746,4135.897335,4152.820411,4187.692205,4225.128102
84,0,4214.358871,4203.589641,4216.410153,4209.743487,4209.743487,4191.794769,4184.102462,4170.256308,4231.794768,4107.179387,4127.179386,4143.589642,4179.487077,4217.948615
85,0,4203.589641,4194.871692,4212.307589,4199.999897,4218.974256,4199.999897,4193.333231,4170.769129,4232.820409,4102.564002,4119.999899,4134.358873,4163.589642,4212.307589
86,0,4203.07682,4191.281949,4209.743487,4197.948615,4216.410153,4204.102461,4202.051179,4176.922975,4234.358871,4106.666566,4124.615284,4134.871694,4171.281949,4214.871692
87,0,4214.871692,4195.897333,4212.82041,4201.025538,4214.358871,4204.615282,4201.025538,4182.564,4236.922973,4119.999899,4139.487078,4141.02554,4187.692205,4217.948615
88,0,4217.948615,4197.948615,4216.410153,4206.153743,4205.640923,4198.461436,4197.435795,4177.435795,4236.410153,4124.102463,4133.846053,4139.999899,4183.076821,4216.922974
89,0,4212.82041,4198.461436,4212.82041,4212.307589,4197.948615,4186.666564,4193.846051,4168.205026,4233.84605,4118.974258,4119.487079,4139.999899,4174.871693,4221.538358
90,0,4214.871692,4209.743487,4217.435794,4216.922974,4211.281948,4189.743487,4192.82041,4174.358872,4234.358871,4121.538361,4137.948617,4151.28195,4186.153744,4235.384512
91,0,4219.487076,4213.33323,4224.615281,4218.461435,4215.384512,4198.974256,4196.410154,4185.640923,4236.410153,4128.205027,4155.897334,4159.487078,4196.410154,4237.948614
92,0,4215.897333,4197.948615,4219.487076,4217.435794,4194.871692,4188.717846,4197.948615,4183.076821,4233.33323,4121.538361,4142.564001,4152.820411,4185.640923,4222.563999
93,0,4215.384512,4196.410154,4219.999897,4210.256307,4199.487077,4185.640923,4196.922974,4182.564,4234.871691,4113.846053,4137.948617,4150.769129,4182.05118,4222.051179
94,0,4218.461435,4204.615282,4230.769127,4204.102461,4221.025538,4201.538359,4205.128102,4194.871692,4243.58964,4122.051181,4149.230668,4159.487078,4195.384513,4234.358871
95,0,4218.461435,4197.948615,4230.256307,4205.640923,4218.461435,4204.615282,4211.281948,4202.564,4247.692204,4133.846053,4151.28195,4159.999898,4202.564,4235.897332
96,0,4216.922974,4195.384513,4223.58964,4210.256307,4208.205025,4198.974256,4209.230666,4198.974256,4247.179383,4139.487078,4151.28195,4157.435796,4199.487077,4231.794768
97,0,4217.435794,4204.615282,4229.230666,4216.922974,4212.82041,4204.102461,4211.794769,4198.461436,4246.666563,4138.461437,4153.333232,4159.487078,4199.487077,4232.820409
98,0,4216.922974,4204.102461,4235.384512,4215.384512,4216.922974,4206.153743,4212.82041,4198.461436,4247.179383,4137.948617,4152.307591,4157.435796,4201.538359,4233.33323
99,0,4215.897333,4200.512718,4232.820409,4208.205025,4215.384512,4200.512718,4205.128102,4191.794769,4247.179383,4136.410155,4152.307591,4153.333232,4201.025538,4232.307589
100,0,4217.948615,4202.051179,4232.820409,4210.769128,4214.871692,4197.948615,4200.512718,4185.640923,4239.999896,4134.871694,4148.205027,4155.384514,4198.974256,4232.307589
101,0,4219.999897,4200.512718,4233.33323,4219.487076,4214.358871,4199.487077,4201.025538,4186.666564,4233.33323,4133.333232,4140.512719,4155.897334,4198.974256,4231.281948
102,0,4216.922974,4198.461436,4229.743486,4213.846051,4215.897333,4199.999897,4200.512718,4187.692205,4233.84605,4126.666566,4142.564001,4151.79477,4199.487077,4230.769127
103,0,4214.358871,4202.564,4228.717845,4201.025538,4217.948615,4196.922974,4198.461436,4184.102462,4232.820409,4118.461438,4144.102463,4151.28195,4192.82041,4225.640922
104,0,4215.897333,4203.589641,4226.666563,4202.051179,4211.794769,4193.333231,4197.435795,4183.076821,4231.281948,4120.51272,4138.974258,4149.230668,4187.179385,4218.974256
105,0,4211.794769,4193.333231,4217.435794,4203.07682,4197.948615,4193.846051,4196.410154,4183.589641,4229.743486,4124.615284,4134.871694,4137.948617,4185.640923,4214.358871
106,0,4208.205025,4193.333231,4216.410153,4201.538359,4199.999897,4192.30759,4194.871692,4184.615282,4234.871691,4125.640925,4141.02554,4135.897335,4186.666564,4215.897333
107,0,4211.794769,4202.564,4220.512717,4201.025538,4210.256307,4203.07682,4209.743487,4193.333231,4239.999896,4124.615284,4144.102463,4144.102463,4186.153744,4215.897333
108,0,4212.82041,4196.922974,4216.410153,4197.948615,4207.179384,4218.974256,4226.666563,4201.025538,4235.384512,4115.897335,4131.794771,4141.02554,4178.974257,4211.794769
109,0,4211.794769,4193.333231,4219.487076,4204.615282,4207.692205,4209.230666,4212.82041,4198.974256,4234.871691,4113.846053,4133.846053,4143.076822,4182.564,4219.487076
110,0,4214.358871,4204.102461,4231.281948,4216.922974,4211.794769,4192.30759,4193.333231,4197.948615,4247.692204,4129.743489,4150.769129,4162.564001,4199.999897,4228.717845
111,0,4209.230666,4206.153743,4231.794768,4217.948615,4210.769128,4197.948615,4199.487077,4202.051179,4253.84605,4134.358873,4152.307591,4172.30759,4203.07682,4226.666563
112,0,4206.153743,4197.435795,4223.58964,4211.281948,4210.256307,4206.153743,4206.666564,4198.461436,4245.128101,4121.02554,4144.102463,4167.179385,4197.435795,4227.692204
113,0,4215.384512,4198.974256,4225.640922,4205.128102,4207.179384,4201.538359,4205.128102,4190.769128,4242.051178,4117.948617,4145.128104,4170.769129,4202.051179,4235.384512
114,0,4223.07682,4201.538359,4227.179384,4199.487077,4199.999897,4202.564,4212.307589,4196.410154,4249.230665,4122.051181,4147.692206,4179.487077,4202.564,4233.84605
115,0,4223.07682,4198.461436,4222.051179,4202.564,4202.051179,4206.666564,4213.33323,4201.538359,4250.256306,4122.051181,4151.79477,4183.589641,4198.461436,4229.743486
116,0,4221.538358,4197.435795,4219.487076,4202.051179,4205.640923,4203.589641,4202.051179,4190.256308,4237.948614,4117.948617,4155.897334,4183.589641,4198.461436,4229.743486
117,0,4221.538358,4201.538359,4218.974256,4199.487077,4202.051179,4202.051179,4196.922974,4181.025539,4228.717845,4113.333233,4147.179386,4176.922975,4195.384513,4226.153743
118,0,4220.512717,4204.615282,4218.461435,4208.205025,4203.589641,4201.025538,4197.435795,4185.640923,4234.358871,4114.871694,4141.02554,4169.743488,4190.256308,4221.025538
119,0,4215.384512,4197.435795,4213.33323,4209.743487,4205.640923,4201.025538,4199.999897,4186.153744,4234.871691,4112.307592,4139.487078,4166.666565,4186.153744,4215.384512
120,0,4213.846051,4193.333231,4211.794769,4200.512718,4206.153743,4202.564,4202.051179,4182.05118,4231.281948,4104.615284,4138.461437,4166.666565,4185.128103,4213.846051
121,0,4217.948615,4199.999897,4216.410153,4203.589641,4207.179384,4203.07682,4203.07682,4187.692205,4234.871691,4107.179387,4142.051181,4168.717847,4188.205026,4217.948615
122,0,4218.461435,4202.051179,4220.512717,4209.230666,4202.564,4200.512718,4203.07682,4192.82041,4235.384512,4110.25631,4142.564001,4171.281949,4185.640923,4218.974256
123,0,4214.358871,4196.922974,4217.948615,4202.564,4198.974256,4201.025538,4202.564,4189.743487,4232.307589,4102.564002,4138.461437,4171.79477,4183.076821,4219.999897
124,0,4215.384512,4198.461436,4214.358871,4196.922974,4201.538359,4203.07682,4202.051179,4187.179385,4232.307589,4099.9999,4137.435796,4170.769129,4187.179385,4220.512717
125,0,4215.897333,4197.435795,4216.922974,4196.410154,4202.564,4201.025538,4200.512718,4187.179385,4232.307589,4098.974259,4137.948617,4169.230667,4187.179385,4217.435794
126,0,4216.922974,4194.871692,4217.435794,4198.974256,4199.487077,4199.487077,4198.974256,4185.128103,4230.256307,4094.871695,4136.922976,4170.769129,4187.692205,4221.025538
127,0,4218.974256,4206.666564,4218.461435,4206.666564,4200.512718,4202.564,4198.974256,4186.666564,4233.33323,4101.538361,4141.53836,4177.435795,4199.487077,4233.84605
128,0,4218.461435,4216.922974,4217.948615,4208.205025,4204.102461,4201.538359,4197.948615,4195.897333,4241.538358,4108.717848,4143.076822,4177.948616,4201.025538,4231.281948
0,0,4216.922974,4213.33323,4216.410153,4206.666564,4205.640923,4200.512718,4198.461436,4201.025538,4245.128101,4109.743489,4138.461437,4171.281949,4187.692205,4218.461435
1,0,4216.922974,4210.256307,4216.922974,4209.743487,4207.179384,4202.564,4199.487077,4192.82041,4237.948614,4107.692207,4137.948617,4167.692206,4184.102462,4219.487076
2,0,4218.974256,4217.435794,4219.487076,4213.33323,4208.717846,4200.512718,4198.461436,4186.666564,4230.769127,4095.384515,4139.487078,4174.871693,4190.769128,4230.256307
3,0,4219.487076,4217.948615,4219.487076,4214.358871,4206.666564,4201.538359,4202.051179,4191.281949,4230.769127,4085.640926,4139.487078,4181.025539,4190.769128,4229.743486
4,0,4218.974256,4205.128102,4217.948615,4214.358871,4204.615282,4201.538359,4201.025538,4191.794769,4230.769127,4093.333233,4137.948617,4174.871693,4185.128103,4219.487076
5,0,4216.922974,4194.358872,4216.922974,4204.615282,4202.051179,4190.769128,4192.30759,4185.640923,4230.769127,4099.487079,4133.846053,4166.153744,4180.512718,4212.307589
6,0,4217.435794,4195.897333,4216.922974,4195.384513,4197.948615,4188.205026,4193.846051,4186.153744,4230.769127,4095.384515,4131.794771,4167.692206,4181.538359,4216.922974
7,0,4220.512717,4202.051179,4219.999897,4200.512718,4198.461436,4198.461436,4203.07682,4189.230667,4229.743486,4096.410156,4134.871694,4177.435795,4185.128103,4226.153743
8,0,4218.974256,4203.07682,4218.461435,4203.07682,4202.051179,4202.051179,4205.128102,4191.281949,4228.717845,4095.384515,4135.384514,4176.922975,4182.564,4224.102461
