title:K                                                                               , recorded:02.07.20 11.31.20, sampling:128, subject:K                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
30,0,4194.358872,4226.666563,4180.512718,4217.948615,4270.769126,4212.82041,4209.230666,4213.846051,4222.051179,4223.07682,4239.999896,4237.435794,4252.307588,4257.435793
31,0,4194.358872,4231.281948,4173.846052,4226.666563,4269.230665,4247.179383,4224.615281,4229.743486,4236.922973,4240.512717,4243.076819,4240.512717,4258.974255,4259.487075
32,0,4189.743487,4223.07682,4169.230667,4216.410153,4263.589639,4233.33323,4225.128102,4227.179384,4228.717845,4235.384512,4232.307589,4229.743486,4254.35887,4245.128101
33,0,4193.846051,4223.07682,4179.999898,4213.33323,4263.076819,4222.051179,4222.563999,4219.487076,4224.102461,4232.820409,4235.897332,4238.461435,4261.025537,4251.281947
34,0,4197.948615,4231.281948,4183.589641,4219.999897,4264.61528,4225.128102,4223.58964,4219.999897,4227.179384,4233.33323,4246.666563,4246.666563,4267.692203,4264.10246
35,0,4196.922974,4227.692204,4173.333231,4211.281948,4260.512716,4210.769128,4218.974256,4215.384512,4218.461435,4221.538358,4241.025537,4231.794768,4265.128101,4259.999896
36,0,4206.153743,4222.563999,4175.897334,4206.666564,4256.410152,4211.794769,4216.922974,4212.82041,4212.307589,4217.948615,4239.999896,4234.871691,4273.846049,4266.153742
37,0,4230.769127,4244.615281,4199.487077,4227.692204,4263.076819,4242.051178,4224.102461,4223.07682,4227.179384,4234.871691,4258.461434,4262.051178,4301.538356,4296.410151
38,0,4239.999896,4255.897332,4200.512718,4231.794768,4265.640921,4210.256307,4215.897333,4216.922974,4220.512717,4225.640922,4258.461434,4258.461434,4306.666561,4305.1281
39,0,4239.999896,4240.512717,4185.640923,4214.871692,4249.230665,4150.769129,4202.564,4198.461436,4194.871692,4197.435795,4242.563999,4241.538358,4296.410151,4300.512715
40,0,4265.640921,4251.794768,4206.153743,4227.692204,4238.461435,4200.512718,4221.538358,4211.281948,4206.666564,4213.846051,4254.35887,4264.61528,4316.922971,4329.743484
41,0,4296.410151,4288.205023,4239.999896,4253.84605,4254.35887,4278.974254,4241.538358,4238.974255,4238.974255,4251.281947,4280.512716,4296.410151,4346.66656,4361.025534
42,0,4290.769126,4283.076818,4232.820409,4242.051178,4262.563998,4235.384512,4224.102461,4233.84605,4227.692204,4243.076819,4272.820408,4286.666562,4335.89733,4353.333227
43,0,4266.666562,4250.769127,4200.512718,4219.487076,4237.435794,4181.538359,4210.769128,4209.230666,4194.358872,4199.999897,4238.461435,4253.333229,4301.538356,4325.128099
44,0,4254.35887,4241.025537,4184.615282,4219.487076,4229.230666,4221.538358,4224.102461,4202.051179,4190.256308,4180.512718,4219.999897,4232.820409,4281.025536,4302.563997
45,0,4254.35887,4246.153742,4192.82041,4217.435794,4258.461434,4252.820409,4227.692204,4211.281948,4207.179384,4193.846051,4226.666563,4235.384512,4281.025536,4298.461433
46,0,4263.589639,4251.794768,4218.974256,4212.82041,4267.692203,4235.384512,4220.512717,4222.051179,4217.948615,4203.589641,4236.410153,4251.281947,4288.717844,4308.717843
47,0,4259.999896,4246.666563,4219.487076,4222.051179,4249.743486,4216.410153,4214.871692,4217.435794,4205.128102,4196.922974,4224.615281,4247.692204,4272.307588,4295.38451
48,0,4237.435794,4232.820409,4188.717846,4224.102461,4242.051178,4204.615282,4209.230666,4202.564,4190.769128,4198.461436,4211.794769,4223.58964,4250.769127,4261.538357
49,0,4224.615281,4226.153743,4177.435795,4209.230666,4234.358871,4198.974256,4209.743487,4204.102461,4203.589641,4201.538359,4213.846051,4213.33323,4251.794768,4250.256306
50,0,4224.615281,4229.230666,4185.640923,4201.025538,4233.84605,4209.230666,4216.922974,4214.871692,4218.461435,4190.769128,4214.358871,4216.922974,4252.820409,4251.794768
51,0,4225.640922,4233.33323,4187.692205,4214.871692,4258.974255,4234.358871,4226.666563,4219.487076,4216.922974,4195.384513,4215.897333,4223.58964,4251.281947,4249.743486
52,0,4221.538358,4226.666563,4186.666564,4218.974256,4262.051178,4244.615281,4230.769127,4218.461435,4213.33323,4208.205025,4216.410153,4221.538358,4248.205024,4242.051178
53,0,4207.692205,4205.640923,4180.512718,4199.999897,4244.615281,4230.256307,4227.179384,4215.384512,4212.82041,4199.999897,4206.666564,4204.102461,4233.84605,4227.179384
54,0,4192.82041,4191.281949,4167.692206,4192.82041,4254.871691,4221.025538,4229.743486,4215.897333,4213.846051,4198.461436,4198.461436,4195.384513,4224.615281,4211.794769
55,0,4191.281949,4208.717846,4170.256308,4201.025538,4264.10246,4238.974255,4236.410153,4227.692204,4220.512717,4219.487076,4202.051179,4204.615282,4230.256307,4205.128102
56,0,4191.794769,4218.974256,4176.410154,4193.846051,4250.769127,4239.999896,4224.102461,4228.717845,4222.563999,4223.07682,4200.512718,4205.640923,4223.07682,4201.025538
57,0,4183.589641,4196.922974,4166.666565,4184.615282,4244.10246,4212.307589,4212.307589,4210.769128,4213.846051,4212.307589,4198.461436,4202.051179,4209.743487,4194.358872
58,0,4187.692205,4196.410154,4172.30759,4198.461436,4246.666563,4220.512717,4227.179384,4215.897333,4221.025538,4222.563999,4213.33323,4219.487076,4223.58964,4205.128102
59,0,4193.846051,4218.461435,4191.794769,4212.307589,4246.153742,4246.666563,4236.410153,4231.794768,4234.871691,4229.743486,4219.999897,4228.717845,4234.871691,4217.435794
60,0,4178.461436,4210.769128,4186.666564,4201.538359,4248.717845,4233.84605,4223.58964,4221.538358,4221.538358,4215.897333,4204.102461,4210.769128,4217.435794,4206.153743
61,0,4162.05118,4184.615282,4167.179385,4183.076821,4249.743486,4214.358871,4217.435794,4209.743487,4206.666564,4198.974256,4191.281949,4197.435795,4200.512718,4185.128103
62,0,4162.564001,4182.05118,4167.179385,4181.538359,4244.615281,4229.230666,4225.640922,4216.922974,4223.07682,4196.410154,4197.435795,4202.051179,4201.538359,4182.564
63,0,4159.487078,4188.205026,4173.333231,4193.333231,4249.743486,4244.615281,4233.33323,4223.58964,4238.461435,4212.307589,4202.564,4202.564,4203.589641,4186.153744
64,0,4147.692206,4184.615282,4164.615283,4191.794769,4267.179383,4230.769127,4229.230666,4218.461435,4223.58964,4227.179384,4196.922974,4193.333231,4196.410154,4179.487077
65,0,4146.153745,4183.076821,4158.974257,4181.538359,4267.692203,4215.384512,4221.025538,4215.384512,4212.82041,4222.051179,4196.410154,4187.179385,4196.922974,4176.410154
66,0,4154.358873,4184.615282,4166.666565,4183.589641,4246.153742,4225.128102,4226.153743,4219.999897,4218.461435,4213.846051,4197.948615,4187.692205,4201.538359,4176.410154
67,0,4158.461437,4183.589641,4171.281949,4183.076821,4235.384512,4247.179383,4235.384512,4223.07682,4218.974256,4212.307589,4193.846051,4187.179385,4199.999897,4173.846052
68,0,4158.461437,4183.076821,4163.076821,4179.487077,4241.538358,4242.563999,4228.717845,4217.948615,4211.281948,4197.948615,4185.128103,4184.102462,4197.435795,4168.205026
69,0,4159.487078,4184.615282,4155.897334,4191.281949,4250.256306,4228.205025,4223.07682,4213.846051,4214.358871,4189.230667,4185.128103,4188.205026,4196.922974,4167.692206
70,0,4162.564001,4185.640923,4159.487078,4198.461436,4255.384511,4239.999896,4231.281948,4226.153743,4227.179384,4218.461435,4194.358872,4196.410154,4199.487077,4177.435795
71,0,4164.102462,4184.615282,4160.512719,4187.179385,4250.769127,4242.563999,4235.384512,4233.84605,4225.128102,4242.051178,4192.82041,4192.82041,4200.512718,4183.589641
72,0,4158.974257,4183.589641,4156.922975,4181.025539,4243.076819,4227.692204,4227.179384,4220.512717,4215.384512,4226.666563,4185.640923,4185.640923,4198.974256,4182.05118
73,0,4157.948616,4181.538359,4152.307591,4184.102462,4245.640922,4227.692204,4222.051179,4212.82041,4215.384512,4209.743487,4189.230667,4183.076821,4197.435795,4179.999898
74,0,4168.205026,4186.666564,4151.79477,4183.589641,4248.205024,4235.897332,4224.615281,4222.563999,4218.461435,4214.871692,4194.871692,4178.461436,4204.102461,4188.717846
75,0,4187.179385,4203.589641,4162.564001,4191.794769,4244.10246,4236.922973,4230.256307,4232.307589,4223.58964,4224.615281,4204.102461,4185.640923,4222.051179,4210.256307
76,0,4203.07682,4213.33323,4173.846052,4201.025538,4246.666563,4229.743486,4226.666563,4230.256307,4226.666563,4219.487076,4214.358871,4199.487077,4231.794768,4229.743486
77,0,4219.999897,4214.871692,4176.922975,4201.538359,4248.717845,4216.922974,4216.922974,4222.051179,4222.051179,4203.07682,4215.384512,4201.025538,4231.794768,4242.563999
78,0,4242.563999,4225.640922,4186.666564,4205.640923,4245.128101,4213.33323,4220.512717,4217.435794,4213.33323,4202.564,4216.922974,4208.205025,4244.615281,4263.589639
79,0,4258.974255,4237.948614,4202.564,4213.33323,4247.179383,4226.153743,4227.692204,4217.948615,4213.846051,4225.128102,4231.794768,4228.205025,4265.640921,4287.179382
80,0,4263.076819,4237.948614,4204.615282,4219.487076,4246.153742,4236.922973,4220.512717,4217.948615,4218.974256,4234.358871,4238.974255,4235.384512,4269.743485,4290.256305
81,0,4258.974255,4234.358871,4194.871692,4213.33323,4228.205025,4227.179384,4212.307589,4211.281948,4216.410153,4220.512717,4228.205025,4223.07682,4261.025537,4281.025536
82,0,4254.871691,4233.33323,4192.30759,4200.512718,4226.153743,4219.487076,4215.384512,4206.666564,4213.33323,4207.692205,4224.102461,4219.999897,4261.025537,4280.512716
83,0,4251.794768,4230.256307,4193.846051,4201.538359,4244.615281,4219.487076,4216.410153,4204.615282,4213.846051,4198.974256,4228.717845,4226.666563,4261.538357,4280.512716
84,0,4249.743486,4230.769127,4191.281949,4215.384512,4244.10246,4222.563999,4214.871692,4209.230666,4214.871692,4204.102461,4234.871691,4230.769127,4264.10246,4283.589639
85,0,4246.666563,4233.84605,4189.743487,4214.871692,4232.820409,4231.794768,4221.538358,4226.666563,4223.58964,4228.205025,4238.974255,4229.743486,4266.153742,4280.512716
86,0,4236.410153,4224.615281,4185.640923,4192.82041,4230.769127,4226.666563,4224.615281,4232.307589,4229.230666,4234.358871,4230.256307,4217.948615,4253.333229,4256.410152
87,0,4225.640922,4212.82041,4181.025539,4193.333231,4231.794768,4217.948615,4224.102461,4226.666563,4227.179384,4222.563999,4224.102461,4209.230666,4239.999896,4245.128101
88,0,4227.692204,4221.025538,4189.743487,4219.487076,4241.025537,4236.922973,4235.897332,4238.974255,4238.974255,4229.743486,4236.922973,4222.051179,4246.666563,4264.10246
89,0,4232.307589,4232.307589,4200.512718,4221.025538,4255.897332,4262.051178,4247.179383,4256.410152,4257.948614,4264.61528,4252.307588,4241.538358,4264.10246,4271.281947
90,0,4222.563999,4211.794769,4189.230667,4196.922974,4250.256306,4246.153742,4239.487076,4241.538358,4253.333229,4282.051177,4249.230665,4236.410153,4262.563998,4251.281947
91,0,4209.743487,4195.384513,4177.435795,4191.794769,4245.128101,4223.07682,4226.666563,4226.153743,4242.563999,4266.153742,4238.461435,4226.666563,4248.717845,4242.563999
92,0,4213.33323,4214.871692,4191.794769,4206.153743,4259.999896,4243.076819,4232.820409,4244.615281,4249.230665,4258.974255,4239.487076,4232.307589,4245.640922,4247.692204
93,0,4212.307589,4225.128102,4194.358872,4208.205025,4265.128101,4257.948614,4239.999896,4246.153742,4243.076819,4259.487075,4234.871691,4225.640922,4237.435794,4235.897332
94,0,4189.743487,4200.512718,4166.153744,4195.384513,4249.230665,4226.153743,4224.615281,4216.922974,4220.512717,4234.358871,4211.794769,4200.512718,4211.794769,4208.205025
95,0,4170.769129,4181.025539,4150.256309,4179.487077,4236.410153,4197.948615,4205.128102,4202.564,4215.897333,4213.846051,4198.974256,4190.256308,4200.512718,4193.846051
96,0,4176.922975,4186.666564,4165.128103,4185.128103,4238.974255,4226.666563,4211.281948,4216.410153,4230.769127,4233.33323,4211.794769,4199.999897,4214.358871,4201.025538
97,0,4185.128103,4201.025538,4179.999898,4201.025538,4249.230665,4258.461434,4230.769127,4229.230666,4237.948614,4257.435793,4225.128102,4206.666564,4223.07682,4207.179384
98,0,4173.846052,4205.128102,4176.922975,4194.358872,4251.794768,4241.025537,4232.820409,4230.256307,4233.84605,4248.717845,4219.999897,4202.051179,4215.897333,4201.025538
99,0,4161.025539,4188.205026,4167.692206,4180.512718,4238.461435,4212.307589,4219.487076,4226.666563,4230.769127,4224.102461,4210.769128,4197.435795,4202.051179,4189.230667
100,0,4163.076821,4184.615282,4168.205026,4185.128103,4233.33323,4222.051179,4218.974256,4226.666563,4231.281948,4218.461435,4209.230666,4200.512718,4198.461436,4185.128103
101,0,4168.717847,4201.025538,4179.487077,4190.256308,4247.179383,4250.769127,4231.794768,4233.33323,4236.922973,4232.307589,4216.410153,4207.692205,4208.717846,4189.743487
102,0,4163.076821,4195.384513,4179.999898,4186.666564,4247.692204,4241.538358,4233.33323,4231.794768,4235.384512,4236.410153,4219.487076,4203.07682,4208.717846,4188.205026
103,0,4157.948616,4184.615282,4169.743488,4191.794769,4245.128101,4226.666563,4228.205025,4228.717845,4231.281948,4226.666563,4210.769128,4193.846051,4198.461436,4178.461436
104,0,4165.128103,4198.461436,4172.30759,4205.128102,4261.538357,4256.922973,4235.384512,4238.461435,4239.487076,4234.358871,4213.846051,4201.538359,4202.564,4183.076821
105,0,4165.640924,4201.538359,4174.871693,4201.025538,4263.076819,4260.512716,4236.922973,4240.512717,4242.051178,4242.563999,4214.871692,4204.102461,4205.128102,4188.205026
106,0,4154.358873,4183.589641,4165.640924,4187.179385,4244.615281,4217.948615,4229.743486,4226.666563,4229.230666,4234.358871,4204.102461,4186.153744,4196.410154,4173.333231
107,0,4155.384514,4184.102462,4163.589642,4192.30759,4248.205024,4220.512717,4231.281948,4228.205025,4229.230666,4236.410153,4208.717846,4183.589641,4196.410154,4170.256308
108,0,4163.589642,4193.846051,4171.79477,4199.487077,4252.820409,4249.743486,4235.384512,4243.076819,4244.10246,4241.025537,4215.384512,4197.435795,4202.564,4183.589641
109,0,4163.076821,4196.922974,4178.461436,4193.846051,4242.563999,4248.205024,4234.358871,4239.487076,4248.717845,4239.487076,4211.281948,4200.512718,4206.666564,4188.205026
110,0,4168.205026,4206.666564,4187.179385,4197.948615,4249.230665,4251.794768,4233.33323,4234.358871,4246.666563,4246.153742,4213.846051,4206.666564,4214.871692,4193.333231
111,0,4180.512718,4210.256307,4193.333231,4206.666564,4259.487075,4259.999896,4232.820409,4244.10246,4253.84605,4253.84605,4224.102461,4219.999897,4222.563999,4206.666564
112,0,4174.871693,4199.487077,4183.589641,4201.025538,4247.692204,4234.871691,4226.666563,4238.461435,4251.794768,4246.666563,4218.974256,4216.410153,4218.974256,4201.538359
113,0,4166.153744,4191.794769,4172.820411,4192.30759,4238.461435,4218.461435,4226.153743,4228.205025,4233.84605,4244.615281,4216.410153,4208.205025,4214.358871,4189.230667
114,0,4177.435795,4202.564,4183.076821,4198.974256,4245.640922,4248.717845,4233.84605,4240.512717,4235.897332,4248.717845,4228.717845,4222.051179,4218.461435,4196.410154
115,0,4179.999898,4205.128102,4193.846051,4206.153743,4255.384511,4262.563998,4232.820409,4245.640922,4251.794768,4236.410153,4225.128102,4230.256307,4219.999897,4203.07682
116,0,4162.05118,4186.666564,4185.128103,4194.871692,4247.692204,4224.615281,4221.538358,4228.205025,4237.948614,4232.820409,4214.358871,4216.410153,4214.358871,4196.410154
117,0,4162.564001,4185.640923,4181.538359,4185.640923,4229.743486,4214.871692,4223.58964,4231.794768,4234.358871,4244.10246,4223.07682,4210.769128,4215.897333,4196.922974
118,0,4175.384513,4204.615282,4190.769128,4198.461436,4233.33323,4254.871691,4237.948614,4253.333229,4259.999896,4250.769127,4234.871691,4219.999897,4221.538358,4205.640923
119,0,4168.717847,4206.666564,4187.179385,4207.692205,4252.307588,4255.384511,4232.820409,4249.743486,4258.974255,4251.281947,4223.58964,4219.999897,4215.897333,4199.487077
120,0,4158.461437,4192.82041,4179.999898,4200.512718,4251.281947,4224.102461,4219.487076,4233.33323,4238.461435,4244.10246,4211.794769,4211.281948,4210.769128,4186.153744
121,0,4168.717847,4199.487077,4187.179385,4199.487077,4244.10246,4235.897332,4225.128102,4238.974255,4244.10246,4235.384512,4217.435794,4213.33323,4215.384512,4186.153744
122,0,4174.358872,4209.230666,4191.794769,4207.179384,4248.205024,4253.84605,4233.84605,4245.640922,4249.743486,4231.281948,4217.435794,4216.410153,4215.384512,4187.692205
123,0,4164.615283,4199.999897,4186.153744,4204.102461,4249.230665,4232.307589,4229.743486,4236.410153,4241.538358,4229.743486,4214.358871,4212.82041,4211.281948,4185.640923
124,0,4161.53836,4194.871692,4192.82041,4186.153744,4247.692204,4228.717845,4229.743486,4234.358871,4244.615281,4237.948614,4220.512717,4214.871692,4218.461435,4190.256308
125,0,4164.102462,4199.487077,4201.025538,4180.512718,4244.615281,4255.897332,4236.922973,4243.076819,4247.692204,4249.230665,4218.974256,4217.435794,4218.461435,4191.794769
126,0,4157.948616,4200.512718,4187.692205,4202.051179,4240.512717,4258.461434,4236.410153,4239.487076,4236.922973,4239.487076,4206.153743,4206.666564,4203.589641,4184.102462
127,0,4154.358873,4201.025538,4176.922975,4218.974256,4243.58964,4242.563999,4236.410153,4231.794768,4230.769127,4227.692204,4204.615282,4195.384513,4203.07682,4183.076821
128,0,4165.128103,4202.564,4186.153744,4208.717846,4245.640922,4242.563999,4238.974255,4233.33323,4233.33323,4229.230666,4212.307589,4197.948615,4214.358871,4190.769128
0,0,4172.820411,4199.487077,4191.794769,4191.281949,4247.692204,4255.897332,4234.871691,4235.384512,4237.435794,4223.07682,4210.256307,4207.179384,4216.410153,4193.333231
0,0,4172.820411,4199.487077,4191.794769,4191.281949,4247.692204,4255.897332,4234.871691,4235.384512,4237.435794,4223.07682,4210.256307,4207.179384,4216.410153,4193.333231
1,0,4165.128103,4197.435795,4187.692205,4191.281949,4248.205024,4247.692204,4229.743486,4234.358871,4233.33323,4220.512717,4203.589641,4207.692205,4213.33323,4192.82041
2,0,4162.05118,4200.512718,4194.358872,4208.717846,4236.922973,4229.743486,4230.256307,4234.358871,4229.743486,4238.461435,4208.205025,4204.615282,4213.33323,4197.435795
3,0,4181.025539,4204.102461,4204.102461,4226.153743,4239.999896,4238.974255,4234.871691,4239.487076,4241.538358,4253.333229,4217.435794,4209.743487,4215.897333,4199.487077
4,0,4193.846051,4204.102461,4202.564,4214.358871,4263.076819,4248.717845,4232.820409,4238.461435,4247.692204,4239.487076,4217.948615,4212.307589,4216.922974,4189.743487
5,0,4182.564,4198.974256,4198.461436,4190.256308,4256.922973,4244.10246,4228.717845,4232.307589,4232.307589,4214.358871,4213.33323,4211.281948,4211.281948,4188.205026
6,0,4176.922975,4202.051179,4200.512718,4202.051179,4229.743486,4251.281947,4233.84605,4232.307589,4227.179384,4215.897333,4214.358871,4211.281948,4209.230666,4202.051179
7,0,4179.999898,4210.769128,4200.512718,4217.948615,4228.205025,4254.35887,4235.384512,4235.384512,4241.538358,4234.871691,4215.384512,4206.153743,4215.897333,4200.512718
8,0,4175.897334,4203.589641,4196.922974,4203.07682,4242.051178,4237.948614,4227.179384,4231.794768,4238.974255,4234.358871,4210.769128,4201.538359,4211.794769,4191.794769
9,0,4172.30759,4193.846051,4199.999897,4194.871692,4246.666563,4244.10246,4230.769127,4231.281948,4230.256307,4230.769127,4208.717846,4212.307589,4205.128102,4193.846051
10,0,4176.410154,4206.666564,4202.564,4215.897333,4246.153742,4256.410152,4239.487076,4236.410153,4236.410153,4229.230666,4213.33323,4221.025538,4213.33323,4197.948615
11,0,4179.999898,4219.999897,4194.358872,4226.666563,4249.743486,4229.743486,4227.179384,4230.769127,4230.256307,4208.717846,4215.897333,4211.794769,4217.435794,4194.871692
12,0,4178.461436,4212.82041,4195.384513,4211.794769,4255.384511,4225.640922,4222.051179,4227.179384,4226.153743,4210.769128,4214.358871,4214.358871,4212.307589,4196.410154
13,0,4178.974257,4210.256307,4211.281948,4205.640923,4255.384511,4262.051178,4235.897332,4239.999896,4243.58964,4247.179383,4219.999897,4229.230666,4219.999897,4213.33323
14,0,4191.794769,4222.051179,4213.33323,4216.410153,4251.794768,4270.256306,4238.461435,4251.281947,4254.35887,4259.999896,4232.820409,4233.84605,4235.384512,4227.692204
15,0,4201.025538,4228.205025,4201.538359,4223.07682,4244.10246,4251.794768,4230.256307,4248.205024,4250.256306,4251.794768,4235.384512,4234.358871,4236.922973,4224.615281
16,0,4190.256308,4216.410153,4201.025538,4217.435794,4235.897332,4238.461435,4231.794768,4241.025537,4242.051178,4241.025537,4223.07682,4234.871691,4221.025538,4210.769128
17,0,4172.820411,4202.564,4200.512718,4212.82041,4242.051178,4229.230666,4230.769127,4235.897332,4231.281948,4215.384512,4211.281948,4219.999897,4205.640923,4199.487077
18,0,4173.333231,4206.153743,4193.333231,4212.307589,4253.84605,4238.974255,4229.743486,4237.948614,4232.820409,4212.307589,4211.281948,4207.692205,4208.205025,4196.922974
19,0,4190.769128,4218.974256,4198.974256,4204.615282,4249.743486,4264.10246,4239.999896,4249.743486,4253.333229,4251.794768,4224.102461,4224.102461,4225.128102,4208.205025
20,0,4195.897333,4213.846051,4206.153743,4205.640923,4241.538358,4257.948614,4239.487076,4253.333229,4253.84605,4261.025537,4231.281948,4234.871691,4229.230666,4213.33323
21,0,4183.589641,4207.692205,4199.487077,4213.846051,4244.615281,4237.948614,4227.179384,4246.153742,4233.84605,4235.384512,4221.025538,4220.512717,4220.512717,4200.512718
22,0,4186.153744,4217.948615,4199.999897,4214.358871,4247.179383,4241.538358,4225.128102,4241.538358,4234.871691,4230.256307,4213.846051,4214.358871,4225.640922,4204.615282
23,0,4195.897333,4215.897333,4202.051179,4212.82041,4248.717845,4258.461434,4233.84605,4244.10246,4249.230665,4231.281948,4225.128102,4220.512717,4235.897332,4214.871692
24,0,4185.640923,4203.07682,4189.743487,4218.461435,4247.179383,4265.128101,4236.410153,4247.692204,4250.769127,4234.871691,4234.871691,4221.538358,4231.281948,4206.666564
25,0,4173.846052,4208.205025,4180.512718,4211.794769,4227.692204,4234.871691,4222.051179,4239.999896,4238.974255,4243.076819,4226.666563,4217.435794,4223.58964,4201.538359
26,0,4173.846052,4203.07682,4186.153744,4186.666564,4209.743487,4206.666564,4213.33323,4229.230666,4228.205025,4237.948614,4217.435794,4210.769128,4225.640922,4207.692205
27,0,4172.820411,4182.564,4184.615282,4183.589641,4228.205025,4236.922973,4227.692204,4231.794768,4230.769127,4241.025537,4220.512717,4206.153743,4229.230666,4201.025538
28,0,4176.410154,4189.743487,4178.974257,4206.153743,4251.794768,4259.487075,4233.33323,4235.897332,4241.538358,4247.692204,4219.999897,4211.794769,4226.666563,4197.948615
29,0,4187.692205,4212.82041,4189.230667,4224.102461,4237.948614,4227.692204,4222.563999,4232.820409,4239.487076,4237.948614,4216.410153,4217.435794,4229.743486,4209.230666
30,0,4196.410154,4226.153743,4204.102461,4228.717845,4226.666563,4226.153743,4223.58964,4233.33323,4230.256307,4240.512717,4225.128102,4221.538358,4240.512717,4214.871692
31,0,4196.410154,4231.794768,4203.589641,4227.692204,4243.076819,4261.538357,4230.256307,4233.84605,4232.307589,4240.512717,4227.179384,4223.07682,4240.512717,4211.794769
32,0,4190.769128,4227.692204,4194.358872,4227.179384,4253.333229,4263.589639,4228.205025,4229.230666,4231.794768,4215.384512,4216.922974,4214.871692,4232.307589,4213.33323
33,0,4190.256308,4216.410153,4193.846051,4213.33323,4235.384512,4230.769127,4223.07682,4226.666563,4223.07682,4221.025538,4215.897333,4206.666564,4230.769127,4215.384512
34,0,4190.769128,4210.769128,4199.999897,4196.410154,4212.82041,4209.230666,4219.999897,4225.640922,4215.384512,4237.435794,4219.487076,4211.281948,4229.743486,4214.871692
35,0,4191.281949,4218.461435,4204.102461,4211.281948,4219.999897,4231.281948,4226.666563,4230.769127,4222.051179,4212.307589,4217.948615,4218.974256,4232.820409,4217.435794
36,0,4195.897333,4218.461435,4204.102461,4230.769127,4249.743486,4266.666562,4234.358871,4240.512717,4238.461435,4216.922974,4221.538358,4219.999897,4242.563999,4217.435794
37,0,4198.974256,4214.871692,4202.051179,4226.153743,4258.974255,4274.87169,4233.33323,4245.128101,4247.692204,4259.487075,4229.230666,4222.563999,4249.743486,4215.384512
38,0,4197.948615,4228.205025,4202.564,4227.692204,4253.333229,4261.025537,4232.307589,4245.128101,4246.666563,4259.999896,4233.84605,4228.205025,4255.897332,4218.974256
39,0,4197.435795,4228.717845,4205.640923,4228.205025,4248.717845,4242.051178,4228.717845,4237.948614,4235.384512,4238.974255,4237.435794,4226.666563,4257.948614,4221.538358
40,0,4194.871692,4201.538359,4202.051179,4211.281948,4236.922973,4231.794768,4219.999897,4221.538358,4218.461435,4226.666563,4228.205025,4210.769128,4245.640922,4215.897333
41,0,4194.871692,4204.102461,4198.974256,4216.410153,4228.205025,4244.615281,4225.640922,4218.974256,4222.563999,4222.051179,4215.384512,4205.640923,4241.538358,4221.538358
