title:C                                                                               , recorded:01.07.20 12.39.49, sampling:128, subject:C                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
125,0,4215.897333,4212.307589,4212.82041,4221.025538,4209.230666,4221.025538,4215.384512,4215.384512,4213.846051,4214.358871,4212.82041,4192.30759,4216.922974,4201.538359
126,0,4220.512717,4209.743487,4214.358871,4222.051179,4210.769128,4219.487076,4215.384512,4214.871692,4214.871692,4198.461436,4213.846051,4199.999897,4214.871692,4202.051179
127,0,4229.230666,4214.871692,4218.461435,4222.563999,4168.717847,4217.948615,4218.461435,4214.871692,4218.461435,4196.922974,4217.435794,4203.07682,4218.461435,4205.640923
128,0,4224.102461,4214.358871,4215.897333,4219.487076,4229.743486,4224.615281,4220.512717,4216.922974,4217.948615,4213.33323,4215.897333,4204.102461,4221.025538,4204.615282
0,0,4214.871692,4205.640923,4211.794769,4215.384512,4275.897331,4229.230666,4219.999897,4214.871692,4213.846051,4216.922974,4210.769128,4209.743487,4217.948615,4201.538359
1,0,4224.102461,4210.769128,4218.461435,4219.999897,4194.358872,4220.512717,4219.487076,4212.307589,4212.82041,4213.33323,4212.307589,4217.435794,4220.512717,4208.205025
2,0,4235.384512,4218.461435,4221.025538,4227.692204,4179.999898,4215.897333,4217.948615,4212.307589,4215.384512,4214.871692,4218.461435,4221.538358,4229.743486,4215.897333
3,0,4233.33323,4213.846051,4217.435794,4227.179384,4237.948614,4222.051179,4217.948615,4213.846051,4217.948615,4218.974256,4224.615281,4225.128102,4231.794768,4216.922974
4,0,4233.33323,4219.999897,4224.102461,4227.179384,4216.410153,4228.205025,4225.128102,4216.922974,4219.999897,4222.051179,4232.307589,4230.256307,4231.794768,4218.974256
5,0,4236.922973,4228.717845,4229.230666,4233.84605,4197.435795,4225.640922,4228.717845,4218.461435,4219.999897,4228.717845,4234.871691,4232.820409,4232.820409,4222.051179
6,0,4232.307589,4221.025538,4221.025538,4229.743486,4214.871692,4222.563999,4228.717845,4219.999897,4218.974256,4225.640922,4227.692204,4230.256307,4224.615281,4217.948615
7,0,4228.717845,4213.33323,4215.897333,4217.948615,4191.281949,4222.051179,4227.179384,4219.487076,4217.948615,4209.230666,4227.179384,4229.230666,4214.871692,4213.846051
8,0,4232.820409,4215.384512,4219.999897,4216.410153,4208.205025,4223.07682,4224.102461,4217.948615,4215.897333,4216.922974,4230.256307,4231.281948,4216.410153,4217.435794
9,0,4233.84605,4217.435794,4219.999897,4224.102461,4223.58964,4219.999897,4219.487076,4216.922974,4216.410153,4231.794768,4218.461435,4228.205025,4217.435794,4217.948615
10,0,4229.230666,4215.897333,4215.897333,4224.102461,4186.666564,4217.948615,4218.461435,4217.948615,4219.487076,4229.743486,4213.33323,4224.615281,4213.846051,4214.358871
11,0,4229.230666,4217.948615,4214.871692,4221.538358,4224.615281,4227.179384,4225.128102,4217.435794,4219.487076,4229.230666,4222.563999,4226.153743,4216.410153,4213.33323
12,0,4234.871691,4226.666563,4224.102461,4228.205025,4268.205024,4231.794768,4226.666563,4214.871692,4215.897333,4232.307589,4223.58964,4228.205025,4218.974256,4215.384512
13,0,4235.897332,4227.179384,4230.769127,4231.281948,4209.743487,4223.07682,4220.512717,4212.82041,4214.358871,4234.358871,4213.33323,4227.692204,4214.871692,4214.871692
14,0,4230.256307,4218.974256,4223.07682,4228.205025,4181.025539,4216.922974,4215.897333,4212.82041,4212.82041,4235.384512,4213.33323,4228.717845,4214.871692,4213.33323
15,0,4230.769127,4223.07682,4219.999897,4227.692204,4214.358871,4217.948615,4219.999897,4214.871692,4215.384512,4231.281948,4224.615281,4229.230666,4219.487076,4213.846051
16,0,4234.358871,4229.743486,4226.153743,4224.102461,4231.281948,4223.07682,4222.051179,4216.922974,4221.025538,4224.102461,4229.743486,4227.179384,4219.487076,4211.794769
17,0,4223.07682,4219.487076,4219.999897,4216.922974,4216.410153,4221.025538,4217.948615,4216.410153,4219.999897,4221.538358,4219.999897,4222.563999,4214.358871,4205.640923
18,0,4214.358871,4210.769128,4211.281948,4216.410153,4183.076821,4213.846051,4214.871692,4214.358871,4214.358871,4223.58964,4208.717846,4215.897333,4213.33323,4199.999897
19,0,4221.025538,4216.410153,4214.358871,4219.487076,4201.025538,4213.846051,4216.410153,4214.358871,4216.410153,4212.82041,4212.82041,4216.922974,4214.358871,4204.615282
20,0,4223.58964,4218.974256,4217.435794,4223.07682,4238.461435,4220.512717,4224.615281,4216.922974,4220.512717,4206.666564,4219.487076,4221.538358,4215.384512,4211.794769
21,0,4223.58964,4216.922974,4217.948615,4227.692204,4204.102461,4220.512717,4233.33323,4218.461435,4218.461435,4224.615281,4214.358871,4219.999897,4216.410153,4209.743487
22,0,4226.666563,4215.384512,4220.512717,4223.07682,4193.333231,4218.974256,4230.769127,4217.435794,4217.435794,4240.512717,4213.33323,4216.922974,4216.410153,4202.051179
23,0,4223.07682,4212.82041,4216.410153,4216.410153,4224.102461,4219.487076,4218.974256,4212.82041,4217.948615,4226.153743,4215.897333,4216.922974,4213.33323,4201.538359
24,0,4222.051179,4214.358871,4214.358871,4218.461435,4198.461436,4215.897333,4214.358871,4210.256307,4214.871692,4207.179384,4216.410153,4219.999897,4213.846051,4210.256307
25,0,4232.820409,4218.974256,4219.999897,4221.538358,4197.948615,4215.897333,4218.461435,4211.794769,4214.358871,4210.769128,4218.461435,4229.743486,4218.461435,4217.948615
26,0,4235.384512,4221.025538,4220.512717,4219.487076,4243.076819,4217.948615,4216.922974,4211.281948,4215.897333,4217.948615,4218.974256,4230.769127,4221.025538,4219.487076
