title:J                                                                               , recorded:01.07.20 13.44.18, sampling:128, subject:J                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
93,0,4227.692204,4232.820409,4219.487076,4200.512718,4170.769129,4217.435794,4216.410153,4229.230666,4310.256305,4210.256307,4217.948615,4193.846051,4221.538358,4234.358871
94,0,4262.563998,4253.84605,4233.84605,4212.307589,4173.846052,4213.846051,4214.871692,4231.794768,4309.743484,4219.487076,4235.897332,4209.230666,4243.076819,4268.205024
95,0,4301.538356,4275.384511,4245.128101,4218.461435,4169.230667,4213.846051,4213.33323,4230.769127,4312.307587,4237.435794,4258.974255,4230.256307,4274.35887,4302.051177
96,0,4325.64092,4287.179382,4255.384511,4228.205025,4164.102462,4213.846051,4213.33323,4229.230666,4310.769125,4230.256307,4275.384511,4241.538358,4290.256305,4331.281945
97,0,4350.769124,4304.102459,4268.205024,4245.128101,4169.743488,4209.230666,4213.846051,4232.307589,4313.333228,4231.281948,4291.794767,4251.794768,4305.1281,4363.076816
98,0,4373.333226,4315.38451,4270.769126,4240.512717,4171.281949,4207.179384,4213.33323,4231.281948,4314.871689,4243.58964,4297.948613,4263.076819,4324.102458,4380.512713
99,0,4378.974252,4314.871689,4268.717844,4231.794768,4171.281949,4213.33323,4216.922974,4234.871691,4316.922971,4243.58964,4299.999895,4267.179383,4333.846048,4387.6922
100,0,4373.333226,4315.38451,4270.256306,4242.051178,4176.410154,4216.922974,4221.025538,4244.615281,4321.538356,4238.974255,4305.64092,4265.128101,4331.794766,4391.794764
101,0,4365.640919,4306.153741,4264.10246,4245.128101,4175.897334,4214.358871,4217.435794,4237.948614,4316.922971,4234.358871,4302.051177,4261.538357,4327.692202,4383.076816
102,0,4364.615278,4293.846049,4257.435793,4235.897332,4170.769129,4214.358871,4213.846051,4227.692204,4310.256305,4234.358871,4293.333228,4259.487075,4330.769125,4374.871688
103,0,4366.66656,4296.410151,4263.076819,4236.922973,4169.743488,4214.871692,4218.461435,4235.897332,4316.922971,4242.563999,4299.487074,4263.589639,4335.89733,4378.461431
104,0,4358.461432,4295.38451,4265.128101,4239.487076,4173.846052,4214.358871,4221.538358,4240.512717,4322.051176,4236.922973,4298.974254,4265.640921,4326.15374,4371.794765
105,0,4336.922971,4276.922972,4252.820409,4226.153743,4180.512718,4216.922974,4218.461435,4229.743486,4313.846048,4226.666563,4281.538357,4255.897332,4310.769125,4353.333227
106,0,4315.89733,4263.589639,4245.128101,4221.538358,4185.128103,4216.922974,4218.974256,4229.230666,4309.743484,4232.820409,4274.35887,4246.153742,4304.615279,4337.435791
107,0,4306.153741,4259.999896,4246.153742,4226.153743,4181.538359,4215.384512,4219.999897,4236.410153,4317.435792,4239.487076,4278.974254,4248.717845,4299.999895,4321.538356
108,0,4297.435792,4253.333229,4242.051178,4221.025538,4177.435795,4218.461435,4219.487076,4235.384512,4322.563997,4229.743486,4269.230665,4245.640922,4289.230664,4303.589638
109,0,4276.410152,4241.025537,4230.256307,4213.846051,4173.846052,4219.487076,4218.974256,4232.307589,4316.410151,4215.897333,4249.743486,4231.794768,4269.230665,4282.563998
110,0,4260.512716,4235.897332,4226.666563,4216.410153,4167.692206,4215.384512,4217.948615,4231.281948,4311.794766,4213.33323,4242.051178,4224.615281,4250.256306,4262.051178
111,0,4262.051178,4240.512717,4231.281948,4221.025538,4173.333231,4217.948615,4216.410153,4233.84605,4321.025535,4229.743486,4247.179383,4231.281948,4254.35887,4259.999896
112,0,4259.999896,4234.358871,4232.307589,4217.948615,4182.564,4224.615281,4219.487076,4236.410153,4322.563997,4242.563999,4250.256306,4236.410153,4261.025537,4263.076819
113,0,4245.128101,4219.999897,4228.717845,4216.410153,4173.846052,4222.563999,4223.58964,4231.281948,4312.820407,4233.33323,4243.58964,4233.33323,4250.256306,4252.307588
114,0,4236.922973,4215.897333,4227.692204,4217.435794,4169.230667,4223.07682,4227.692204,4230.256307,4317.435792,4223.58964,4232.307589,4232.307589,4243.076819,4239.999896
115,0,4237.435794,4216.922974,4229.743486,4218.461435,4178.974257,4230.256307,4231.794768,4238.461435,4329.743484,4229.230666,4231.281948,4233.84605,4243.58964,4238.461435
116,0,4235.384512,4215.897333,4228.717845,4218.974256,4179.487077,4227.692204,4231.794768,4246.666563,4328.717843,4237.435794,4236.410153,4235.384512,4235.384512,4236.410153
117,0,4229.743486,4214.871692,4222.051179,4216.922974,4174.871693,4224.102461,4231.281948,4247.692204,4326.666561,4237.435794,4231.794768,4232.820409,4226.666563,4227.179384
118,0,4223.58964,4210.769128,4216.922974,4211.794769,4175.897334,4228.717845,4232.820409,4240.512717,4325.64092,4221.538358,4217.435794,4223.58964,4227.179384,4217.435794
119,0,4216.410153,4202.051179,4214.358871,4205.128102,4175.384513,4226.153743,4233.33323,4233.33323,4321.538356,4209.230666,4211.281948,4216.410153,4223.58964,4212.307589
120,0,4216.410153,4203.07682,4212.82041,4204.102461,4173.333231,4214.358871,4229.230666,4234.871691,4323.589638,4218.974256,4213.33323,4221.538358,4219.487076,4213.33323
121,0,4215.897333,4203.07682,4213.846051,4208.205025,4173.333231,4214.871692,4225.640922,4234.871691,4326.15374,4228.717845,4216.410153,4227.692204,4218.461435,4213.33323
122,0,4217.435794,4201.025538,4215.384512,4212.307589,4169.230667,4221.025538,4228.205025,4234.871691,4324.102458,4228.717845,4221.025538,4227.692204,4218.461435,4213.33323
123,0,4226.153743,4207.179384,4218.974256,4216.410153,4168.205026,4222.051179,4230.769127,4242.563999,4327.179381,4230.256307,4228.717845,4230.256307,4224.615281,4216.410153
124,0,4227.179384,4211.794769,4220.512717,4218.461435,4180.512718,4228.205025,4232.820409,4247.692204,4332.307586,4232.820409,4232.307589,4232.307589,4231.281948,4216.922974
125,0,4221.538358,4213.846051,4219.999897,4218.461435,4187.179385,4232.820409,4241.538358,4247.179383,4335.89733,4239.487076,4231.794768,4230.769127,4231.281948,4216.922974
126,0,4229.230666,4218.974256,4224.102461,4215.897333,4187.179385,4229.230666,4245.640922,4249.743486,4333.846048,4248.205024,4232.307589,4232.820409,4230.769127,4219.999897
127,0,4235.897332,4217.435794,4227.692204,4218.461435,4187.692205,4227.692204,4235.897332,4246.666563,4329.743484,4244.615281,4233.33323,4233.84605,4232.820409,4218.974256
128,0,4228.717845,4211.794769,4222.563999,4222.563999,4179.999898,4230.256307,4229.230666,4244.615281,4331.281945,4238.974255,4230.256307,4231.794768,4230.256307,4215.384512
0,0,4219.999897,4214.358871,4218.974256,4220.512717,4173.846052,4228.717845,4231.794768,4248.205024,4332.820407,4241.538358,4221.538358,4229.743486,4221.025538,4215.897333
1,0,4216.410153,4212.82041,4219.999897,4217.435794,4181.025539,4226.666563,4229.743486,4241.538358,4326.15374,4235.384512,4217.435794,4227.179384,4217.435794,4214.358871
2,0,4215.897333,4207.179384,4217.948615,4217.948615,4189.743487,4230.256307,4225.128102,4231.794768,4321.025535,4224.615281,4223.58964,4227.692204,4217.948615,4210.769128
3,0,4216.922974,4206.666564,4215.897333,4217.948615,4187.179385,4231.794768,4226.666563,4230.769127,4321.025535,4217.435794,4221.538358,4229.743486,4217.948615,4211.281948
4,0,4214.358871,4207.179384,4217.435794,4216.922974,4186.153744,4230.769127,4230.769127,4234.871691,4321.538356,4213.33323,4215.897333,4229.743486,4214.871692,4212.307589
5,0,4214.358871,4205.128102,4216.922974,4217.948615,4189.230667,4229.230666,4231.281948,4241.025537,4324.615279,4225.640922,4222.051179,4229.743486,4216.410153,4210.256307
6,0,4214.871692,4203.589641,4214.871692,4215.384512,4185.128103,4228.205025,4230.256307,4246.153742,4327.692202,4235.897332,4229.743486,4229.743486,4223.07682,4210.769128
7,0,4215.384512,4209.230666,4220.512717,4221.538358,4184.615282,4229.743486,4229.230666,4243.58964,4326.15374,4233.33323,4229.230666,4231.794768,4232.307589,4217.435794
8,0,4219.999897,4218.974256,4230.769127,4234.358871,4187.692205,4231.794768,4230.769127,4245.128101,4327.179381,4243.076819,4234.358871,4240.512717,4236.922973,4221.538358
9,0,4220.512717,4218.461435,4227.692204,4229.230666,4186.666564,4232.820409,4234.871691,4251.281947,4327.692202,4241.025537,4239.487076,4243.076819,4232.820409,4217.948615
10,0,4215.897333,4212.82041,4222.051179,4224.615281,4185.640923,4229.743486,4229.743486,4245.128101,4325.64092,4225.640922,4235.897332,4234.871691,4230.256307,4215.897333
11,0,4216.922974,4215.897333,4221.025538,4228.717845,4186.153744,4229.230666,4219.999897,4238.974255,4325.128099,4237.435794,4231.794768,4229.743486,4230.256307,4216.410153
12,0,4218.461435,4218.461435,4217.948615,4224.102461,4187.692205,4234.871691,4222.563999,4245.640922,4326.15374,4252.307588,4233.33323,4230.769127,4231.281948,4213.846051
13,0,4214.871692,4213.846051,4213.33323,4219.999897,4183.589641,4232.307589,4228.717845,4246.666563,4326.666561,4235.384512,4232.820409,4229.230666,4230.769127,4214.358871
14,0,4219.487076,4216.410153,4216.410153,4231.281948,4179.999898,4224.102461,4227.179384,4240.512717,4326.666561,4230.256307,4226.153743,4228.717845,4227.179384,4218.461435
15,0,4231.794768,4221.025538,4226.666563,4236.922973,4184.615282,4226.153743,4228.717845,4243.076819,4327.692202,4240.512717,4226.153743,4232.820409,4227.692204,4220.512717
16,0,4228.205025,4217.948615,4226.666563,4228.717845,4190.256308,4234.358871,4230.769127,4244.615281,4325.64092,4229.743486,4228.717845,4232.820409,4228.205025,4219.487076
17,0,4215.897333,4213.846051,4217.948615,4228.717845,4185.640923,4231.281948,4223.58964,4236.410153,4320.512715,4227.179384,4222.051179,4227.179384,4223.07682,4216.410153
18,0,4213.33323,4212.307589,4214.358871,4229.230666,4180.512718,4227.179384,4218.461435,4231.794768,4319.999894,4234.358871,4213.33323,4222.563999,4214.871692,4208.205025
19,0,4216.410153,4215.384512,4217.948615,4227.179384,4184.615282,4232.307589,4225.640922,4231.281948,4321.025535,4223.07682,4215.897333,4225.640922,4214.871692,4207.692205
20,0,4219.999897,4222.051179,4222.563999,4230.256307,4186.666564,4234.871691,4230.769127,4236.922973,4318.974253,4211.794769,4223.07682,4230.769127,4224.102461,4215.897333
21,0,4226.153743,4222.563999,4226.153743,4232.820409,4184.102462,4230.769127,4228.205025,4245.128101,4318.461433,4220.512717,4220.512717,4231.794768,4226.666563,4218.461435
22,0,4228.205025,4217.435794,4228.717845,4233.33323,4184.102462,4230.769127,4229.230666,4247.179383,4324.615279,4231.794768,4218.974256,4232.307589,4225.128102,4217.435794
23,0,4224.102461,4218.461435,4228.717845,4234.871691,4191.794769,4234.358871,4235.897332,4249.743486,4329.743484,4238.461435,4220.512717,4233.84605,4228.717845,4221.538358
24,0,4219.999897,4218.974256,4225.640922,4234.871691,4198.974256,4232.820409,4232.820409,4249.230665,4326.15374,4236.922973,4214.871692,4233.33323,4225.640922,4221.538358
25,0,4216.410153,4214.871692,4218.461435,4232.307589,4194.358872,4232.307589,4228.205025,4245.640922,4323.589638,4232.820409,4214.358871,4230.256307,4214.871692,4215.384512
26,0,4214.358871,4212.307589,4217.435794,4232.820409,4192.82041,4235.384512,4227.692204,4245.128101,4326.666561,4238.974255,4224.615281,4231.794768,4213.846051,4216.410153
27,0,4214.358871,4206.666564,4221.025538,4233.84605,4195.897333,4229.230666,4219.999897,4237.435794,4322.563997,4238.461435,4226.153743,4232.307589,4219.487076,4213.33323
28,0,4211.281948,4199.487077,4217.948615,4231.794768,4192.30759,4221.538358,4217.435794,4233.33323,4317.948612,4229.743486,4216.922974,4230.769127,4216.410153,4203.589641
29,0,4202.564,4199.999897,4215.384512,4228.717845,4190.256308,4224.615281,4226.153743,4244.10246,4323.076817,4236.410153,4213.33323,4226.153743,4214.871692,4198.974256
30,0,4200.512718,4204.615282,4216.410153,4230.769127,4196.922974,4231.281948,4229.230666,4248.717845,4323.589638,4248.205024,4214.871692,4223.07682,4216.922974,4200.512718
31,0,4210.256307,4207.179384,4220.512717,4240.512717,4202.564,4232.307589,4228.205025,4243.58964,4319.487074,4245.128101,4217.435794,4229.230666,4219.487076,4209.743487
32,0,4211.281948,4206.153743,4221.025538,4246.666563,4200.512718,4232.307589,4232.820409,4247.179383,4323.589638,4242.563999,4215.384512,4230.769127,4221.538358,4213.846051
33,0,4201.025538,4205.640923,4216.410153,4245.128101,4196.922974,4230.256307,4228.205025,4248.205024,4327.179381,4248.717845,4216.410153,4222.051179,4219.487076,4205.640923
34,0,4199.999897,4210.256307,4209.743487,4243.58964,4200.512718,4228.717845,4224.102461,4244.10246,4324.102458,4247.179383,4224.615281,4218.974256,4218.974256,4199.999897
35,0,4201.025538,4210.769128,4203.589641,4242.051178,4207.179384,4231.794768,4231.794768,4247.692204,4323.589638,4242.051178,4225.128102,4221.538358,4222.051179,4204.615282
36,0,4197.435795,4208.205025,4205.128102,4246.153742,4200.512718,4231.281948,4230.256307,4248.717845,4325.128099,4243.076819,4217.948615,4221.538358,4229.230666,4208.205025
37,0,4206.153743,4213.846051,4214.358871,4258.974255,4197.435795,4228.205025,4217.435794,4245.128101,4325.128099,4246.153742,4227.692204,4227.179384,4231.281948,4213.846051
38,0,4218.974256,4218.974256,4219.999897,4260.512716,4202.564,4228.205025,4215.384512,4247.179383,4325.128099,4248.717845,4239.999896,4233.84605,4224.102461,4218.974256
39,0,4216.922974,4214.358871,4216.922974,4251.794768,4191.794769,4231.281948,4222.051179,4250.256306,4324.102458,4251.281947,4228.717845,4230.769127,4222.051179,4212.307589
40,0,4210.769128,4212.82041,4215.897333,4249.230665,4184.615282,4230.769127,4221.025538,4244.615281,4324.102458,4244.10246,4216.922974,4229.743486,4227.179384,4209.230666
41,0,4211.794769,4216.922974,4218.974256,4245.640922,4192.82041,4229.230666,4216.922974,4241.538358,4325.128099,4239.999896,4223.58964,4229.743486,4230.256307,4215.384512
42,0,4210.256307,4213.33323,4215.897333,4231.281948,4193.846051,4226.153743,4216.410153,4243.076819,4326.15374,4245.640922,4225.128102,4224.102461,4227.179384,4212.82041
43,0,4203.07682,4205.128102,4209.230666,4206.666564,4185.640923,4225.128102,4215.897333,4243.58964,4321.538356,4239.999896,4214.871692,4219.487076,4219.999897,4203.07682
44,0,4198.461436,4201.025538,4210.256307,4179.487077,4184.615282,4226.153743,4215.897333,4242.051178,4316.922971,4231.794768,4209.743487,4218.974256,4215.897333,4198.461436
45,0,4199.999897,4202.051179,4213.846051,4161.53836,4193.846051,4231.794768,4217.435794,4238.974255,4318.461433,4234.871691,4214.358871,4217.948615,4216.922974,4199.999897
46,0,4203.589641,4202.564,4213.33323,4150.769129,4194.358872,4230.769127,4215.384512,4235.384512,4319.999894,4232.820409,4215.897333,4216.922974,4219.487076,4201.025538
47,0,4210.769128,4208.205025,4213.846051,4137.948617,4185.128103,4223.07682,4212.307589,4232.820409,4318.461433,4226.666563,4217.435794,4222.563999,4220.512717,4202.564
48,0,4215.897333,4214.358871,4217.948615,4135.897335,4189.230667,4225.128102,4216.922974,4234.358871,4319.487074,4228.717845,4226.666563,4230.769127,4221.025538,4204.615282
49,0,4206.666564,4211.281948,4217.435794,4139.999899,4198.461436,4228.205025,4219.487076,4238.974255,4323.589638,4235.897332,4234.358871,4231.794768,4219.487076,4202.564
50,0,4204.102461,4208.717846,4215.384512,4135.384514,4191.281949,4224.615281,4215.384512,4242.563999,4324.615279,4244.615281,4229.230666,4230.769127,4224.102461,4203.07682
51,0,4215.384512,4215.384512,4217.435794,4132.307591,4187.179385,4227.179384,4218.974256,4243.076819,4323.589638,4249.743486,4224.102461,4231.794768,4233.33323,4211.794769
52,0,4220.512717,4217.948615,4218.974256,4133.333232,4197.948615,4233.33323,4226.666563,4244.615281,4324.102458,4244.10246,4231.281948,4233.33323,4235.384512,4213.33323
53,0,4214.871692,4216.410153,4215.384512,4130.256309,4200.512718,4233.33323,4226.153743,4248.717845,4324.102458,4233.84605,4233.84605,4231.794768,4232.820409,4209.743487
54,0,4216.410153,4224.102461,4215.384512,4130.76913,4196.922974,4230.769127,4226.153743,4249.230665,4324.615279,4233.33323,4230.256307,4231.794768,4234.871691,4216.410153
55,0,4221.025538,4227.179384,4224.615281,4139.999899,4200.512718,4233.33323,4232.307589,4249.743486,4325.64092,4240.512717,4230.256307,4233.84605,4235.897332,4223.07682
56,0,4220.512717,4216.922974,4230.256307,4141.02554,4201.538359,4233.84605,4231.794768,4249.743486,4325.128099,4241.025537,4232.307589,4235.384512,4233.33323,4217.948615
57,0,4216.410153,4219.999897,4226.666563,4134.358873,4202.564,4232.307589,4229.230666,4248.205024,4324.102458,4239.999896,4235.897332,4231.794768,4232.820409,4216.410153
58,0,4205.640923,4234.871691,4220.512717,4129.230668,4204.102461,4229.230666,4227.692204,4247.179383,4325.128099,4244.615281,4234.358871,4223.07682,4235.897332,4219.487076
59,0,4197.435795,4229.230666,4216.922974,4125.640925,4201.538359,4231.794768,4228.205025,4247.179383,4326.666561,4240.512717,4224.102461,4214.871692,4233.84605,4213.846051
60,0,4196.410154,4212.307589,4217.435794,4123.076822,4199.487077,4234.871691,4232.307589,4249.230665,4324.615279,4226.153743,4214.871692,4210.769128,4227.692204,4211.794769
61,0,4198.974256,4214.871692,4219.487076,4125.128104,4201.025538,4232.820409,4229.743486,4249.230665,4325.64092,4228.717845,4219.999897,4213.846051,4233.33323,4217.948615
62,0,4201.538359,4224.102461,4219.999897,4129.230668,4198.974256,4230.769127,4219.999897,4246.666563,4325.128099,4242.051178,4228.205025,4215.384512,4244.10246,4219.999897
63,0,4198.461436,4222.563999,4218.461435,4127.692207,4198.461436,4229.743486,4216.922974,4244.615281,4317.948612,4239.487076,4225.640922,4208.205025,4241.538358,4214.871692
64,0,4190.769128,4220.512717,4216.410153,4124.615284,4200.512718,4230.769127,4219.487076,4243.58964,4314.358869,4230.256307,4223.58964,4201.538359,4231.281948,4213.33323
65,0,4186.666564,4221.538358,4217.948615,4128.717848,4197.948615,4232.307589,4219.487076,4243.58964,4318.974253,4229.743486,4223.58964,4203.07682,4230.769127,4216.410153
66,0,4186.666564,4217.948615,4217.435794,4129.230668,4193.846051,4230.256307,4217.948615,4245.640922,4321.025535,4229.230666,4217.435794,4205.128102,4231.281948,4207.692205
67,0,4187.692205,4214.358871,4212.82041,4124.615284,4190.769128,4226.153743,4217.435794,4244.10246,4318.461433,4227.179384,4216.410153,4198.974256,4225.640922,4197.948615
68,0,4192.30759,4215.897333,4214.358871,4124.102463,4183.076821,4227.179384,4218.974256,4242.051178,4316.922971,4231.281948,4225.128102,4197.948615,4229.743486,4206.666564
69,0,4188.717846,4215.384512,4216.410153,4127.179386,4183.076821,4229.743486,4217.948615,4244.10246,4313.333228,4224.102461,4219.999897,4200.512718,4236.410153,4216.410153
70,0,4185.128103,4214.358871,4215.384512,4130.256309,4196.922974,4231.794768,4216.410153,4245.640922,4311.794766,4213.846051,4208.205025,4198.461436,4231.281948,4210.256307
71,0,4198.461436,4219.999897,4217.435794,4138.461437,4199.999897,4233.84605,4223.07682,4250.256306,4318.974253,4221.538358,4217.435794,4199.487077,4229.230666,4209.230666
72,0,4202.051179,4222.563999,4216.922974,4137.948617,4189.743487,4231.794768,4224.102461,4250.256306,4319.487074,4224.102461,4221.538358,4203.07682,4235.384512,4218.461435
73,0,4185.640923,4215.897333,4209.743487,4123.589643,4183.076821,4228.717845,4214.871692,4244.10246,4312.820407,4216.922974,4209.230666,4197.948615,4232.307589,4212.307589
74,0,4187.179385,4214.358871,4207.692205,4126.666566,4185.128103,4229.743486,4215.897333,4245.640922,4312.820407,4218.974256,4207.692205,4192.30759,4226.666563,4199.487077
75,0,4204.102461,4228.205025,4213.33323,4145.640924,4195.384513,4229.230666,4219.999897,4248.717845,4314.871689,4217.948615,4216.922974,4195.897333,4235.897332,4205.640923
76,0,4206.153743,4235.384512,4215.897333,4146.153745,4199.999897,4227.692204,4215.384512,4245.128101,4312.307587,4216.922974,4218.974256,4201.538359,4245.640922,4217.435794
77,0,4206.666564,4231.794768,4216.922974,4138.461437,4199.487077,4232.307589,4215.384512,4245.128101,4314.871689,4228.717845,4223.58964,4204.102461,4246.153742,4218.461435
78,0,4215.384512,4239.999896,4217.948615,4141.53836,4203.07682,4234.871691,4222.051179,4250.256306,4319.999894,4234.358871,4233.84605,4204.102461,4245.640922,4216.410153
79,0,4213.846051,4247.692204,4214.358871,4145.128104,4195.384513,4232.307589,4220.512717,4247.692204,4317.435792,4229.230666,4227.692204,4199.487077,4245.128101,4214.358871
80,0,4211.794769,4243.58964,4215.897333,4150.769129,4188.717846,4230.769127,4218.461435,4247.179383,4316.922971,4232.820409,4217.948615,4198.974256,4243.58964,4216.410153
81,0,4216.922974,4243.58964,4221.025538,4156.410155,4203.07682,4232.820409,4223.58964,4249.743486,4320.512715,4233.84605,4225.128102,4206.153743,4247.179383,4223.07682
82,0,4221.538358,4248.717845,4218.461435,4155.897334,4210.769128,4238.974255,4225.640922,4250.256306,4319.487074,4230.769127,4235.384512,4212.82041,4249.743486,4223.58964
83,0,4224.102461,4252.307588,4218.461435,4160.512719,4198.974256,4248.205024,4228.205025,4256.922973,4319.999894,4242.563999,4241.538358,4216.410153,4248.717845,4224.102461
84,0,4224.615281,4255.384511,4225.640922,4168.205026,4198.461436,4246.153742,4231.281948,4266.153742,4327.692202,4246.666563,4237.435794,4217.948615,4249.230665,4232.307589
85,0,4224.615281,4252.307588,4224.102461,4165.640924,4199.999897,4233.84605,4223.07682,4259.487075,4325.64092,4229.230666,4225.128102,4216.922974,4248.717845,4232.820409
86,0,4222.563999,4243.58964,4216.410153,4160.512719,4193.846051,4228.205025,4211.281948,4243.076819,4314.358869,4227.179384,4217.948615,4216.922974,4245.640922,4223.07682
87,0,4220.512717,4245.640922,4216.410153,4163.076821,4204.615282,4235.384512,4213.846051,4244.10246,4312.820407,4237.435794,4213.33323,4215.384512,4245.640922,4216.410153
88,0,4223.07682,4256.922973,4219.999897,4165.640924,4216.410153,4242.563999,4225.128102,4255.897332,4320.512715,4230.769127,4211.794769,4213.846051,4249.743486,4219.487076
89,0,4224.615281,4258.974255,4218.461435,4168.717847,4212.82041,4237.948614,4226.153743,4253.333229,4321.538356,4216.922974,4218.461435,4215.384512,4246.153742,4219.999897
90,0,4215.384512,4252.820409,4214.358871,4168.205026,4211.794769,4233.33323,4221.538358,4244.10246,4314.358869,4211.281948,4212.82041,4210.769128,4235.897332,4209.230666
91,0,4212.307589,4259.487075,4215.384512,4166.153744,4215.897333,4238.974255,4225.640922,4247.692204,4312.307587,4218.461435,4196.922974,4206.153743,4237.435794,4204.615282
92,0,4225.128102,4272.820408,4216.922974,4174.358872,4218.461435,4241.538358,4229.743486,4251.281947,4317.435792,4222.051179,4193.333231,4212.82041,4248.205024,4214.358871
93,0,4233.84605,4274.35887,4221.025538,4186.153744,4223.07682,4233.84605,4223.07682,4250.769127,4320.512715,4217.435794,4205.640923,4219.487076,4252.307588,4223.58964
94,0,4231.794768,4267.692203,4223.58964,4187.179385,4215.384512,4228.717845,4213.33323,4245.128101,4313.333228,4217.435794,4211.794769,4216.410153,4247.692204,4224.102461
95,0,4224.615281,4264.10246,4220.512717,4179.487077,4197.435795,4233.84605,4211.281948,4237.435794,4307.692202,4223.07682,4205.128102,4212.82041,4245.640922,4218.461435
96,0,4227.692204,4275.897331,4223.07682,4184.615282,4215.897333,4235.897332,4215.384512,4244.615281,4317.948612,4228.717845,4209.743487,4223.07682,4254.871691,4223.58964
97,0,4235.384512,4285.1281,4231.281948,4192.30759,4231.281948,4230.769127,4217.948615,4253.333229,4324.615279,4231.281948,4217.948615,4234.871691,4258.461434,4233.33323
98,0,4232.307589,4276.410152,4233.84605,4185.128103,4203.07682,4229.230666,4215.897333,4246.666563,4321.538356,4223.07682,4209.743487,4230.769127,4247.692204,4231.794768
99,0,4227.692204,4283.076818,4228.205025,4183.076821,4206.153743,4233.33323,4215.384512,4244.10246,4324.615279,4210.256307,4196.410154,4218.461435,4247.692204,4223.58964
100,0,4235.897332,4305.64092,4222.051179,4198.974256,4235.897332,4235.384512,4218.974256,4247.179383,4329.230663,4216.410153,4202.564,4218.461435,4264.61528,4229.743486
101,0,4237.435794,4303.076818,4218.974256,4206.153743,4228.717845,4232.307589,4215.384512,4237.435794,4324.102458,4219.999897,4202.564,4222.051179,4266.666562,4235.384512
102,0,4221.025538,4294.358869,4215.897333,4189.230667,4216.922974,4231.794768,4210.769128,4228.717845,4325.64092,4201.025538,4186.666564,4213.846051,4257.948614,4224.102461
103,0,4216.922974,4310.256305,4214.871692,4180.512718,4225.128102,4230.769127,4213.33323,4238.461435,4338.974253,4192.82041,4189.230667,4209.230666,4261.025537,4215.897333
104,0,4231.281948,4328.717843,4214.358871,4193.846051,4221.538358,4233.33323,4218.461435,4247.692204,4335.384509,4203.589641,4201.025538,4214.358871,4267.179383,4224.102461
105,0,4237.948614,4338.461432,4217.435794,4196.922974,4219.487076,4237.948614,4217.435794,4244.10246,4317.948612,4204.102461,4199.487077,4218.974256,4264.10246,4233.33323
