title:sujeto 1                                                                        , recorded:30.06.20 13.43.43, sampling:128, subject:sujeto 1                                                                        , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4, chan:37, units:emotiv,,,,,,,,,
115,0,4229.743486,4149.743488,4221.025538,4112.307592,4208.717846,4215.897333,4214.358871,4153.333232,4211.281948,4225.640922,4231.281948,4227.179384,4228.205025,4213.846051
116,0,4231.794768,4146.666565,4224.102461,4129.230668,4227.179384,4214.871692,4215.384512,4153.333232,4212.82041,4234.871691,4240.512717,4235.384512,4230.256307,4223.07682
117,0,4232.307589,4146.666565,4217.435794,4116.410156,4237.435794,4219.487076,4216.922974,4157.435796,4214.358871,4245.128101,4247.692204,4241.025537,4234.358871,4224.615281
118,0,4227.179384,4152.307591,4213.846051,4108.717848,4234.358871,4230.256307,4218.461435,4165.640924,4215.897333,4241.025537,4244.10246,4233.84605,4234.871691,4218.461435
119,0,4226.153743,4155.897334,4214.871692,4124.102463,4237.948614,4232.307589,4217.948615,4166.666565,4215.897333,4237.435794,4240.512717,4229.230666,4230.256307,4219.487076
120,0,4231.281948,4153.333232,4218.974256,4117.948617,4241.025537,4227.692204,4215.897333,4160.512719,4216.410153,4236.922973,4246.666563,4237.948614,4232.307589,4228.205025
121,0,4238.461435,4161.53836,4226.153743,4107.179387,4227.179384,4222.563999,4215.384512,4157.948616,4217.948615,4243.076819,4255.384511,4248.205024,4241.538358,4235.897332
122,0,4241.538358,4172.30759,4228.717845,4122.564002,4219.487076,4221.025538,4215.897333,4157.435796,4216.922974,4250.769127,4252.820409,4242.051178,4244.10246,4232.820409
123,0,4235.897332,4168.205026,4224.615281,4129.230668,4238.974255,4222.563999,4216.922974,4154.871693,4213.846051,4241.538358,4245.640922,4233.84605,4238.974255,4226.666563
124,0,4232.307589,4169.230667,4228.205025,4120.51272,4254.35887,4225.128102,4218.974256,4155.384514,4214.871692,4232.820409,4247.179383,4239.487076,4236.922973,4229.743486
125,0,4232.307589,4171.281949,4229.743486,4123.589643,4235.384512,4219.999897,4217.948615,4155.897334,4215.897333,4234.871691,4250.256306,4242.051178,4237.948614,4231.281948
126,0,4231.281948,4161.53836,4226.666563,4128.205027,4224.102461,4219.487076,4215.897333,4158.974257,4213.846051,4239.487076,4247.179383,4233.33323,4238.461435,4223.58964
127,0,4228.717845,4159.487078,4227.179384,4116.410156,4243.58964,4224.615281,4216.410153,4163.076821,4212.82041,4241.025537,4245.128101,4231.281948,4237.948614,4214.871692
128,0,4230.769127,4171.281949,4229.743486,4116.410156,4245.128101,4222.563999,4215.897333,4158.974257,4214.871692,4240.512717,4245.640922,4237.948614,4234.871691,4219.999897
0,0,4233.84605,4173.846052,4232.307589,4132.820412,4221.025538,4221.538358,4216.922974,4158.461437,4214.871692,4237.435794,4247.692204,4239.487076,4233.33323,4230.769127
1,0,4234.871691,4168.205026,4229.743486,4129.743489,4218.461435,4223.07682,4218.461435,4166.153744,4214.358871,4237.435794,4246.153742,4236.410153,4235.384512,4227.692204
2,0,4233.33323,4167.692206,4222.563999,4121.02554,4231.794768,4219.487076,4218.974256,4167.179385,4213.846051,4235.384512,4241.025537,4234.358871,4231.794768,4217.435794
3,0,4229.743486,4167.692206,4224.102461,4122.051181,4235.897332,4224.102461,4225.128102,4166.153744,4213.846051,4235.384512,4244.10246,4234.358871,4229.743486,4219.487076
4,0,4230.769127,4169.230667,4232.307589,4119.999899,4238.974255,4228.717845,4229.230666,4171.281949,4215.897333,4244.615281,4247.692204,4240.512717,4237.948614,4230.769127
5,0,4234.358871,4172.820411,4231.281948,4127.179386,4245.640922,4223.07682,4224.102461,4171.281949,4218.974256,4245.640922,4248.205024,4243.076819,4243.076819,4231.794768
6,0,4234.358871,4173.846052,4228.717845,4138.974258,4239.999896,4225.128102,4218.461435,4167.692206,4217.435794,4242.051178,4248.717845,4237.435794,4235.897332,4222.563999
7,0,4231.794768,4170.769129,4229.743486,4131.794771,4228.717845,4230.256307,4219.999897,4167.179385,4213.33323,4244.10246,4242.563999,4232.307589,4231.794768,4218.461435
8,0,4231.794768,4168.717847,4223.07682,4117.948617,4228.205025,4219.999897,4215.897333,4165.640924,4213.33323,4237.948614,4235.897332,4232.307589,4231.281948,4218.461435
9,0,4233.33323,4176.410154,4218.974256,4122.051181,4232.820409,4221.025538,4215.384512,4166.153744,4214.871692,4235.384512,4243.076819,4231.794768,4231.281948,4217.948615
10,0,4233.84605,4183.589641,4231.281948,4132.307591,4240.512717,4236.922973,4227.179384,4170.769129,4217.435794,4243.58964,4254.871691,4234.871691,4242.051178,4220.512717
11,0,4232.820409,4177.948616,4233.33323,4138.974258,4247.692204,4232.307589,4226.666563,4171.79477,4217.435794,4249.743486,4249.743486,4235.384512,4246.666563,4217.435794
12,0,4232.307589,4172.820411,4222.051179,4139.487078,4251.794768,4224.102461,4216.922974,4172.30759,4214.871692,4246.666563,4236.410153,4228.205025,4234.871691,4212.307589
13,0,4234.871691,4175.897334,4220.512717,4132.307591,4239.999896,4231.794768,4224.102461,4173.333231,4214.871692,4238.461435,4233.84605,4224.615281,4229.230666,4213.846051
14,0,4231.794768,4172.820411,4221.025538,4123.076822,4222.563999,4233.84605,4234.358871,4171.79477,4216.922974,4234.871691,4239.487076,4229.230666,4234.871691,4216.922974
15,0,4228.205025,4166.666565,4217.948615,4115.384515,4234.871691,4229.743486,4230.769127,4176.410154,4217.948615,4244.10246,4246.153742,4233.33323,4242.051178,4214.871692
16,0,4234.358871,4174.871693,4222.051179,4127.179386,4255.897332,4231.794768,4228.205025,4182.05118,4217.948615,4252.307588,4251.794768,4234.871691,4246.153742,4216.410153
17,0,4241.538358,4187.179385,4223.07682,4144.102463,4248.717845,4234.358871,4229.743486,4176.922975,4216.410153,4248.205024,4245.640922,4233.33323,4239.487076,4217.435794
18,0,4238.461435,4187.692205,4216.922974,4135.897335,4243.58964,4232.307589,4231.794768,4171.281949,4216.922974,4246.666563,4233.33323,4230.256307,4232.307589,4214.871692
19,0,4235.384512,4184.615282,4217.435794,4128.205027,4249.230665,4232.307589,4230.256307,4172.820411,4216.922974,4247.179383,4235.897332,4230.256307,4237.948614,4214.358871
20,0,4233.84605,4179.999898,4216.922974,4126.666566,4227.179384,4233.84605,4221.538358,4176.922975,4218.974256,4245.640922,4248.717845,4228.205025,4246.153742,4213.846051
21,0,4234.358871,4172.30759,4214.871692,4116.922976,4211.794769,4232.307589,4222.563999,4184.102462,4224.102461,4255.897332,4255.384511,4231.794768,4252.820409,4219.487076
22,0,4238.974255,4179.487077,4223.07682,4122.564002,4237.948614,4232.307589,4229.743486,4185.128103,4222.563999,4262.051178,4256.410152,4240.512717,4254.871691,4228.205025
23,0,4241.538358,4192.82041,4226.153743,4142.564001,4257.435793,4234.871691,4225.640922,4175.384513,4216.410153,4252.820409,4252.307588,4237.435794,4248.717845,4222.051179
24,0,4235.384512,4190.256308,4213.33323,4133.333232,4240.512717,4231.281948,4217.435794,4172.30759,4216.410153,4241.538358,4243.076819,4223.07682,4241.025537,4204.102461
25,0,4232.820409,4184.102462,4211.281948,4123.076822,4226.153743,4220.512717,4216.410153,4172.820411,4216.922974,4238.974255,4234.871691,4217.435794,4235.897332,4202.051179
26,0,4238.974255,4185.640923,4227.179384,4135.384514,4234.871691,4217.948615,4215.897333,4167.179385,4212.307589,4238.461435,4231.281948,4224.615281,4237.435794,4214.358871
27,0,4242.051178,4186.666564,4231.281948,4128.205027,4219.487076,4217.435794,4214.871692,4165.128103,4210.769128,4233.84605,4237.435794,4229.230666,4245.128101,4219.487076
28,0,4235.384512,4186.153744,4219.999897,4117.435797,4193.333231,4211.794769,4213.33323,4167.692206,4214.358871,4237.435794,4242.563999,4228.717845,4246.153742,4215.897333
29,0,4231.281948,4185.640923,4214.358871,4133.333232,4211.794769,4217.948615,4215.384512,4173.846052,4216.410153,4249.743486,4238.974255,4223.07682,4240.512717,4209.230666
30,0,4232.820409,4183.076821,4216.410153,4137.948617,4243.076819,4230.256307,4224.615281,4182.05118,4217.435794,4255.384511,4238.974255,4222.051179,4244.10246,4206.666564
31,0,4235.384512,4190.256308,4222.563999,4127.692207,4236.410153,4230.769127,4225.128102,4187.179385,4217.435794,4253.333229,4247.692204,4230.769127,4249.743486,4215.897333
32,0,4234.871691,4199.487077,4222.051179,4133.333232,4228.717845,4224.615281,4217.435794,4181.538359,4217.948615,4249.230665,4247.692204,4229.743486,4247.179383,4220.512717
33,0,4228.205025,4194.358872,4208.205025,4122.051181,4229.230666,4225.640922,4215.897333,4171.281949,4216.922974,4241.538358,4234.358871,4215.897333,4243.076819,4207.692205
34,0,4229.230666,4190.769128,4203.07682,4103.076823,4205.128102,4221.538358,4216.922974,4171.281949,4215.897333,4236.410153,4234.871691,4215.384512,4244.10246,4203.589641
35,0,4241.538358,4197.948615,4218.974256,4128.717848,4204.615282,4221.538358,4217.948615,4185.640923,4220.512717,4248.717845,4250.769127,4234.358871,4248.205024,4217.948615
36,0,4243.58964,4204.615282,4223.58964,4145.640924,4237.948614,4226.666563,4218.461435,4187.179385,4220.512717,4258.461434,4252.820409,4236.410153,4250.256306,4223.07682
37,0,4229.743486,4197.435795,4207.692205,4126.666566,4245.128101,4225.128102,4215.384512,4171.281949,4214.871692,4250.256306,4245.128101,4217.948615,4248.717845,4209.743487
38,0,4226.666563,4186.153744,4204.102461,4123.589643,4222.563999,4223.58964,4215.384512,4174.358872,4216.410153,4244.615281,4243.076819,4211.794769,4246.666563,4201.538359
39,0,4243.58964,4192.30759,4216.922974,4130.256309,4218.461435,4224.102461,4219.999897,4188.717846,4219.487076,4248.205024,4243.58964,4222.563999,4245.128101,4210.769128
40,0,4247.179383,4206.153743,4221.538358,4124.102463,4226.666563,4218.974256,4218.461435,4181.538359,4213.33323,4246.153742,4237.435794,4225.128102,4244.10246,4216.410153
41,0,4230.769127,4204.102461,4212.82041,4134.358873,4207.179384,4214.358871,4214.871692,4168.717847,4211.281948,4242.563999,4233.33323,4217.435794,4243.58964,4208.717846
42,0,4232.820409,4199.999897,4217.435794,4148.205027,4196.410154,4215.897333,4216.410153,4176.410154,4217.435794,4247.692204,4241.538358,4224.615281,4249.230665,4210.256307
43,0,4251.281947,4203.589641,4233.84605,4141.53836,4227.692204,4219.999897,4220.512717,4187.692205,4218.974256,4252.307588,4253.84605,4239.999896,4257.435793,4229.230666
44,0,4253.333229,4202.051179,4235.897332,4135.384514,4247.692204,4226.153743,4219.487076,4185.128103,4216.922974,4248.205024,4253.333229,4238.974255,4262.051178,4234.871691
45,0,4247.179383,4203.589641,4226.666563,4134.871694,4229.230666,4231.281948,4216.410153,4183.589641,4217.435794,4247.692204,4246.153742,4231.794768,4259.487075,4224.615281
46,0,4246.153742,4209.230666,4224.102461,4131.794771,4232.307589,4232.307589,4222.563999,4190.769128,4217.435794,4253.84605,4247.179383,4233.33323,4254.35887,4218.974256
47,0,4237.435794,4201.025538,4225.640922,4136.410155,4242.563999,4231.794768,4228.717845,4199.999897,4217.435794,4256.922973,4248.205024,4235.384512,4249.230665,4219.487076
48,0,4231.281948,4192.30759,4220.512717,4142.564001,4209.743487,4222.563999,4221.538358,4198.974256,4218.974256,4250.769127,4245.640922,4231.794768,4249.743486,4218.461435
49,0,4236.410153,4199.999897,4216.922974,4142.051181,4196.922974,4222.051179,4215.897333,4188.717846,4215.897333,4246.666563,4248.205024,4232.820409,4251.794768,4217.948615
50,0,4234.871691,4203.07682,4219.487076,4128.717848,4231.794768,4234.358871,4220.512717,4190.256308,4217.948615,4252.820409,4250.256306,4235.897332,4251.794768,4216.410153
51,0,4227.692204,4190.769128,4213.33323,4118.461438,4238.974255,4231.281948,4222.563999,4199.999897,4225.640922,4254.35887,4242.563999,4225.128102,4248.717845,4207.179384
52,0,4226.153743,4188.205026,4201.025538,4121.02554,4215.897333,4218.974256,4218.461435,4199.487077,4225.128102,4249.743486,4235.384512,4212.307589,4246.153742,4203.589641
53,0,4230.256307,4201.025538,4203.589641,4118.461438,4221.025538,4222.051179,4215.897333,4194.358872,4216.922974,4249.743486,4237.435794,4218.974256,4245.128101,4211.281948
54,0,4228.205025,4203.07682,4212.307589,4123.076822,4219.487076,4224.615281,4214.871692,4189.230667,4216.410153,4251.281947,4238.974255,4227.179384,4248.205024,4215.897333
55,0,4227.692204,4190.256308,4209.743487,4137.948617,4189.230667,4215.384512,4214.871692,4187.179385,4218.974256,4249.743486,4238.461435,4224.615281,4252.820409,4213.33323
56,0,4234.871691,4190.256308,4210.769128,4129.743489,4201.025538,4216.922974,4216.410153,4193.846051,4217.435794,4252.307588,4245.640922,4225.128102,4256.410152,4213.846051
57,0,4239.999896,4203.07682,4226.666563,4123.589643,4236.922973,4225.128102,4215.897333,4197.435795,4217.948615,4257.948614,4249.230665,4234.871691,4261.025537,4217.435794
58,0,4239.999896,4208.717846,4233.33323,4143.076822,4237.435794,4222.563999,4215.384512,4191.794769,4219.487076,4257.948614,4239.999896,4238.461435,4262.051178,4216.922974
59,0,4236.410153,4199.487077,4222.051179,4132.820412,4215.384512,4214.871692,4216.410153,4194.871692,4218.461435,4252.820409,4232.820409,4234.358871,4252.307588,4215.384512
60,0,4231.281948,4190.256308,4212.82041,4108.717848,4214.358871,4214.871692,4215.897333,4201.538359,4218.974256,4254.871691,4239.487076,4231.281948,4247.692204,4214.871692
61,0,4231.794768,4195.384513,4216.922974,4126.153745,4220.512717,4221.025538,4217.948615,4202.051179,4218.974256,4262.051178,4250.256306,4233.84605,4257.948614,4218.974256
62,0,4233.33323,4198.974256,4221.025538,4143.076822,4201.025538,4223.07682,4219.999897,4202.051179,4218.974256,4261.538357,4251.794768,4235.384512,4264.61528,4221.025538
63,0,4228.717845,4192.30759,4216.410153,4129.230668,4189.230667,4222.051179,4219.487076,4206.153743,4218.461435,4257.435793,4244.10246,4231.794768,4258.974255,4215.384512
64,0,4231.281948,4193.333231,4215.897333,4130.256309,4218.461435,4228.717845,4222.051179,4207.179384,4217.948615,4258.974255,4242.051178,4229.743486,4255.384511,4215.384512
65,0,4245.128101,4203.07682,4227.179384,4140.512719,4245.128101,4234.358871,4228.717845,4190.769128,4217.948615,4260.512716,4246.153742,4233.33323,4261.025537,4223.58964
66,0,4249.230665,4202.564,4234.871691,4131.28195,4228.717845,4228.717845,4228.717845,4169.743488,4217.948615,4263.589639,4248.205024,4235.897332,4261.025537,4224.102461
67,0,4242.051178,4203.07682,4226.153743,4129.743489,4217.435794,4226.666563,4221.025538,4168.205026,4217.435794,4265.128101,4246.153742,4235.384512,4253.84605,4217.948615
68,0,4232.820409,4206.666564,4213.846051,4132.820412,4223.07682,4228.717845,4213.33323,4171.281949,4214.871692,4262.563998,4243.58964,4232.820409,4254.871691,4216.410153
69,0,4230.769127,4206.153743,4216.922974,4131.794771,4205.640923,4222.563999,4214.871692,4168.717847,4217.948615,4263.589639,4244.10246,4232.820409,4264.10246,4221.025538
70,0,4241.538358,4208.717846,4228.205025,4142.051181,4197.948615,4221.025538,4222.563999,4176.922975,4224.102461,4267.692203,4249.230665,4235.897332,4265.640921,4229.230666
71,0,4243.58964,4208.717846,4225.640922,4153.333232,4221.538358,4228.717845,4221.538358,4182.564,4218.974256,4259.487075,4249.743486,4234.871691,4260.512716,4230.256307
72,0,4228.717845,4201.538359,4219.487076,4135.384514,4236.410153,4231.281948,4222.563999,4177.948616,4213.846051,4253.333229,4244.10246,4234.871691,4259.487075,4219.999897
73,0,4229.230666,4202.051179,4223.58964,4117.435797,4228.717845,4230.769127,4231.281948,4184.102462,4219.999897,4262.563998,4248.205024,4237.948614,4260.512716,4215.384512
74,0,4241.025537,4215.897333,4225.640922,4130.76913,4226.666563,4231.794768,4228.717845,4192.30759,4223.07682,4265.128101,4250.769127,4238.974255,4260.512716,4218.461435
75,0,4233.84605,4217.948615,4216.410153,4139.999899,4229.743486,4231.794768,4217.948615,4181.025539,4217.435794,4255.897332,4236.410153,4231.794768,4257.435793,4214.871692
76,0,4226.666563,4204.615282,4211.794769,4136.410155,4207.179384,4225.640922,4215.384512,4173.846052,4214.358871,4252.307588,4231.281948,4223.07682,4256.410152,4211.794769
77,0,4236.410153,4204.615282,4217.435794,4136.922976,4193.846051,4219.487076,4215.897333,4182.05118,4215.384512,4263.076819,4245.128101,4224.615281,4263.589639,4220.512717
78,0,4241.538358,4215.897333,4219.999897,4148.717847,4215.897333,4222.051179,4214.871692,4186.153744,4215.897333,4271.794767,4248.205024,4235.897332,4265.640921,4230.256307
79,0,4236.922973,4218.461435,4218.974256,4146.666565,4233.33323,4229.230666,4216.922974,4187.692205,4217.948615,4270.256306,4246.153742,4245.128101,4263.076819,4230.256307
80,0,4230.256307,4212.82041,4218.461435,4116.922976,4222.051179,4227.179384,4216.410153,4190.256308,4216.922974,4270.256306,4250.256306,4237.435794,4261.538357,4220.512717
81,0,4222.563999,4210.256307,4216.410153,4112.820412,4212.82041,4226.666563,4215.384512,4191.794769,4213.846051,4271.281947,4243.58964,4220.512717,4254.871691,4206.153743
82,0,4221.538358,4213.33323,4210.769128,4143.076822,4220.512717,4231.794768,4217.435794,4193.846051,4215.384512,4270.256306,4230.769127,4215.384512,4247.692204,4200.512718
83,0,4228.717845,4212.82041,4209.230666,4148.205027,4221.538358,4227.692204,4216.410153,4193.846051,4216.922974,4271.281947,4232.820409,4222.563999,4247.692204,4208.205025
84,0,4234.871691,4213.33323,4214.358871,4130.76913,4206.666564,4223.58964,4214.358871,4186.153744,4214.358871,4266.666562,4233.84605,4227.692204,4249.743486,4216.410153
85,0,4240.512717,4220.512717,4218.461435,4147.179386,4195.897333,4227.179384,4215.384512,4187.692205,4214.358871,4257.435793,4230.769127,4231.794768,4255.897332,4224.615281
86,0,4247.179383,4223.58964,4219.487076,4159.999898,4209.743487,4228.717845,4218.974256,4198.974256,4216.410153,4265.128101,4239.999896,4237.435794,4264.10246,4232.820409
87,0,4245.128101,4214.871692,4218.461435,4132.307591,4232.307589,4229.230666,4220.512717,4201.025538,4215.897333,4277.948613,4245.640922,4233.84605,4264.10246,4226.666563
88,0,4236.410153,4212.82041,4214.871692,4125.640925,4232.820409,4234.358871,4219.487076,4199.487077,4216.410153,4278.974254,4241.025537,4226.666563,4260.512716,4214.871692
89,0,4234.358871,4220.512717,4213.846051,4149.743488,4225.128102,4236.410153,4222.563999,4201.025538,4218.461435,4282.563998,4244.615281,4232.307589,4264.61528,4216.922974
90,0,4236.410153,4220.512717,4216.922974,4154.358873,4229.743486,4232.820409,4227.692204,4202.051179,4217.435794,4283.076818,4252.307588,4239.487076,4265.128101,4223.58964
91,0,4235.384512,4215.897333,4217.948615,4145.640924,4232.820409,4232.820409,4227.179384,4199.487077,4215.897333,4275.897331,4249.230665,4239.487076,4261.538357,4222.563999
92,0,4237.435794,4216.410153,4218.974256,4146.153745,4216.410153,4233.33323,4227.179384,4200.512718,4214.871692,4274.87169,4245.640922,4237.435794,4261.538357,4221.538358
93,0,4245.640922,4218.974256,4225.128102,4140.512719,4203.07682,4231.281948,4232.820409,4209.230666,4218.461435,4285.1281,4247.692204,4238.461435,4263.589639,4225.128102
94,0,4251.794768,4218.974256,4232.307589,4137.948617,4224.102461,4232.307589,4235.897332,4216.922974,4227.692204,4292.307587,4248.717845,4242.051178,4263.076819,4228.717845
95,0,4250.769127,4221.025538,4231.794768,4151.79477,4247.179383,4235.897332,4233.84605,4216.410153,4226.153743,4291.794767,4250.769127,4246.153742,4265.128101,4231.794768
96,0,4247.179383,4226.666563,4229.230666,4156.410155,4240.512717,4235.384512,4232.307589,4218.461435,4219.999897,4289.743485,4256.922973,4250.769127,4268.205024,4236.410153
97,0,4250.256306,4224.102461,4232.820409,4153.846052,4229.230666,4232.820409,4234.358871,4230.769127,4224.102461,4292.820408,4259.487075,4255.897332,4268.717844,4241.025537
98,0,4249.230665,4214.358871,4228.205025,4152.307591,4224.615281,4232.307589,4228.205025,4229.743486,4223.07682,4291.794767,4246.666563,4250.769127,4265.128101,4234.358871
99,0,4242.051178,4216.410153,4218.461435,4139.999899,4227.692204,4231.794768,4218.461435,4217.435794,4212.307589,4277.948613,4235.897332,4236.922973,4261.538357,4220.512717
100,0,4237.435794,4223.58964,4217.948615,4136.922976,4225.640922,4229.743486,4218.461435,4219.487076,4214.358871,4274.87169,4242.051178,4234.358871,4262.051178,4214.871692
101,0,4235.897332,4220.512717,4219.999897,4154.358873,4202.051179,4226.666563,4222.051179,4225.640922,4222.051179,4288.205023,4248.717845,4244.615281,4263.589639,4223.58964
102,0,4238.461435,4214.871692,4217.948615,4153.333232,4198.461436,4226.666563,4217.435794,4220.512717,4217.948615,4291.794767,4250.256306,4249.743486,4264.10246,4235.897332
103,0,4242.051178,4217.435794,4217.435794,4126.153745,4229.230666,4229.230666,4217.435794,4217.948615,4215.384512,4288.205023,4254.871691,4243.076819,4263.589639,4232.307589
104,0,4235.897332,4223.58964,4217.435794,4124.615284,4242.563999,4230.256307,4219.999897,4219.487076,4224.615281,4293.333228,4252.820409,4236.922973,4260.512716,4224.615281
105,0,4230.769127,4218.974256,4214.871692,4150.769129,4230.256307,4234.358871,4218.974256,4215.384512,4230.769127,4302.563997,4247.179383,4240.512717,4259.487075,4228.205025
106,0,4234.871691,4206.153743,4215.897333,4153.846052,4230.256307,4239.487076,4223.58964,4214.871692,4227.692204,4302.563997,4248.717845,4238.974255,4260.512716,4226.666563
107,0,4233.84605,4199.999897,4213.846051,4134.358873,4238.974255,4236.410153,4224.615281,4213.33323,4221.025538,4297.948613,4250.769127,4229.743486,4256.922973,4219.487076
108,0,4227.692204,4202.051179,4205.128102,4132.820412,4226.666563,4231.281948,4216.922974,4203.589641,4218.974256,4292.307587,4246.666563,4227.179384,4253.84605,4218.974256
109,0,4228.205025,4203.589641,4205.128102,4145.640924,4211.794769,4229.743486,4215.897333,4203.589641,4218.974256,4285.640921,4241.025537,4227.692204,4250.769127,4218.974256
110,0,4230.256307,4201.538359,4212.82041,4139.487078,4218.461435,4231.281948,4219.487076,4214.358871,4216.922974,4285.1281,4238.461435,4226.153743,4246.666563,4216.410153
111,0,4230.256307,4200.512718,4215.384512,4132.820412,4228.717845,4231.794768,4220.512717,4219.999897,4219.999897,4295.897331,4246.666563,4231.281948,4252.820409,4222.051179
112,0,4232.307589,4203.07682,4214.358871,4144.102463,4226.153743,4231.794768,4219.999897,4218.974256,4225.640922,4302.051177,4254.35887,4238.461435,4264.61528,4231.281948
113,0,4229.743486,4205.128102,4211.794769,4145.640924,4226.666563,4233.33323,4219.487076,4216.922974,4223.07682,4295.897331,4253.84605,4234.871691,4258.461434,4230.769127
114,0,4224.615281,4203.07682,4207.692205,4134.871694,4235.897332,4234.871691,4217.948615,4214.358871,4214.871692,4289.743485,4247.179383,4230.769127,4245.128101,4223.07682
115,0,4221.025538,4199.999897,4203.07682,4129.743489,4231.281948,4236.410153,4217.948615,4215.384512,4215.897333,4291.794767,4237.948614,4229.743486,4246.153742,4215.897333
116,0,4217.948615,4200.512718,4202.051179,4132.307591,4213.846051,4232.307589,4222.051179,4218.974256,4219.487076,4294.87169,4237.948614,4229.743486,4247.179383,4215.897333
117,0,4221.538358,4206.153743,4206.153743,4139.999899,4210.769128,4233.84605,4227.692204,4218.974256,4217.435794,4298.974254,4246.153742,4230.256307,4247.692204,4221.538358
118,0,4225.640922,4209.230666,4211.794769,4141.53836,4230.256307,4242.563999,4228.717845,4218.461435,4217.948615,4296.922972,4246.666563,4230.769127,4253.84605,4221.538358
119,0,4218.461435,4204.615282,4208.717846,4135.384514,4245.640922,4241.025537,4227.692204,4226.666563,4226.153743,4293.333228,4242.563999,4230.769127,4254.35887,4217.948615
120,0,4213.846051,4200.512718,4203.07682,4137.435796,4233.33323,4233.84605,4228.205025,4233.33323,4226.666563,4297.435792,4246.153742,4231.794768,4249.230665,4224.102461
121,0,4225.128102,4206.666564,4206.666564,4141.53836,4221.538358,4234.871691,4228.717845,4229.743486,4220.512717,4301.538356,4253.333229,4234.358871,4249.230665,4232.820409
122,0,4229.230666,4213.33323,4211.281948,4134.871694,4226.153743,4234.871691,4228.205025,4226.666563,4223.07682,4298.974254,4251.794768,4231.794768,4253.84605,4228.205025
123,0,4222.563999,4214.358871,4211.281948,4139.487078,4232.820409,4230.256307,4227.179384,4229.230666,4225.640922,4299.487074,4247.179383,4231.281948,4254.871691,4223.07682
