,id,Age,Ensemble,Ensemble_PP
307,74358,10,6.995546005253863,7
308,74359,10,8.172489031054377,8
309,74360,10,8.651798990059369,9
310,74361,10,10.394584257858774,10
311,74362,10,8.245158138491835,8
312,74363,10,9.594639907681822,10
313,74364,10,9.931790446036413,10
314,74365,10,5.472451979722549,5
315,74366,10,5.595445265149645,6
316,74367,10,7.375348117945241,7
317,74368,10,8.028913995023379,8
318,74369,10,9.094764867315662,9
319,74370,10,11.110633272781627,11
320,74371,10,10.632235460287744,11
321,74372,10,10.10704244991398,10
322,74373,10,10.319225059777041,10
323,74374,10,8.984966615941152,9
324,74375,10,7.06840683119046,7
325,74376,10,10.6773031896714,11
326,74377,10,9.751545140464351,10
327,74378,10,13.891174478223975,14
328,74379,10,11.722346822985145,12
329,74380,10,9.724854933272688,10
330,74381,10,9.097155843677408,9
331,74382,10,10.95676082745126,11
332,74383,10,8.017261480259059,8
333,74384,10,9.930046133883211,10
334,74385,10,9.609812873657617,10
335,74386,10,13.701208340600607,14
336,74387,10,10.831828436174415,11
337,74388,10,7.143420378169745,7
338,74389,10,9.08423617775903,9
339,74390,10,6.514647437887284,7
340,74391,10,8.01906383177954,8
341,74392,10,9.05724513463028,9
342,74393,10,11.785975642622656,12
343,74394,10,7.94342176717602,8
344,74395,10,9.50196931499515,10
345,74396,10,9.620177509139191,10
346,74397,10,7.044235463612833,7
347,74398,10,9.671384679184905,10
348,74399,10,11.425192844145384,11
349,74400,10,11.658969799863467,12
350,74401,10,8.832245923039492,9
351,74402,10,8.634622636375804,9
352,74403,10,10.595873821529954,11
353,74404,10,7.00135779911269,7
354,74405,10,16.39582902340675,16
355,74406,10,5.10593541827917,5
356,74407,10,9.092769105062452,9
357,74408,10,9.851002948004908,10
358,74409,10,13.231087461212159,13
359,74410,10,9.964827360309458,10
360,74411,10,10.664461153071805,11
361,74412,10,10.741557782324032,11
362,74413,10,9.501585741492132,10
363,74414,10,11.38221820021663,11
364,74415,10,13.700134724517575,14
365,74416,10,10.042680439228278,10
366,74417,10,15.880933147978224,16
367,74418,10,8.501622113394802,9
368,74419,10,10.346874823747891,10
369,74420,10,10.141541271905892,10
370,74421,10,9.109322360565702,9
371,74422,10,5.075680311437901,5
372,74423,10,9.771633481381034,10
373,74424,10,8.009169079317557,8
374,74425,10,7.134758560329639,7
375,74426,10,10.38524057405071,10
376,74427,10,9.774163155217812,10
377,74428,10,9.727479505911765,10
378,74429,10,14.181739720251786,14
379,74430,10,6.011664701777373,6
380,74431,10,5.187414461458315,5
381,74432,10,10.987615017821211,11
382,74433,10,13.132389395854952,13
383,74434,10,11.91320135255085,12
384,74435,10,11.03969271067855,11
385,74436,10,12.424874948584531,12
386,74437,10,10.597570938614862,11
387,74438,10,10.563058468951843,11
388,74439,10,8.01394660454764,8
389,74440,10,10.954885941788355,11
390,74441,10,9.601468641922834,10
391,74442,10,11.189695092915288,11
392,74443,10,6.907336678133949,7
393,74444,10,8.799775927015686,9
394,74445,10,10.941184279449185,11
395,74446,10,12.206795405121568,12
396,74447,10,9.482089887957054,9
397,74448,10,4.805430895208045,5
398,74449,10,6.901705519967391,7
399,74450,10,9.924107024836802,10
400,74451,10,14.12928276598934,14
401,74452,10,10.872199315551125,11
402,74453,10,5.656930994142395,6
403,74454,10,9.792011552948212,10
404,74455,10,8.163095401701726,8
405,74456,10,10.904806556723875,11
406,74457,10,7.1153401917409465,7
407,74458,10,7.359561523239837,7
408,74459,10,10.18606918917247,10
409,74460,10,7.939917044662235,8
410,74461,10,12.074840590589949,12
411,74462,10,8.669659198179598,9
412,74463,10,10.412556114867245,10
413,74464,10,13.475652545223253,13
414,74465,10,5.1922756360444335,5
415,74466,10,11.00567287577421,11
416,74467,10,11.23641578456405,11
417,74468,10,8.496570401307478,8
418,74469,10,9.76023179596679,10
419,74470,10,11.44216591485647,11
420,74471,10,11.621384698783249,12
421,74472,10,12.746816822593777,13
422,74473,10,15.12671993245495,15
423,74474,10,4.94485407295292,5
424,74475,10,10.57616734058507,11
425,74476,10,10.210582276014131,10
426,74477,10,9.761162539035107,10
427,74478,10,9.042385865277135,9
428,74479,10,14.830847532628587,15
429,74480,10,9.679595056034472,10
430,74481,10,7.967788508755662,8
431,74482,10,9.438917774873753,9
432,74483,10,9.464759523443526,9
433,74484,10,11.22612780308364,11
434,74485,10,15.012808764708701,15
435,74486,10,6.930154995435964,7
436,74487,10,4.791086215633298,5
437,74488,10,10.596603936856098,11
438,74489,10,7.745298943266838,8
439,74490,10,6.989579362243062,7
440,74491,10,9.444613654991782,9
441,74492,10,6.515040279251842,7
442,74493,10,9.623128612480302,10
443,74494,10,11.097393816927827,11
444,74495,10,11.763702885346357,12
445,74496,10,5.344234749682626,5
446,74497,10,9.742832847009344,10
447,74498,10,10.03993759383606,10
448,74499,10,8.298089693760915,8
449,74500,10,9.242511861150689,9
450,74501,10,9.275705433923154,9
451,74502,10,10.391861215464676,10
452,74503,10,9.483753885712305,9
453,74504,10,12.647764290554415,13
454,74505,10,9.091911761981706,9
455,74506,10,9.833389122722089,10
456,74507,10,9.351714776215907,9
457,74508,10,6.973241454878296,7
458,74509,10,14.181179729348,14
459,74510,10,10.563570391148321,11
460,74511,10,11.127163940365142,11
461,74512,10,9.8102341999492,10
462,74513,10,11.483161219420882,11
463,74514,10,9.843902454016257,10
464,74515,10,9.595925213859344,10
465,74516,10,6.00808332579256,6
466,74517,10,8.207309009211693,8
467,74518,10,10.916411732257341,11
468,74519,10,9.780183921893208,10
469,74520,10,5.814964689765878,6
470,74521,10,8.834843724904356,9
471,74522,10,10.145099363505276,10
472,74523,10,9.922697361605998,10
473,74524,10,8.419899302852283,8
474,74525,10,7.031206710854247,7
475,74526,10,7.944489712108182,8
476,74527,10,9.380380044016304,9
477,74528,10,9.731603133848672,10
478,74529,10,9.066081863431858,9
479,74530,10,9.072504430706918,9
480,74531,10,10.61980028536374,11
481,74532,10,9.395561820806355,9
482,74533,10,9.922263560477505,10
483,74534,10,7.205711745458554,7
484,74535,10,11.290430472454656,11
485,74536,10,5.351464969382094,5
486,74537,10,7.068904738118496,7
487,74538,10,10.215615029099952,10
488,74539,10,8.763268424497499,9
489,74540,10,8.588181985889669,9
490,74541,10,9.93728850826673,10
491,74542,10,10.16654662036945,10
492,74543,10,9.860965074562618,10
493,74544,10,10.085907865838168,10
494,74545,10,10.233884164626796,10
495,74546,10,14.930461643162493,15
496,74547,10,10.364559416674078,10
497,74548,10,14.482505950282684,14
498,74549,10,7.915109333839058,8
499,74550,10,12.678459037598387,13
500,74551,10,11.735550407034765,12
501,74552,10,9.16630514025747,9
502,74553,10,9.479793939764745,9
503,74554,10,10.379821326432292,10
504,74555,10,10.551946929260456,11
505,74556,10,9.150217753382243,9
506,74557,10,11.277325815361358,11
507,74558,10,9.892212915996485,10
508,74559,10,10.184770022976496,10
509,74560,10,9.818537096008155,10
510,74561,10,10.598668753989227,11
511,74562,10,5.066812138767374,5
512,74563,10,10.02266826027086,10
513,74564,10,9.883289495546602,10
514,74565,10,8.595008616972798,9
515,74566,10,9.15531383455568,9
516,74567,10,14.102958657181391,14
517,74568,10,5.627474324316889,6
518,74569,10,15.734082021370202,16
519,74570,10,12.012077550695313,12
520,74571,10,4.047624436033716,4
521,74572,10,6.436664685775036,6
522,74573,10,13.409143730061523,13
523,74574,10,10.713850441507926,11
524,74575,10,6.386466615834491,6
525,74576,10,7.729396427941445,8
526,74577,10,8.007246488193065,8
527,74578,10,7.043965993350595,7
528,74579,10,10.92337615279929,11
529,74580,10,9.813524714406844,10
530,74581,10,9.999638331613863,10
531,74582,10,4.970250020832893,5
532,74583,10,10.408331393552386,10
533,74584,10,10.320164390728271,10
534,74585,10,11.983002278754002,12
535,74586,10,4.099704062309866,4
536,74587,10,6.045715559204702,6
537,74588,10,9.080361158192598,9
538,74589,10,8.644516701492043,9
539,74590,10,11.043290845636598,11
540,74591,10,8.814181930398306,9
541,74592,10,11.054558039058245,11
542,74593,10,4.929508372517069,5
543,74594,10,11.820375592730171,12
544,74595,10,12.666529808152536,13
545,74596,10,10.722710713202426,11
546,74597,10,7.979053857464415,8
547,74598,10,5.314859088287816,5
548,74599,10,8.904127940253348,9
549,74600,10,6.093651314302634,6
550,74601,10,6.975093198527434,7
551,74602,10,9.071921502998485,9
552,74603,10,5.055134126723894,5
553,74604,10,12.392989978974457,12
554,74605,10,5.6302373412897975,6
555,74606,10,7.9211475931019715,8
556,74607,10,11.147544899273985,11
557,74608,10,9.525641379542238,10
558,74609,10,6.571483951452147,7
559,74610,10,11.419777084221252,11
560,74611,10,8.161752080372379,8
561,74612,10,10.691828197844297,11
562,74613,10,9.732263752375315,10
563,74614,10,8.841971847879686,9
564,74615,10,10.923111608022852,11
565,74616,10,6.809677189175193,7
566,74617,10,10.597112110791134,11
567,74618,10,6.063622435708251,6
568,74619,10,8.61448021616776,9
569,74620,10,8.899825007100159,9
570,74621,10,5.97208291752149,6
571,74622,10,8.107579420779205,8
572,74623,10,7.325102735030438,7
573,74624,10,8.9873238970297,9
574,74625,10,9.671236590772212,10
575,74626,10,10.875485130778621,11
576,74627,10,9.48594044192983,9
577,74628,10,12.056247770393659,12
578,74629,10,11.049771696852101,11
579,74630,10,13.447819051154012,13
580,74631,10,14.384816224733493,14
581,74632,10,8.231998164498295,8
582,74633,10,14.964412419506715,15
583,74634,10,8.767838951836076,9
584,74635,10,10.037219107430642,10
585,74636,10,12.829785384030034,13
586,74637,10,7.758261259173165,8
587,74638,10,6.981442236295023,7
588,74639,10,9.217301631427683,9
589,74640,10,7.768571854036439,8
590,74641,10,7.113463396103888,7
591,74642,10,8.191153482401722,8
592,74643,10,10.2423334559459,10
593,74644,10,10.053304179899067,10
594,74645,10,4.087555561792573,4
595,74646,10,8.648941055502116,9
596,74647,10,10.126473564761708,10
597,74648,10,11.255372416794241,11
598,74649,10,5.361080400745571,5
599,74650,10,12.689049864661847,13
600,74651,10,10.084061154027074,10
601,74652,10,11.862099728225978,12
602,74653,10,5.548903565817591,6
603,74654,10,11.672916046641607,12
604,74655,10,11.111458265076468,11
605,74656,10,8.528209247909448,9
606,74657,10,8.723271676365048,9
607,74658,10,11.129732644756565,11
608,74659,10,9.917290331543049,10
609,74660,10,9.413597492613262,9
610,74661,10,14.068056564445062,14
611,74662,10,8.020212587872884,8
612,74663,10,11.411946583779908,11
613,74664,10,11.117092019277276,11
614,74665,10,15.127558688183733,15
615,74666,10,10.106758381006362,10
616,74667,10,8.544271983859735,9
617,74668,10,11.44654671952754,11
618,74669,10,9.448347633120111,9
619,74670,10,10.454800643136121,10
620,74671,10,9.66007343593873,10
621,74672,10,10.813816938477743,11
622,74673,10,9.983492370444132,10
623,74674,10,9.13959571181383,9
624,74675,10,12.344991165851946,12
625,74676,10,9.651256451746226,10
626,74677,10,10.147620046248923,10
627,74678,10,9.886077379557419,10
628,74679,10,9.796800061214109,10
629,74680,10,9.52765980019923,10
630,74681,10,9.052673062811564,9
631,74682,10,9.76417527586368,10
632,74683,10,6.907038116536156,7
633,74684,10,7.11703181984253,7
634,74685,10,6.067703479115967,6
635,74686,10,5.9987064331043936,6
636,74687,10,9.272300308884075,9
637,74688,10,10.091886611839566,10
638,74689,10,9.327852558675652,9
639,74690,10,8.356173774073893,8
640,74691,10,11.431875261057993,11
641,74692,10,7.156937905931619,7
642,74693,10,7.236842705961895,7
643,74694,10,10.224274892863681,10
644,74695,10,10.11718780498141,10
645,74696,10,5.995225980359649,6
646,74697,10,8.484620804496618,8
647,74698,10,7.1029729429971855,7
648,74699,10,10.716708931887256,11
649,74700,10,8.051697294953957,8
650,74701,10,9.263056827652122,9
651,74702,10,13.326297701944839,13
652,74703,10,6.598798567079402,7
653,74704,10,10.243077208949634,10
654,74705,10,5.209030013989312,5
655,74706,10,6.0681570848673285,6
656,74707,10,5.72712754218829,6
657,74708,10,12.77831267607675,13
658,74709,10,9.971544018799294,10
659,74710,10,7.68796045836445,8
660,74711,10,11.620995942591522,12
661,74712,10,12.258365449350988,12
662,74713,10,7.086782856058315,7
663,74714,10,7.929324086948784,8
664,74715,10,9.951327966862388,10
665,74716,10,8.237054950027055,8
666,74717,10,9.042501567887092,9
667,74718,10,9.910045075202397,10
668,74719,10,9.75384788577828,10
669,74720,10,8.117310648974408,8
670,74721,10,10.206975101778317,10
671,74722,10,14.579568189473846,15
672,74723,10,9.911486486849373,10
673,74724,10,11.09462109239036,11
674,74725,10,15.702555808822837,16
675,74726,10,11.796382174157486,12
676,74727,10,8.298789707777022,8
677,74728,10,10.84884443963921,11
678,74729,10,10.07873556952737,10
679,74730,10,10.574893539509853,11
680,74731,10,9.496720034525472,9
681,74732,10,12.901092940503194,13
682,74733,10,10.858905969858013,11
683,74734,10,7.053154127483919,7
684,74735,10,10.625831288864234,11
685,74736,10,7.77914607701069,8
686,74737,10,10.829593826717652,11
687,74738,10,7.91555754322522,8
688,74739,10,10.810251064038944,11
689,74740,10,8.741470350089905,9
690,74741,10,8.92672763959897,9
691,74742,10,11.90870290811438,12
692,74743,10,10.792741603491544,11
693,74744,10,9.131423165774642,9
694,74745,10,8.669058673575805,9
695,74746,10,12.263236423400327,12
696,74747,10,10.016081997742551,10
697,74748,10,10.153041340865332,10
698,74749,10,9.64980612297573,10
699,74750,10,7.968182155646337,8
700,74751,10,9.844498374756565,10
701,74752,10,8.147881720452917,8
702,74753,10,7.1088486604960375,7
703,74754,10,13.860601971508311,14
704,74755,10,10.504662165104888,11
705,74756,10,6.999898327378446,7
706,74757,10,9.65818211147539,10
707,74758,10,11.5943226412411,12
708,74759,10,7.958785886384342,8
709,74760,10,12.140952479055512,12
710,74761,10,9.08716711557032,9
711,74762,10,7.12322874985736,7
712,74763,10,18.292394896411192,18
713,74764,10,11.406888506190883,11
714,74765,10,9.868693210329893,10
715,74766,10,9.823040066791997,10
716,74767,10,6.7963382514694315,7
717,74768,10,9.345305234584716,9
718,74769,10,8.978945722707271,9
719,74770,10,8.872666434089407,9
720,74771,10,10.985900739624995,11
721,74772,10,10.728137726750784,11
722,74773,10,9.391201463229343,9
723,74774,10,11.024477191057686,11
724,74775,10,11.245004535146606,11
725,74776,10,10.135000317118115,10
726,74777,10,6.72323801194247,7
727,74778,10,6.13230883185196,6
728,74779,10,9.904483787457592,10
729,74780,10,10.351764161844931,10
730,74781,10,9.03447586023861,9
731,74782,10,8.651536574602757,9
732,74783,10,10.966818744018228,11
733,74784,10,11.092148013603616,11
734,74785,10,11.154952004209994,11
735,74786,10,10.519084398035874,11
736,74787,10,14.790818410817915,15
737,74788,10,7.0943240491477795,7
738,74789,10,4.909763538242689,5
739,74790,10,9.040677600267875,9
740,74791,10,11.1802825791537,11
741,74792,10,6.019311535441875,6
742,74793,10,7.042633086536512,7
743,74794,10,13.262781638016722,13
744,74795,10,11.201165883109779,11
745,74796,10,11.955496632958518,12
746,74797,10,8.150281087227594,8
747,74798,10,13.790110854227402,14
748,74799,10,10.289611502290407,10
749,74800,10,15.59668217417234,16
750,74801,10,9.221399100476576,9
751,74802,10,11.201219726435754,11
752,74803,10,12.33236859209051,12
753,74804,10,9.731782278479175,10
754,74805,10,10.06362918140632,10
755,74806,10,5.020488086979477,5
756,74807,10,5.022586686277769,5
757,74808,10,7.134470634153227,7
758,74809,10,15.607249391265634,16
759,74810,10,6.277649389906895,6
760,74811,10,10.83117820893837,11
761,74812,10,10.364481279182657,10
762,74813,10,11.476370102641066,11
763,74814,10,9.997641965529308,10
764,74815,10,9.07127617134924,9
765,74816,10,11.4640256411399,11
766,74817,10,12.985512232232173,13
767,74818,10,8.968376509033384,9
768,74819,10,9.371587491032386,9
769,74820,10,10.710515368693832,11
770,74821,10,10.623899519252602,11
771,74822,10,10.230491259739315,10
772,74823,10,7.980402805001213,8
773,74824,10,11.024746447458279,11
774,74825,10,7.018968586993043,7
775,74826,10,9.576581197405108,10
776,74827,10,10.644259432407386,11
777,74828,10,9.778102149669198,10
778,74829,10,10.362513709265079,10
779,74830,10,9.265851348443396,9
780,74831,10,7.7533747571897225,8
781,74832,10,8.036951874983185,8
782,74833,10,13.010646609022174,13
783,74834,10,11.654411228246746,12
784,74835,10,10.677918601663546,11
785,74836,10,11.622613384453945,12
786,74837,10,11.540948601720642,12
787,74838,10,9.152885936405836,9
788,74839,10,7.305583560082606,7
789,74840,10,9.114049137333872,9
790,74841,10,9.116442561624565,9
791,74842,10,10.753015582953116,11
792,74843,10,8.762948218665441,9
793,74844,10,9.216438807036807,9
794,74845,10,9.79443408192718,10
795,74846,10,12.233910536558001,12
796,74847,10,8.985473546906753,9
797,74848,10,10.066571773085373,10
798,74849,10,9.930239899805155,10
799,74850,10,6.168467408534523,6
800,74851,10,8.574807286579682,9
801,74852,10,10.692672879764563,11
802,74853,10,4.95292897455973,5
803,74854,10,14.542213082567846,15
804,74855,10,13.544297887215846,14
805,74856,10,10.424007562825418,10
806,74857,10,16.55289025446087,17
807,74858,10,9.989556846599438,10
808,74859,10,10.143668146434763,10
809,74860,10,9.422289241475358,9
810,74861,10,11.579784129465477,12
811,74862,10,10.431114497553208,10
812,74863,10,8.06517165020991,8
813,74864,10,11.223681306073557,11
814,74865,10,10.790510669828237,11
815,74866,10,10.65550365756602,11
816,74867,10,13.668567221157536,14
817,74868,10,9.634849369344183,10
818,74869,10,9.523350931270574,10
819,74870,10,10.54548046958471,11
