MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
309_11,0.36651125100000004,0.5132779239999999,0.32779241800000003,2.072572471,3.66105818,0.229474965,0.193796878,1.7245084130000001,0.18528278899999998,1.31867018,0.461179809,0.290289884,0.37948509999999996,0.271234543,0.765659842,0.44942225799999996,1.297993108,1.756132171,0.509831745,0.547536996,0.346036894,0.362659639,0.196229475,0.891952159,2.1719035069999997,1.231096696,0.266166633,0.262720454,0.635313197,0.169673627,0.41881208200000003,1.957834989,0.34684776,0.428137036,0.352118386,0.693087371,0.54672613,0.34380701399999997,0.524021893,0.34137441700000004,0.323535374,0.406649098,0.5132779239999999,0.144505369,0.662097327,0.17329220899999997,1.902901531,0.298377884,0.275416952,0.899017592,0.144391135,0.169979438,0.18380169100000002,0.094356865,0.12816997900000002,0.14998857699999998,0.12599954300000002,0.119716701,0.23554946300000001,0.134110121,0.429403701,0.250628284,1.326707791,1.861549006,0.126799178,0.9403701170000001,0.842472013,0.19076993399999997,0.168037469,,0.094356865,0.131254284,0.38542380600000004,0.151816313,0.184601325,0.193054604,1.6135480919999998,Control,Memantine,C/S,c-CS-m
309_12,0.36415390700000005,0.499411072,0.355123675,2.0068708280000003,3.466627405,0.21633294100000003,0.204358068,1.672555948,0.190223793,1.1660777390000001,0.447192776,0.27718885,0.361405575,0.26442874,0.7430310170000001,0.443855516,1.250098155,1.690812721,0.492343934,0.549862583,0.323125245,0.34471927799999996,0.197879859,0.8625834309999999,2.108755399,1.20691009,0.24342363600000003,0.281311347,0.615822536,0.160581076,0.36808009399999997,1.8877110330000002,0.333922261,0.40891244600000004,0.33451119,0.666274048,0.529053789,0.326266196,0.505300353,0.330977621,0.319199058,0.384766392,0.501570475,0.142299503,0.6750650579999999,0.180151408,2.001656021,0.30683699999999997,0.287319612,0.9677075940000001,0.159451147,0.15554767,0.17411876,0.09841495199999999,0.135557133,0.16075230699999998,0.12798675199999998,0.11544830800000001,0.236337828,0.141116631,0.45505086299999997,0.249704282,1.30305181,1.913532056,0.124201561,0.911521173,0.836172226,0.194819021,0.166311805,,0.09841495199999999,0.125266146,0.44239413299999997,0.149988171,0.191861841,0.19552874399999998,1.722971374,Control,Memantine,C/S,c-CS-m
309_13,0.364873351,0.48210173700000003,0.312539251,1.946200544,3.3495917939999997,0.23089805300000002,0.188821436,1.5086874609999998,0.17102784199999999,1.353359849,0.47184425399999996,0.272137325,0.34059032899999997,0.25601842199999997,0.723047938,0.417416789,1.226711325,1.737701486,0.46116809700000005,0.494871258,0.384969646,0.339543647,0.19928825600000002,0.869583421,1.9256855769999999,1.149047519,0.273812016,0.25601842199999997,0.612727653,0.16474775,0.366338706,1.749214988,0.32237806199999997,0.426418254,0.37366548,0.6903914590000001,0.528155746,0.35315051299999994,0.520619636,0.32593678,0.332426209,0.46661084399999997,0.464098807,0.12679558,0.5895027620000001,0.167403315,1.904005525,0.279696133,0.244889503,0.944060773,0.137845304,0.176381215,0.175276243,0.09765193400000001,0.123756906,0.15,0.117403315,0.126657459,0.223480663,0.14198895,0.395441989,0.27762430899999996,1.251933702,1.7606353590000001,0.160773481,0.997237569,0.80980663,0.20331491699999998,0.20027624300000002,,0.09765193400000001,0.12693370199999998,0.44033149200000005,0.16837016600000002,0.23687845300000002,0.214088398,1.426933702,Control,Memantine,C/S,c-CS-m
309_14,0.38191061200000004,0.48591400100000004,0.31095107,1.958907011,3.349290405,0.22579961899999998,0.188519381,1.50900233,0.17983478100000003,1.219656852,0.463249312,0.284261809,0.36030502,0.262868036,0.7553484429999999,0.41897903,1.197203982,1.6860834569999998,0.485066723,0.524465156,0.34335945799999995,0.347172209,0.21457318399999997,0.814022453,1.956576996,1.137894514,0.239779708,0.25672527,0.579114594,0.164371955,0.367295065,1.770599449,0.339970345,0.42702817200000004,0.370684177,0.68904893,0.524041517,0.337216691,0.49565770000000003,0.329379369,0.321965685,0.40372802399999996,0.462825673,0.13429897300000002,0.611165799,0.170862045,1.972577697,0.283785684,0.25495710899999996,0.929545774,0.136408381,0.172971453,0.174377725,0.094642104,0.142314724,0.154408663,0.11728308300000001,0.123892561,0.24483195,0.136127127,0.41541274100000003,0.252003938,1.288707636,1.7924342569999998,0.13134580199999998,0.980874701,0.8327942620000001,0.190127971,0.19603431300000002,,0.094642104,0.12501757800000002,0.42216284600000004,0.178737168,0.215581493,0.22528477,1.500070314,Control,Memantine,C/S,c-CS-m
309_15,0.37440953,0.46231259,0.344629287,1.861162456,3.2871226119999997,0.22181146,0.18545902600000003,1.4442390630000002,0.176422263,1.123023208,0.426987061,0.266173752,0.325734237,0.279523516,0.6958307659999999,0.410556582,1.1581433559999998,1.655781475,0.465393305,0.510166359,0.35181762200000005,0.35941671799999997,0.18402136,0.7894844940000001,1.8851920309999999,1.125898542,0.230642842,0.24234955800000002,0.557403984,0.158348737,0.35654138399999996,1.710002054,0.326966523,0.387348532,0.358595194,0.657013761,0.5192031220000001,0.323475046,0.476278497,0.30971452,0.33641404799999997,0.369069624,0.458410351,0.12277937,0.626361032,0.161031519,1.9594555869999999,0.285816619,0.269770774,0.903581662,0.14269341,0.163180516,0.17335243600000003,0.099140401,0.130372493,0.151862464,0.119054441,0.118481375,0.23724928399999998,0.136962751,0.434527221,0.249283668,1.251289398,1.764756447,0.125501433,0.942406877,0.806160458,0.193839542,0.183954155,,0.099140401,0.125787966,0.446561605,0.160601719,0.22793696300000002,0.22421203399999998,1.6138968480000002,Control,Memantine,C/S,c-CS-m
311_1,0.743117916,0.862652731,0.377741793,2.735757397,6.067569557000001,0.219049021,0.185337848,2.277491535,0.19446489,2.379508317,1.081554541,0.35536581799999994,0.383630208,0.29942588,0.956131312,0.7909612840000001,1.897836008,1.711026056,0.387163256,0.856469895,0.537612248,0.386132784,0.175621964,1.4912409830000002,4.112615928,1.463712645,0.272044752,0.28764905,0.7900780209999999,0.16855586600000003,0.42161048100000004,2.620197262,0.387163256,0.517297218,0.373767113,0.872368615,0.796702488,0.540850876,0.651258649,0.5233328429999999,0.407478286,0.54659208,0.22508464600000003,0.20122818399999998,0.9085326440000001,0.191338074,0.94272786,0.28539108,0.294117647,1.347123465,0.115901745,0.226244344,0.19224305100000003,0.13865546199999998,0.129411765,0.157918552,0.182546865,0.13697479,0.233548804,0.132579186,0.355074337,0.233484163,1.1274078859999999,1.68332256,0.137879767,1.177892696,0.67498384,0.178474467,0.13852618,0.17860374899999998,0.13865546199999998,,0.440142211,0.129605688,0.165287654,0.163994829,1.297220427,Control,Memantine,C/S,c-CS-m
311_2,0.711479945,0.807053942,0.351590595,2.546887967,5.595573997000001,0.19917012399999998,0.165975104,2.118810512,0.17468879699999998,2.050484094,1.07593361,0.331950207,0.34619640399999996,0.25020746899999996,0.8944674970000001,0.727524205,1.753803596,1.525172891,0.36749654200000004,0.810511757,0.555325035,0.35739972299999995,0.16307053900000001,1.348547718,3.69253112,1.393914246,0.24647302899999998,0.259197787,0.741355463,0.158644537,0.389626556,2.422959889,0.362102351,0.48035961299999996,0.361410788,0.818118949,0.66417704,0.478838174,0.5983402489999999,0.474965422,0.36473029,0.482710927,0.21645919800000002,0.187840532,0.893488372,0.19315614600000003,0.9633887040000001,0.278737542,0.380730897,1.150631229,0.10664451800000001,0.21295681100000002,0.191827243,0.11136212599999999,0.134219269,0.148637874,0.184186047,0.136345515,0.23382059800000002,0.129568106,0.373621262,0.23514950199999998,1.137009967,1.693820598,0.128837209,1.115681063,0.684252492,0.176079734,0.132093023,0.14358804,0.11136212599999999,,0.454352159,0.11700996699999999,0.162857143,0.15820598,1.363189369,Control,Memantine,C/S,c-CS-m
311_3,0.704633205,0.802537231,0.350110314,2.467733039,5.548400441,0.20532267,0.165057915,2.10728075,0.171400993,1.9389134030000001,1.0656370659999999,0.326668505,0.342112521,0.243243243,0.894373966,0.742553778,1.757170436,1.5210976280000001,0.38830667399999996,0.8123276340000001,0.528130171,0.362520684,0.165609487,1.3454219530000002,3.684914506,1.378240485,0.24310535,0.275096525,0.739520132,0.15471594,0.39354660799999996,2.415471594,0.35314396,0.491174848,0.348731384,0.8310810809999999,0.611141754,0.457391065,0.582322118,0.45725317200000004,0.35452289,0.464423607,0.193188086,0.183455185,0.8857297590000001,0.196723531,0.9754941779999999,0.281004603,0.400961278,1.176617926,0.09836176599999999,0.18386135899999997,0.186704576,0.112036285,0.13985919300000002,0.152382887,0.18582453300000001,0.133563499,0.230232873,0.129637151,0.38830219299999996,0.237544002,1.14798267,1.791835906,0.13633902,1.0444760359999998,0.7138505279999999,0.17424857800000002,0.131126455,0.132886542,0.112036285,,0.45450853,0.111088546,0.15773084199999998,0.15854319,1.4044814509999999,Control,Memantine,C/S,c-CS-m
311_4,0.6773591940000001,0.770234987,0.356396867,2.5632226780000003,4.975195822,0.228086535,0.18649757600000003,2.259045132,0.19097351699999998,2.1678478180000003,0.9776202909999999,0.35826184299999997,0.3769116,0.264826557,0.8951883629999999,0.7305110029999999,1.711115256,1.654792988,0.406564715,0.784222305,0.520701231,0.403767251,0.18537859,1.289444237,3.514546811,1.3461395,0.274897426,0.283289817,0.7265945540000001,0.17139127199999998,0.416822081,2.328422231,0.39835882100000003,0.5208877279999999,0.404513241,0.876725103,0.7743379340000001,0.503543454,0.630175308,0.497762029,0.4000373,0.538791496,0.232935472,0.205355662,0.890399602,0.18993533399999998,0.9568065,0.291245233,0.283037639,1.188028519,0.117476372,0.22989554,0.18802851899999998,0.11150721300000001,0.13753938,0.151052893,0.181976455,0.130658266,0.22641353,0.11871994699999999,0.36345548,0.229646825,1.148731554,1.6362128999999999,0.149975129,1.09053225,0.67924059,0.195655778,0.157685293,0.18239098,0.11150721300000001,,0.458547505,0.15669043300000002,0.180152545,0.195738683,1.1700381359999998,Control,Memantine,C/S,c-CS-m
311_5,0.591572123,0.678768233,0.31247974100000003,2.164181524,4.313938412,0.19578606199999998,0.161102107,1.975688817,0.16191248,1.7687196109999999,0.8385737440000001,0.306320908,0.32382495899999997,0.230145867,0.768557536,0.613614263,1.4696920580000001,1.333063209,0.38800648299999996,0.6724473259999999,0.487682334,0.33889789299999995,0.158184765,1.070340357,2.944894652,1.179578606,0.229659643,0.239222042,0.634035656,0.150567261,0.364343598,2.00713128,0.32706645100000004,0.44165316,0.34991896299999997,0.764829822,0.605024311,0.40956239899999997,0.544570502,0.4273906,0.33743922200000004,0.435008104,0.204862237,0.168971587,0.85944179,0.193864722,0.97837566,0.280445897,0.35302992200000005,1.092615875,0.100159249,0.205263599,0.182549661,0.100578325,0.12672869,0.160841505,0.178610343,0.14231833,0.23619143399999998,0.126812505,0.36442879899999997,0.22864806,1.102087,1.65702791,0.14416226599999998,1.020870003,0.685692733,0.188165284,0.16913921699999998,0.16377504,0.100578325,,0.42502724,0.126896321,0.17299472,0.16997737,1.272986338,Control,Memantine,C/S,c-CS-m
311_6,0.618517229,0.716672468,0.319700661,2.285938044,4.571179951,0.206926558,0.171597633,2.127044901,0.17455621300000002,1.767316394,0.8713887920000001,0.324399582,0.33727810700000005,0.248868778,0.8313609470000001,0.6679429170000001,1.563696485,1.4034110690000001,0.403237034,0.7170205359999999,0.504524887,0.378698225,0.173512008,1.1235642190000001,3.1275670030000002,1.251827358,0.234075879,0.255482074,0.686042464,0.15697876800000002,0.38200487299999997,2.112077967,0.36407936,0.48294465700000005,0.37086669,0.8315349809999999,0.617298991,0.416637661,0.57239819,0.43282283299999996,0.342151062,0.449356074,0.21371388800000002,0.166736595,0.8577662159999999,0.18612066800000002,1.000503482,0.26113954899999997,0.362339515,1.1135352859999998,0.089955526,0.188805908,0.182092809,0.110682219,0.133506755,0.147184694,0.195435093,0.131408912,0.224888814,0.12326927900000001,0.386842326,0.227993623,1.102290845,1.652261475,0.132835445,1.047243434,0.702525803,0.17957539600000003,0.14349249,0.143072921,0.110682219,,0.43945623899999997,0.11705966300000001,0.17135185,0.159939582,1.279936226,Control,Memantine,C/S,c-CS-m
311_7,0.7026082909999999,0.69958081,0.387750349,2.437587331,4.449231486,0.258500233,0.197019096,2.091057289,0.182114578,2.171401956,0.886353051,0.343269679,0.38844899899999996,0.321145785,0.900791803,0.6925943179999999,1.655798789,1.6711690730000002,0.42105263200000004,0.772706102,0.492081975,0.397997205,0.197019096,1.136003726,3.2352119239999997,1.267582673,0.274336283,0.266884024,0.6849091759999999,0.187936656,0.424778761,2.078947368,0.4035864,0.556823475,0.43549138299999995,0.909874243,0.828598044,0.505356311,0.654867257,0.505822077,0.433628319,0.55193293,0.28108989300000004,0.1732848,0.804103243,0.19159497,0.9545554820000001,0.283256122,0.243437017,1.105559232,0.11305978400000001,0.22347231399999998,0.193470108,0.104897419,0.135120229,0.143613501,0.167218178,0.130266931,0.20041914800000002,0.107875579,0.36719611700000004,0.237480697,1.116589455,1.5627619680000002,0.153540702,1.178138098,0.6790205159999999,0.19435252600000003,0.167879991,0.20229428600000002,0.104897419,,0.407346128,0.14802559,0.215089345,0.23990734600000002,1.1782484009999998,Control,Memantine,C/S,c-CS-m
311_8,0.5988687779999999,0.690271493,0.349773756,2.308371041,4.229411765,0.221493213,0.18710407199999998,2.045475113,0.176696833,1.922171946,0.850452489,0.34638009,0.369457014,0.27918552,0.85,0.654751131,1.580316742,1.5162895930000002,0.417647059,0.7434389140000001,0.473076923,0.37760181,0.18416289600000002,1.112217195,3.119004525,1.261312217,0.26334841600000003,0.264253394,0.669230769,0.181900452,0.411085973,2.043438914,0.381447964,0.5307692310000001,0.42601809999999996,0.883936652,0.720135747,0.446832579,0.6169683260000001,0.484162896,0.413800905,0.554298643,0.25520362,0.159954879,0.7685279190000001,0.190073322,0.9633389729999999,0.282910321,0.323068246,0.988832487,0.096559504,0.213987592,0.181725888,0.112351946,0.147772138,0.150592217,0.159052453,0.14393683,0.21545403300000002,0.11043429199999999,0.349125776,0.236999436,1.062380147,1.611957135,0.150592217,1.118668923,0.691483362,0.192329385,0.167399887,0.178341794,0.112351946,,0.471517202,0.147208122,0.234179357,0.197067118,1.2199661590000002,Control,Memantine,C/S,c-CS-m
